poblacion,MAE,RMSE,MAPE
1,4.273600594189909,5.371319611148285,0.374369581842698
2,4.202687658381303,5.138999853444094,0.34957637485110205
3,4.355531726594253,5.477532888254003,0.358447028684918
4,4.351119575365354,5.523274199611079,0.36568566263540386
5,4.052492740674573,5.015850958718696,0.3782353884781093
6,4.588291963231619,5.628461242247701,0.38795528360549925
7,4.172847739528835,5.38298643118638,0.371506850440923
8,4.740199413632743,5.736352957559936,0.40727558236761585
9,4.640909534911916,5.6315980254459275,0.37899985543452636
10,4.675538065346684,5.695666266779868,0.371990837044703
11,3.9041979698673694,4.980664821351256,0.32882972993555426
12,3.7633689261391976,4.814139936368835,0.3318574351891599
13,4.48062831149308,5.6456744362558196,0.36511766055225803
14,4.672969122837001,6.009558925310361,0.3847440996170582
15,3.7566975111643846,4.800608842403861,0.3559438366642851
16,3.9863575091767354,5.2597399201497,0.3642425377069933
17,4.303963773241475,5.769731791742498,0.3609533099898675
18,4.142435331127189,5.122306767552705,0.3645649380770196
19,4.4081264547098735,5.632144690864731,0.38785901034703035
20,4.707612970910683,6.039491481792475,0.38288609438997767
21,4.140881468473256,5.290805920774346,0.3477594147701431
22,4.210084595493391,5.138615252438566,0.3631493979008247
23,4.127362399170226,5.376635866485323,0.35948551567437903
24,4.945815824415656,6.194144555186154,0.3759733690683886
25,4.709210747879898,5.9777300494015515,0.39976317274379486
26,3.9684773909823745,5.163641226807254,0.35206327605503634
27,4.557982813798091,5.771191422063727,0.3766606563232952
28,4.571289681041896,5.626255322387043,0.3686362300530647
29,4.332918789586483,5.420135590708236,0.36092056615308454
30,3.9162869297381766,5.031202405603359,0.3482381388952628
31,3.9123929221389426,5.166268363624386,0.3521290911036526
32,4.794197372606366,6.001391548632984,0.37798859577394234
33,3.804680182285242,4.863695948041891,0.334848797216095
34,4.046597176480045,5.24322631557417,0.33693771727448996
35,3.6337808394728275,4.929135403805053,0.3319495288648533
36,4.198064055829802,5.232546971206377,0.3533199313260131
37,4.114936053180611,5.085673558615329,0.3726163490346453
38,4.611434334100103,5.5432228733897935,0.3865590357932929
39,3.9847636775426674,4.933499933703144,0.3540623095593134
40,3.934521447535663,4.9096769486453,0.32625459730500145
41,4.31680817727175,5.477647519348216,0.3485705244333668
42,4.088648684762164,5.1439453793607255,0.35766673275734023
43,4.742748053984694,5.775807976194119,0.3771664675735439
44,4.3452728683135415,5.290800415346815,0.3469760597528673
45,4.1923994078097255,5.216323898913036,0.36241967737222286
46,3.997821113164741,4.924669858903665,0.3279830839570155
47,4.153419398830609,5.2373353881426405,0.343839379921834
48,3.828521324310155,4.911235184730134,0.3364823558520483
49,4.83201774831642,5.990298127781928,0.39436555786645056
50,4.131192748818769,5.235433317042779,0.3490915201272131
