trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_bias_vs_CLCRMLMIN_abscissa,trans_bias_vs_CLCRMLMIN_spline,trans_bias_vs_CLCRMLMIN_regression,trans_bias_vs_WTKG_abscissa,trans_bias_vs_WTKG_spline,trans_bias_vs_WTKG_regression,trans_bias_vs_logtCLCRMLMIN_abscissa,trans_bias_vs_logtCLCRMLMIN_spline,trans_bias_vs_logtCLCRMLMIN_regression,split
107.672,1.71387,1.72406,55.2323,1.81963,1.80076,-0.318302,1.67471,1.69083,107.672,2.00781,2.04431,55.2323,1.89354,1.97751,-0.318302,2.0251,2.05669,107.672,3.23376,3.26032,55.2323,3.22699,3.23377,-0.318302,3.21025,3.24995,107.672,3.39239,3.41931,55.2323,3.372,3.38239,-0.318302,3.38001,3.41455,107.672,-1.31677,-1.31677,55.2323,-1.31677,-1.31677,-0.318302,-1.31677,-1.31677,All
108.689,1.72572,1.72823,55.5556,1.82503,1.80416,-0.311136,1.69028,1.6953,108.689,1.9976,2.04301,55.5556,1.89408,1.97849,-0.311136,2.00342,2.05525,108.689,3.23904,3.26026,55.5556,3.22784,3.23493,-0.311136,3.21523,3.25015,108.689,3.39466,3.41875,55.5556,3.37509,3.3832,-0.311136,3.38126,3.41419,108.689,-1.31677,-1.31677,55.5556,-1.31677,-1.31677,-0.311136,-1.31677,-1.31677,All
109.706,1.73627,1.7324,55.8788,1.83043,1.80756,-0.30397,1.70585,1.69978,109.706,1.98979,2.04172,55.8788,1.89463,1.97947,-0.30397,1.98173,2.05381,109.706,3.24376,3.2602,55.8788,3.2287,3.23608,-0.30397,3.22021,3.25035,109.706,3.39688,3.4182,55.8788,3.37819,3.38401,-0.30397,3.38251,3.41382,109.706,-1.31677,-1.31677,55.8788,-1.31677,-1.31677,-0.30397,-1.31677,-1.31677,All
110.723,1.74683,1.73657,56.202,1.83583,1.81096,-0.296804,1.72142,1.70426,110.723,1.98198,2.04042,56.202,1.89517,1.98045,-0.296804,1.96004,2.05238,110.723,3.24849,3.26014,56.202,3.22955,3.23724,-0.296804,3.22519,3.25056,110.723,3.39909,3.41764,56.202,3.38129,3.38482,-0.296804,3.38376,3.41345,110.723,-1.31677,-1.31677,56.202,-1.31677,-1.31677,-0.296804,-1.31677,-1.31677,All
111.74,1.75738,1.74075,56.5253,1.84123,1.81436,-0.289638,1.73699,1.70873,111.74,1.97417,2.03913,56.5253,1.89571,1.98143,-0.289638,1.93836,2.05094,111.74,3.25322,3.26008,56.5253,3.2304,3.2384,-0.289638,3.23017,3.25076,111.74,3.4013,3.41709,56.5253,3.38439,3.38563,-0.289638,3.38501,3.41308,111.74,-1.31677,-1.31677,56.5253,-1.31677,-1.31677,-0.289638,-1.31677,-1.31677,All
112.758,1.76793,1.74492,56.8485,1.84664,1.81776,-0.282472,1.74647,1.71321,112.758,1.96636,2.03784,56.8485,1.89626,1.98241,-0.282472,1.93049,2.0495,112.758,3.25794,3.26003,56.8485,3.23125,3.23955,-0.282472,3.23399,3.25096,112.758,3.40352,3.41653,56.8485,3.38749,3.38645,-0.282472,3.38681,3.41271,112.758,-1.31677,-1.31677,56.8485,-1.31677,-1.31677,-0.282472,-1.31677,-1.31677,All
113.775,1.77848,1.74909,57.1717,1.8507,1.82116,-0.275306,1.75494,1.71768,113.775,1.95855,2.03654,57.1717,1.90035,1.98338,-0.275306,1.92493,2.04806,113.775,3.26267,3.25997,57.1717,3.23246,3.24071,-0.275306,3.23761,3.25117,113.775,3.40573,3.41598,57.1717,3.39037,3.38726,-0.275306,3.38869,3.41234,113.775,-1.31677,-1.31677,57.1717,-1.31677,-1.31677,-0.275306,-1.31677,-1.31677,All
114.792,1.78903,1.75326,57.4949,1.8536,1.82456,-0.268141,1.76341,1.72216,114.792,1.95073,2.03525,57.4949,1.90757,1.98436,-0.268141,1.91938,2.04662,114.792,3.2674,3.25991,57.4949,3.234,3.24186,-0.268141,3.24124,3.25137,114.792,3.40794,3.41543,57.4949,3.39305,3.38807,-0.268141,3.39058,3.41197,114.792,-1.31677,-1.31677,57.4949,-1.31677,-1.31677,-0.268141,-1.31677,-1.31677,All
115.809,1.79958,1.75743,57.8182,1.85649,1.82797,-0.260975,1.77188,1.72663,115.809,1.94292,2.03396,57.8182,1.91479,1.98534,-0.260975,1.91383,2.04518,115.809,3.27212,3.25985,57.8182,3.23553,3.24302,-0.260975,3.24486,3.25158,115.809,3.41016,3.41487,57.8182,3.39574,3.38888,-0.260975,3.39247,3.4116,115.809,-1.31677,-1.31677,57.8182,-1.31677,-1.31677,-0.260975,-1.31677,-1.31677,All
116.826,1.81013,1.76161,58.1414,1.85939,1.83137,-0.253809,1.78035,1.73111,116.826,1.93511,2.03266,58.1414,1.92201,1.98632,-0.253809,1.90828,2.04374,116.826,3.27685,3.25979,58.1414,3.23706,3.24418,-0.253809,3.24849,3.25178,116.826,3.41237,3.41432,58.1414,3.39843,3.38969,-0.253809,3.39436,3.41123,116.826,-1.31677,-1.31677,58.1414,-1.31677,-1.31677,-0.253809,-1.31677,-1.31677,All
117.843,1.82068,1.76578,58.4646,1.86228,1.83477,-0.246643,1.78881,1.73559,117.843,1.9273,2.03137,58.4646,1.92924,1.9873,-0.246643,1.90272,2.0423,117.843,3.28157,3.25973,58.4646,3.2386,3.24533,-0.246643,3.25212,3.25198,117.843,3.41459,3.41376,58.4646,3.40112,3.3905,-0.246643,3.39625,3.41086,117.843,-1.31677,-1.31677,58.4646,-1.31677,-1.31677,-0.246643,-1.31677,-1.31677,All
118.861,1.83123,1.76995,58.7879,1.86518,1.83817,-0.239477,1.79728,1.74006,118.861,1.91949,2.03008,58.7879,1.93646,1.98828,-0.239477,1.89717,2.04086,118.861,3.2863,3.25967,58.7879,3.24013,3.24649,-0.239477,3.25574,3.25219,118.861,3.4168,3.41321,58.7879,3.4038,3.39132,-0.239477,3.39813,3.4105,118.861,-1.31677,-1.31677,58.7879,-1.31677,-1.31677,-0.239477,-1.31677,-1.31677,All
119.878,1.84146,1.77412,59.1111,1.86807,1.84157,-0.232311,1.80575,1.74454,119.878,1.91225,2.02878,59.1111,1.94368,1.98925,-0.232311,1.89162,2.03942,119.878,3.29088,3.25962,59.1111,3.24166,3.24764,-0.232311,3.25937,3.25239,119.878,3.41899,3.41266,59.1111,3.40649,3.39213,-0.232311,3.40002,3.41013,119.878,-1.31677,-1.31677,59.1111,-1.31677,-1.31677,-0.232311,-1.31677,-1.31677,All
120.895,1.84775,1.77829,59.4343,1.87097,1.84497,-0.225145,1.81422,1.74901,120.895,1.91191,2.02749,59.4343,1.9509,1.99023,-0.225145,1.88607,2.03798,120.895,3.29367,3.25956,59.4343,3.2432,3.2488,-0.225145,3.26299,3.2526,120.895,3.42085,3.4121,59.4343,3.40918,3.39294,-0.225145,3.40191,3.40976,120.895,-1.31677,-1.31677,59.4343,-1.31677,-1.31677,-0.225145,-1.31677,-1.31677,All
121.912,1.85405,1.78247,59.7576,1.87386,1.84837,-0.217979,1.82269,1.75349,121.912,1.91157,2.0262,59.7576,1.95813,1.99121,-0.217979,1.88051,2.03655,121.912,3.29646,3.2595,59.7576,3.24473,3.24995,-0.217979,3.26662,3.2528,121.912,3.42272,3.41155,59.7576,3.41187,3.39375,-0.217979,3.4038,3.40939,121.912,-1.31677,-1.31677,59.7576,-1.31677,-1.31677,-0.217979,-1.31677,-1.31677,All
122.929,1.86034,1.78664,60.0808,1.87636,1.85177,-0.210813,1.83115,1.75797,122.929,1.91124,2.0249,60.0808,1.96634,1.99219,-0.210813,1.87496,2.03511,122.929,3.29926,3.25944,60.0808,3.24637,3.25111,-0.210813,3.27024,3.253,122.929,3.42458,3.41099,60.0808,3.41447,3.39456,-0.210813,3.40569,3.40902,122.929,-1.31677,-1.31677,60.0808,-1.31677,-1.31677,-0.210813,-1.31677,-1.31677,All
123.946,1.86663,1.79081,60.404,1.87769,1.85517,-0.203647,1.83962,1.76244,123.946,1.9109,2.02361,60.404,1.97753,1.99317,-0.203647,1.86941,2.03367,123.946,3.30205,3.25938,60.404,3.24831,3.25227,-0.203647,3.27387,3.25321,123.946,3.42644,3.41044,60.404,3.41681,3.39537,-0.203647,3.40758,3.40865,123.946,-1.31677,-1.31677,60.404,-1.31677,-1.31677,-0.203647,-1.31677,-1.31677,All
124.964,1.87293,1.79498,60.7273,1.87902,1.85857,-0.196482,1.84809,1.76692,124.964,1.91056,2.02231,60.7273,1.98872,1.99415,-0.196482,1.86386,2.03223,124.964,3.30484,3.25932,60.7273,3.25026,3.25342,-0.196482,3.27749,3.25341,124.964,3.42831,3.40989,60.7273,3.41916,3.39619,-0.196482,3.40946,3.40828,124.964,-1.31677,-1.31677,60.7273,-1.31677,-1.31677,-0.196482,-1.31677,-1.31677,All
125.981,1.87801,1.79916,61.0505,1.88025,1.86197,-0.189316,1.85656,1.77139,125.981,1.91225,2.02102,61.0505,2.00013,1.99512,-0.189316,1.8583,2.03079,125.981,3.30704,3.25926,61.0505,3.25224,3.25458,-0.189316,3.28112,3.25361,125.981,3.43002,3.40933,61.0505,3.42147,3.397,-0.189316,3.41135,3.40791,125.981,-1.31677,-1.31677,61.0505,-1.31677,-1.31677,-0.189316,-1.31677,-1.31677,All
126.998,1.88244,1.80333,61.3737,1.88097,1.86537,-0.18215,1.86387,1.77587,126.998,1.91496,2.01973,61.3737,2.01272,1.9961,-0.18215,1.85523,2.02935,126.998,3.30889,3.2592,61.3737,3.25434,3.25573,-0.18215,3.28445,3.25382,126.998,3.43162,3.40878,61.3737,3.42364,3.39781,-0.18215,3.41327,3.40754,126.998,-1.31677,-1.31677,61.3737,-1.31677,-1.31677,-0.18215,-1.31677,-1.31677,All
128.015,1.88576,1.8075,61.697,1.88169,1.86877,-0.174984,1.86784,1.78034,128.015,1.91939,2.01843,61.697,2.02532,1.99708,-0.174984,1.85934,2.02791,128.015,3.31016,3.25915,61.697,3.25644,3.25689,-0.174984,3.28691,3.25402,128.015,3.43303,3.40822,61.697,3.4258,3.39862,-0.174984,3.41526,3.40718,128.015,-1.31677,-1.31677,61.697,-1.31677,-1.31677,-0.174984,-1.31677,-1.31677,All
129.032,1.88909,1.81167,62.0202,1.88235,1.87217,-0.167818,1.8718,1.78482,129.032,1.92382,2.01714,62.0202,2.03803,1.99806,-0.167818,1.86344,2.02647,129.032,3.31143,3.25909,62.0202,3.25856,3.25805,-0.167818,3.28937,3.25423,129.032,3.43445,3.40767,62.0202,3.42793,3.39943,-0.167818,3.41725,3.40681,129.032,-1.31677,-1.31677,62.0202,-1.31677,-1.31677,-0.167818,-1.31677,-1.31677,All
130.049,1.89242,1.81584,62.3434,1.88202,1.87557,-0.160652,1.87577,1.7893,130.049,1.92825,2.01585,62.3434,2.05244,1.99904,-0.160652,1.86755,2.02503,130.049,3.3127,3.25903,62.3434,3.2609,3.2592,-0.160652,3.29183,3.25443,130.049,3.43586,3.40711,62.3434,3.42954,3.40024,-0.160652,3.41924,3.40644,130.049,-1.31677,-1.31677,62.3434,-1.31677,-1.31677,-0.160652,-1.31677,-1.31677,All
131.067,1.89575,1.82002,62.6667,1.8817,1.87897,-0.153486,1.87974,1.79377,131.067,1.93268,2.01455,62.6667,2.06685,2.00002,-0.153486,1.87166,2.02359,131.067,3.31396,3.25897,62.6667,3.26324,3.26036,-0.153486,3.2943,3.25463,131.067,3.43727,3.40656,62.6667,3.43115,3.40106,-0.153486,3.42124,3.40607,131.067,-1.31677,-1.31677,62.6667,-1.31677,-1.31677,-0.153486,-1.31677,-1.31677,All
132.084,1.89907,1.82419,62.9899,1.88138,1.88237,-0.14632,1.8837,1.79825,132.084,1.93711,2.01326,62.9899,2.08126,2.00099,-0.14632,1.87576,2.02216,132.084,3.31523,3.25891,62.9899,3.26558,3.26151,-0.14632,3.29676,3.25484,132.084,3.43868,3.40601,62.9899,3.43275,3.40187,-0.14632,3.42323,3.4057,132.084,-1.31677,-1.31677,62.9899,-1.31677,-1.31677,-0.14632,-1.31677,-1.31677,All
133.101,1.9024,1.82836,63.3131,1.88105,1.88577,-0.139154,1.88739,1.80272,133.101,1.94154,2.01197,63.3131,2.09568,2.00197,-0.139154,1.88041,2.02072,133.101,3.3165,3.25885,63.3131,3.26792,3.26267,-0.139154,3.29913,3.25504,133.101,3.44009,3.40545,63.3131,3.43436,3.40268,-0.139154,3.4252,3.40533,133.101,-1.31677,-1.31677,63.3131,-1.31677,-1.31677,-0.139154,-1.31677,-1.31677,All
134.118,1.90573,1.83253,63.6364,1.88073,1.88918,-0.131988,1.89009,1.8072,134.118,1.94598,2.01067,63.6364,2.11009,2.00295,-0.131988,1.88703,2.01928,134.118,3.31777,3.25879,63.6364,3.27026,3.26383,-0.131988,3.30115,3.25525,134.118,3.4415,3.4049,63.6364,3.43596,3.40349,-0.131988,3.42711,3.40496,134.118,-1.31677,-1.31677,63.6364,-1.31677,-1.31677,-0.131988,-1.31677,-1.31677,All
135.135,1.90756,1.8367,63.9596,1.88041,1.89258,-0.124823,1.89225,1.81167,135.135,1.95248,2.00938,63.9596,2.1245,2.00393,-0.124823,1.8946,2.01784,135.135,3.31814,3.25874,63.9596,3.2726,3.26498,-0.124823,3.30291,3.25545,135.135,3.44252,3.40434,63.9596,3.43757,3.4043,-0.124823,3.42892,3.40459,135.135,-1.31677,-1.31677,63.9596,-1.31677,-1.31677,-0.124823,-1.31677,-1.31677,All
136.153,1.90907,1.84088,64.2828,1.88008,1.89598,-0.117657,1.89372,1.81615,136.153,1.95945,2.00808,64.2828,2.13891,2.00491,-0.117657,1.90337,2.0164,136.153,3.31832,3.25868,64.2828,3.27494,3.26614,-0.117657,3.30437,3.25565,136.153,3.44347,3.40379,64.2828,3.43917,3.40512,-0.117657,3.43061,3.40422,136.153,-1.31677,-1.31677,64.2828,-1.31677,-1.31677,-0.117657,-1.31677,-1.31677,All
137.17,1.91058,1.84505,64.6061,1.87976,1.89938,-0.110491,1.8952,1.82063,137.17,1.96641,2.00679,64.6061,2.15332,2.00589,-0.110491,1.91215,2.01496,137.17,3.31849,3.25862,64.6061,3.27728,3.26729,-0.110491,3.30582,3.25586,137.17,3.44441,3.40324,64.6061,3.44078,3.40593,-0.110491,3.43231,3.40385,137.17,-1.31677,-1.31677,64.6061,-1.31677,-1.31677,-0.110491,-1.31677,-1.31677,All
138.187,1.9121,1.84922,64.9293,1.87943,1.90278,-0.103325,1.89667,1.8251,138.187,1.97337,2.0055,64.9293,2.16773,2.00686,-0.103325,1.92092,2.01352,138.187,3.31867,3.25856,64.9293,3.27962,3.26845,-0.103325,3.30728,3.25606,138.187,3.44536,3.40268,64.9293,3.44239,3.40674,-0.103325,3.434,3.40349,138.187,-1.31677,-1.31677,64.9293,-1.31677,-1.31677,-0.103325,-1.31677,-1.31677,All
139.204,1.91361,1.85339,65.2525,1.87911,1.90618,-0.096159,1.89815,1.82958,139.204,1.98033,2.0042,65.2525,2.18214,2.00784,-0.096159,1.92969,2.01208,139.204,3.31885,3.2585,65.2525,3.28196,3.2696,-0.096159,3.30873,3.25626,139.204,3.4463,3.40213,65.2525,3.44399,3.40755,-0.096159,3.43569,3.40312,139.204,-1.31677,-1.31677,65.2525,-1.31677,-1.31677,-0.096159,-1.31677,-1.31677,All
140.221,1.9151,1.85756,65.5758,1.87879,1.90958,-0.0889931,1.89962,1.83405,140.221,1.98731,2.00291,65.5758,2.19656,2.00882,-0.0889931,1.93846,2.01064,140.221,3.31901,3.25844,65.5758,3.2843,3.27076,-0.0889931,3.31019,3.25647,140.221,3.44724,3.40157,65.5758,3.4456,3.40836,-0.0889931,3.43738,3.40275,140.221,-1.31677,-1.31677,65.5758,-1.31677,-1.31677,-0.0889931,-1.31677,-1.31677,All
141.238,1.91571,1.86174,65.899,1.87846,1.91298,-0.0818272,1.9011,1.83853,141.238,1.99522,2.00162,65.899,2.21097,2.0098,-0.0818272,1.94723,2.0092,141.238,3.31853,3.25838,65.899,3.28665,3.27192,-0.0818272,3.31164,3.25667,141.238,3.44781,3.40102,65.899,3.4472,3.40917,-0.0818272,3.43907,3.40238,141.238,-1.31677,-1.31677,65.899,-1.31677,-1.31677,-0.0818272,-1.31677,-1.31677,All
142.256,1.91632,1.86591,66.2222,1.87814,1.91638,-0.0746613,1.90257,1.84301,142.256,2.00313,2.00032,66.2222,2.22538,2.01078,-0.0746613,1.95601,2.00776,142.256,3.31804,3.25832,66.2222,3.28899,3.27307,-0.0746613,3.31309,3.25688,142.256,3.44838,3.40047,66.2222,3.44881,3.40999,-0.0746613,3.44076,3.40201,142.256,-1.31677,-1.31677,66.2222,-1.31677,-1.31677,-0.0746613,-1.31677,-1.31677,All
143.273,1.91693,1.87008,66.5455,1.87781,1.91978,-0.0674954,1.90368,1.84748,143.273,2.01104,1.99903,66.5455,2.23979,2.01176,-0.0674954,1.96528,2.00633,143.273,3.31756,3.25827,66.5455,3.29133,3.27423,-0.0674954,3.31429,3.25708,143.273,3.44895,3.39991,66.5455,3.45041,3.4108,-0.0674954,3.44231,3.40164,143.273,-1.31677,-1.31677,66.5455,-1.31677,-1.31677,-0.0674954,-1.31677,-1.31677,All
144.29,1.91722,1.87425,66.8687,1.87749,1.92318,-0.0603295,1.90397,1.85196,144.29,2.01858,1.99774,66.8687,2.2542,2.01273,-0.0603295,1.97566,2.00489,144.29,3.31655,3.25821,66.8687,3.29367,3.27538,-0.0603295,3.31494,3.25728,144.29,3.44905,3.39936,66.8687,3.45202,3.41161,-0.0603295,3.44353,3.40127,144.29,-1.31677,-1.31677,66.8687,-1.31677,-1.31677,-0.0603295,-1.31677,-1.31677,All
145.307,1.91716,1.87842,67.1919,1.87963,1.92658,-0.0531636,1.90426,1.85643,145.307,2.02572,1.99644,67.1919,2.25789,2.01371,-0.0531636,1.98603,2.00345,145.307,3.31497,3.25815,67.1919,3.29513,3.27654,-0.0531636,3.31558,3.25749,145.307,3.44863,3.3988,67.1919,3.45236,3.41242,-0.0531636,3.44476,3.4009,145.307,-1.31677,-1.31677,67.1919,-1.31677,-1.31677,-0.0531636,-1.31677,-1.31677,All
146.324,1.91711,1.8826,67.5152,1.88345,1.92998,-0.0459977,1.90455,1.86091,146.324,2.03286,1.99515,67.5152,2.25424,2.01469,-0.0459977,1.99641,2.00201,146.324,3.3134,3.25809,67.5152,3.296,3.2777,-0.0459977,3.31623,3.25769,146.324,3.44821,3.39825,67.5152,3.45183,3.41323,-0.0459977,3.44598,3.40053,146.324,-1.31677,-1.31677,67.5152,-1.31677,-1.31677,-0.0459977,-1.31677,-1.31677,All
147.341,1.91705,1.88677,67.8384,1.88726,1.93338,-0.0388318,1.90484,1.86538,147.341,2.04,1.99386,67.8384,2.25059,2.01567,-0.0388318,2.00679,2.00057,147.341,3.31182,3.25803,67.8384,3.29687,3.27885,-0.0388318,3.31687,3.2579,147.341,3.44779,3.39769,67.8384,3.45131,3.41404,-0.0388318,3.4472,3.40017,147.341,-1.31677,-1.31677,67.8384,-1.31677,-1.31677,-0.0388318,-1.31677,-1.31677,All
148.359,1.91699,1.89094,68.1616,1.89108,1.93678,-0.0316658,1.90513,1.86986,148.359,2.04714,1.99256,68.1616,2.24693,2.01665,-0.0316658,2.01717,1.99913,148.359,3.31025,3.25797,68.1616,3.29774,3.28001,-0.0316658,3.31752,3.2581,148.359,3.44737,3.39714,68.1616,3.45078,3.41486,-0.0316658,3.44843,3.3998,148.359,-1.31677,-1.31677,68.1616,-1.31677,-1.31677,-0.0316658,-1.31677,-1.31677,All
