Cl_pop,0.18678,0.30841,0.018089,2.8406e-9,0.0058181,-0.049229,-0.00085285,nan,1.7152e-10,-0.00077248,-0.00048091,0.00026878
beta_Cl_logtCLCRMLMIN,0.30841,2.7823,-0.080435,-4.1512e-8,-0.035655,-0.44842,-0.0042486,nan,2.6052e-9,-0.00061789,-0.0028586,0.001107
V1_pop,0.018089,-0.080435,3.9259,1.9398e-7,1.5177,0.013173,-0.009909,nan,-3.8268e-9,-0.019441,-0.0024454,0.0029338
Q_pop,2.8406e-9,-4.1512e-8,1.9398e-7,1.6053e-13,8.6063e-8,6.4138e-9,-5.6867e-9,nan,-5.7546e-15,-1.2573e-8,-5.7879e-10,1.3434e-9
V2_pop,0.0058181,-0.035655,1.5177,8.6063e-8,0.62963,0.0060207,-0.0053327,nan,-4.6483e-9,-0.0084963,-0.00071091,0.001048
omega_Cl,-0.049229,-0.44842,0.013173,6.4138e-9,0.0060207,0.07518,0.00070759,nan,-4.3508e-10,0.00013475,0.00050206,-0.00019773
omega_V1,-0.00085285,-0.0042486,-0.009909,-5.6867e-9,-0.0053327,0.00070759,0.0044801,nan,2.2153e-10,0.0032065,4.8598e-5,-0.00011087
corr_V2_V1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_Q,1.7152e-10,2.6052e-9,-3.8268e-9,-5.7546e-15,-4.6483e-9,-4.3508e-10,2.2153e-10,nan,7.3036e-16,4.7077e-10,-2.0734e-11,-2.3177e-11
omega_V2,-0.00077248,-0.00061789,-0.019441,-1.2573e-8,-0.0084963,0.00013475,0.0032065,nan,4.7077e-10,0.0029681,6.3161e-5,-0.00014977
a1,-0.00048091,-0.0028586,-0.0024454,-5.7879e-10,-0.00071091,0.00050206,4.8598e-5,nan,-2.0734e-11,6.3161e-5,0.00053837,-4.2627e-5
a2,0.00026878,0.001107,0.0029338,1.3434e-9,0.001048,-0.00019773,-0.00011087,nan,-2.3177e-11,-0.00014977,-4.2627e-5,8.6505e-5
