Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.12027,0.0598422,0.0313466,-0.436246,-0.163119,-0.183005,-0.526904,-0.176269,-0.159291,-4.28625e-13,0.171109,0.171109,-0.369798,-0.166763,-0.00731312,-0.436246,-0.254177,-0.257592,-0.526904,-0.156774,-0.246306,-4.28625e-13,0.537533,0.537533,-0.369798,-0.211027,-0.220479,-1.12027,-0.037962,-0.0675698,-0.526904,-0.409708,-0.416534,-4.28625e-13,0.134028,0.134028,-0.369798,-0.242558,-0.24027,-1.12027,-0.045624,-0.0816847,-0.436246,-0.528796,-0.522536,-4.28625e-13,0.153582,0.153582,-0.369798,2.5389e-13,2.08425e-13,-1.12027,2.18568e-13,2.79055e-13,-0.436246,1.23548e-13,1.27384e-13,-0.526904,9.9291e-14,1.22556e-13
-1.10128,0.0543699,0.0307758,-0.425358,-0.170037,-0.178628,-0.51427,-0.176101,-0.155602,-4.19424e-13,0.167774,0.167774,-0.362181,-0.175099,-0.00895179,-0.425358,-0.223839,-0.253516,-0.51427,-0.149866,-0.242622,-4.19424e-13,0.525343,0.525343,-0.362181,-0.209878,-0.215536,-1.10128,-0.0434981,-0.0659667,-0.51427,-0.399506,-0.40645,-4.19424e-13,0.131796,0.131796,-0.362181,-0.246692,-0.234922,-1.10128,-0.0545106,-0.0798241,-0.425358,-0.51549,-0.50959,-4.19424e-13,0.150965,0.150965,-0.362181,2.52816e-13,2.05015e-13,-1.10128,2.20365e-13,2.74713e-13,-0.425358,1.17442e-13,1.25362e-13,-0.51427,9.93319e-14,1.20711e-13
-1.08229,0.0488976,0.030205,-0.414471,-0.176955,-0.174251,-0.501637,-0.175932,-0.151913,-4.10222e-13,0.16444,0.16444,-0.354564,-0.179883,-0.0105905,-0.414471,-0.193501,-0.249441,-0.501637,-0.142957,-0.238937,-4.10222e-13,0.513152,0.513152,-0.354564,-0.207947,-0.210593,-1.08229,-0.0490342,-0.0643636,-0.501637,-0.389303,-0.396366,-4.10222e-13,0.129563,0.129563,-0.354564,-0.248555,-0.229574,-1.08229,-0.0633972,-0.0779636,-0.414471,-0.502184,-0.496644,-4.10222e-13,0.148349,0.148349,-0.354564,2.50628e-13,2.01604e-13,-1.08229,2.22161e-13,2.7037e-13,-0.414471,1.11336e-13,1.2334e-13,-0.501637,9.93729e-14,1.18865e-13
-1.0633,0.0434253,0.0296342,-0.403583,-0.183873,-0.169874,-0.489004,-0.175764,-0.148224,-4.01021e-13,0.161105,0.161105,-0.346947,-0.176513,-0.0122291,-0.403583,-0.163164,-0.245365,-0.489004,-0.136049,-0.235253,-4.01021e-13,0.500962,0.500962,-0.346947,-0.204223,-0.20565,-1.0633,-0.0545702,-0.0627605,-0.489004,-0.379101,-0.386282,-4.01021e-13,0.127331,0.127331,-0.346947,-0.2452,-0.224226,-1.0633,-0.0722838,-0.0761031,-0.403583,-0.488878,-0.483699,-4.01021e-13,0.145733,0.145733,-0.346947,2.45883e-13,1.98193e-13,-1.0633,2.23958e-13,2.66027e-13,-0.403583,1.0523e-13,1.21318e-13,-0.489004,9.94138e-14,1.1702e-13
-1.04431,0.0379529,0.0290634,-0.392696,-0.19079,-0.165497,-0.476371,-0.175596,-0.144535,-3.9182e-13,0.15777,0.15777,-0.339329,-0.173142,-0.0138678,-0.392696,-0.132826,-0.24129,-0.476371,-0.129141,-0.231568,-3.9182e-13,0.488772,0.488772,-0.339329,-0.200499,-0.200708,-1.04431,-0.0601063,-0.0611574,-0.476371,-0.368899,-0.376198,-3.9182e-13,0.125099,0.125099,-0.339329,-0.241845,-0.218878,-1.04431,-0.0811704,-0.0742425,-0.392696,-0.475573,-0.470753,-3.9182e-13,0.143117,0.143117,-0.339329,2.41138e-13,1.94783e-13,-1.04431,2.25755e-13,2.61684e-13,-0.392696,9.91242e-14,1.19297e-13,-0.476371,9.94548e-14,1.15174e-13
-1.02533,0.0324806,0.0284927,-0.381808,-0.197708,-0.16112,-0.463738,-0.175427,-0.140846,-3.82618e-13,0.154435,0.154435,-0.331712,-0.169772,-0.0155065,-0.381808,-0.102488,-0.237214,-0.463738,-0.122232,-0.227884,-3.82618e-13,0.476581,0.476581,-0.331712,-0.196775,-0.195765,-1.02533,-0.0656423,-0.0595543,-0.463738,-0.358697,-0.366114,-3.82618e-13,0.122866,0.122866,-0.331712,-0.238489,-0.21353,-1.02533,-0.090057,-0.072382,-0.381808,-0.462267,-0.457808,-3.82618e-13,0.140501,0.140501,-0.331712,2.36394e-13,1.91372e-13,-1.02533,2.27551e-13,2.57342e-13,-0.381808,9.30181e-14,1.17275e-13,-0.463738,9.94957e-14,1.13328e-13
-1.00634,0.0270083,0.0279219,-0.370921,-0.204626,-0.156743,-0.451105,-0.175259,-0.137157,-3.73417e-13,0.151101,0.151101,-0.324095,-0.166402,-0.0171452,-0.370921,-0.0721508,-0.233139,-0.451105,-0.115324,-0.224199,-3.73417e-13,0.464391,0.464391,-0.324095,-0.193051,-0.190822,-1.00634,-0.0711784,-0.0579512,-0.451105,-0.348495,-0.356029,-3.73417e-13,0.120634,0.120634,-0.324095,-0.235134,-0.208182,-1.00634,-0.0989435,-0.0705214,-0.370921,-0.448961,-0.444862,-3.73417e-13,0.137884,0.137884,-0.324095,2.31649e-13,1.87962e-13,-1.00634,2.29348e-13,2.52999e-13,-0.370921,8.69121e-14,1.15253e-13,-0.451105,9.95367e-14,1.11483e-13
-0.987349,0.0215359,0.0273511,-0.360033,-0.208057,-0.152366,-0.438471,-0.175091,-0.133468,-3.64215e-13,0.147766,0.147766,-0.316478,-0.163031,-0.0187838,-0.360033,-0.0508027,-0.229063,-0.438471,-0.108416,-0.220515,-3.64215e-13,0.4522,0.4522,-0.316478,-0.189327,-0.185879,-0.987349,-0.0767145,-0.0563481,-0.438471,-0.338293,-0.345945,-3.64215e-13,0.118401,0.118401,-0.316478,-0.231779,-0.202833,-0.987349,-0.10783,-0.0686609,-0.360033,-0.435666,-0.431916,-3.64215e-13,0.135268,0.135268,-0.316478,2.26904e-13,1.84551e-13,-0.987349,2.31145e-13,2.48656e-13,-0.360033,8.22628e-14,1.13231e-13,-0.438471,9.95776e-14,1.09637e-13
-0.968361,0.0160636,0.0267803,-0.349146,-0.20709,-0.147989,-0.425838,-0.174922,-0.129778,-3.55014e-13,0.144431,0.144431,-0.308861,-0.159661,-0.0204225,-0.349146,-0.0407954,-0.224988,-0.425838,-0.101507,-0.21683,-3.55014e-13,0.44001,0.44001,-0.308861,-0.185603,-0.180936,-0.968361,-0.0822505,-0.054745,-0.425838,-0.328091,-0.335861,-3.55014e-13,0.116169,0.116169,-0.308861,-0.228424,-0.197485,-0.968361,-0.116717,-0.0668004,-0.349146,-0.422385,-0.418971,-3.55014e-13,0.132652,0.132652,-0.308861,2.22159e-13,1.8114e-13,-0.968361,2.32941e-13,2.44313e-13,-0.349146,7.94514e-14,1.11209e-13,-0.425838,9.96185e-14,1.07791e-13
-0.949373,0.0105913,0.0262095,-0.338258,-0.206123,-0.143612,-0.413205,-0.174754,-0.126089,-3.45813e-13,0.141096,0.141096,-0.301244,-0.156291,-0.0220612,-0.338258,-0.0307881,-0.220912,-0.413205,-0.094599,-0.213146,-3.45813e-13,0.427819,0.427819,-0.301244,-0.181879,-0.175993,-0.949373,-0.0877866,-0.0531419,-0.413205,-0.317889,-0.325777,-3.45813e-13,0.113936,0.113936,-0.301244,-0.225069,-0.192137,-0.949373,-0.125603,-0.0649398,-0.338258,-0.409105,-0.406025,-3.45813e-13,0.130036,0.130036,-0.301244,2.17414e-13,1.7773e-13,-0.949373,2.34738e-13,2.3997e-13,-0.338258,7.66399e-14,1.09188e-13,-0.413205,9.96595e-14,1.05946e-13
-0.930385,0.00511892,0.0256387,-0.327371,-0.205156,-0.139235,-0.400572,-0.174586,-0.1224,-3.36611e-13,0.137761,0.137761,-0.293626,-0.15292,-0.0236998,-0.327371,-0.0207808,-0.216837,-0.400572,-0.0876906,-0.209461,-3.36611e-13,0.415629,0.415629,-0.293626,-0.178155,-0.17105,-0.930385,-0.0933226,-0.0515388,-0.400572,-0.307687,-0.315693,-3.36611e-13,0.111704,0.111704,-0.293626,-0.221714,-0.186789,-0.930385,-0.13449,-0.0630793,-0.327371,-0.395824,-0.39308,-3.36611e-13,0.12742,0.12742,-0.293626,2.12669e-13,1.74319e-13,-0.930385,2.36534e-13,2.35628e-13,-0.327371,7.38285e-14,1.07166e-13,-0.400572,9.97004e-14,1.041e-13
-0.911397,-0.000353412,0.025068,-0.316483,-0.204188,-0.134858,-0.387939,-0.174418,-0.118711,-3.2741e-13,0.134427,0.134427,-0.286009,-0.14955,-0.0253385,-0.316483,-0.0107734,-0.212761,-0.387939,-0.0807823,-0.205777,-3.2741e-13,0.403438,0.403438,-0.286009,-0.174431,-0.166107,-0.911397,-0.0988587,-0.0499357,-0.387939,-0.297485,-0.305609,-3.2741e-13,0.109472,0.109472,-0.286009,-0.218359,-0.181441,-0.911397,-0.143376,-0.0612188,-0.316483,-0.382543,-0.380134,-3.2741e-13,0.124804,0.124804,-0.286009,2.07924e-13,1.70908e-13,-0.911397,2.38331e-13,2.31285e-13,-0.316483,7.10171e-14,1.05144e-13,-0.387939,9.97414e-14,1.02254e-13
-0.892409,-0.00582574,0.0244972,-0.305596,-0.203221,-0.130481,-0.375305,-0.174249,-0.115022,-3.18208e-13,0.131092,0.131092,-0.278392,-0.14618,-0.0269772,-0.305596,-0.000766129,-0.208686,-0.375305,-0.073874,-0.202093,-3.18208e-13,0.391248,0.391248,-0.278392,-0.170707,-0.161164,-0.892409,-0.104395,-0.0483326,-0.375305,-0.287283,-0.295525,-3.18208e-13,0.107239,0.107239,-0.278392,-0.215004,-0.176093,-0.892409,-0.152263,-0.0593582,-0.305596,-0.369263,-0.367188,-3.18208e-13,0.122187,0.122187,-0.278392,2.0318e-13,1.67498e-13,-0.892409,2.40128e-13,2.26942e-13,-0.305596,6.82056e-14,1.03122e-13,-0.375305,9.97823e-14,1.00409e-13
-0.873421,-0.0112981,0.0239264,-0.294708,-0.202254,-0.126104,-0.362672,-0.174081,-0.111333,-3.09007e-13,0.127757,0.127757,-0.270775,-0.142809,-0.0286159,-0.294708,0.00924118,-0.20461,-0.362672,-0.0669656,-0.198408,-3.09007e-13,0.379057,0.379057,-0.270775,-0.166983,-0.156222,-0.873421,-0.109931,-0.0467295,-0.362672,-0.27708,-0.285441,-3.09007e-13,0.105007,0.105007,-0.270775,-0.211649,-0.170745,-0.873421,-0.16115,-0.0574977,-0.294708,-0.355982,-0.354243,-3.09007e-13,0.119571,0.119571,-0.270775,1.98435e-13,1.64087e-13,-0.873421,2.41924e-13,2.22599e-13,-0.294708,6.53942e-14,1.011e-13,-0.362672,9.98233e-14,9.85631e-14
-0.854433,-0.0167704,0.0233556,-0.283821,-0.201287,-0.121727,-0.350039,-0.173913,-0.107644,-2.99806e-13,0.124422,0.124422,-0.263158,-0.139439,-0.0302545,-0.283821,0.0192485,-0.200535,-0.350039,-0.0600573,-0.194724,-2.99806e-13,0.366867,0.366867,-0.263158,-0.163259,-0.151279,-0.854433,-0.115467,-0.0451264,-0.350039,-0.266878,-0.275357,-2.99806e-13,0.102774,0.102774,-0.263158,-0.208294,-0.165397,-0.854433,-0.170036,-0.0556371,-0.283821,-0.342702,-0.341297,-2.99806e-13,0.116955,0.116955,-0.263158,1.9369e-13,1.60677e-13,-0.854433,2.43721e-13,2.18257e-13,-0.283821,6.25827e-14,9.90785e-14,-0.350039,9.98642e-14,9.67174e-14
-0.835445,-0.0207312,0.0227848,-0.272933,-0.200319,-0.11735,-0.337406,-0.173744,-0.103955,-2.90604e-13,0.121088,0.121088,-0.25554,-0.136069,-0.0318932,-0.272933,0.0292558,-0.196459,-0.337406,-0.053149,-0.191039,-2.90604e-13,0.354676,0.354676,-0.25554,-0.159535,-0.146336,-0.835445,-0.118574,-0.0435233,-0.337406,-0.256676,-0.265272,-2.90604e-13,0.100542,0.100542,-0.25554,-0.204939,-0.160049,-0.835445,-0.175103,-0.0537766,-0.272933,-0.329421,-0.328352,-2.90604e-13,0.114339,0.114339,-0.25554,1.88945e-13,1.57266e-13,-0.835445,2.44098e-13,2.13914e-13,-0.272933,5.97713e-14,9.70567e-14,-0.337406,9.99051e-14,9.48718e-14
-0.816457,-0.0204959,0.0222141,-0.262046,-0.199352,-0.112973,-0.324773,-0.173576,-0.100266,-2.81403e-13,0.117753,0.117753,-0.247923,-0.132699,-0.0335319,-0.262046,0.0392631,-0.192384,-0.324773,-0.0462406,-0.187355,-2.81403e-13,0.342486,0.342486,-0.247923,-0.155811,-0.141393,-0.816457,-0.114938,-0.0419202,-0.324773,-0.246474,-0.255188,-2.81403e-13,0.0983096,0.0983096,-0.247923,-0.201584,-0.154701,-0.816457,-0.169569,-0.0519161,-0.262046,-0.31614,-0.315406,-2.81403e-13,0.111723,0.111723,-0.247923,1.842e-13,1.53855e-13,-0.816457,2.40535e-13,2.09571e-13,-0.262046,5.69599e-14,9.50349e-14,-0.324773,9.99461e-14,9.30261e-14
-0.797469,-0.0202605,0.0216433,-0.251158,-0.195384,-0.108596,-0.31214,-0.173408,-0.0965773,-2.72201e-13,0.114418,0.114418,-0.240306,-0.129328,-0.0351705,-0.251158,0.0418656,-0.188308,-0.31214,-0.0393323,-0.18367,-2.72201e-13,0.330295,0.330295,-0.240306,-0.152087,-0.13645,-0.797469,-0.111302,-0.0403171,-0.31214,-0.236272,-0.245104,-2.72201e-13,0.0960772,0.0960772,-0.240306,-0.198229,-0.149353,-0.797469,-0.164034,-0.0500555,-0.251158,-0.302907,-0.30246,-2.72201e-13,0.109106,0.109106,-0.240306,1.79455e-13,1.50445e-13,-0.797469,2.36972e-13,2.05228e-13,-0.251158,5.53284e-14,9.30131e-14,-0.31214,9.9987e-14,9.11805e-14
-0.778481,-0.0200252,0.0210725,-0.240271,-0.190095,-0.104219,-0.299506,-0.173239,-0.0928883,-2.63e-13,0.111083,0.111083,-0.232689,-0.125958,-0.0368092,-0.240271,0.0412073,-0.184233,-0.299506,-0.032424,-0.179986,-2.63e-13,0.318105,0.318105,-0.232689,-0.148363,-0.131507,-0.778481,-0.107666,-0.038714,-0.299506,-0.22607,-0.23502,-2.63e-13,0.0938447,0.0938447,-0.232689,-0.194874,-0.144005,-0.778481,-0.158499,-0.048195,-0.240271,-0.289695,-0.289515,-2.63e-13,0.10649,0.10649,-0.232689,1.74711e-13,1.47034e-13,-0.778481,2.3341e-13,2.00886e-13,-0.240271,5.42166e-14,9.09913e-14,-0.299506,1.00028e-13,8.93348e-14
-0.759493,-0.0197899,0.0205017,-0.229383,-0.184805,-0.099842,-0.286873,-0.173071,-0.0891993,-2.53799e-13,0.107749,0.107749,-0.225072,-0.122588,-0.0384479,-0.229383,0.040549,-0.180157,-0.286873,-0.0255156,-0.176301,-2.53799e-13,0.305914,0.305914,-0.225072,-0.144639,-0.126564,-0.759493,-0.104031,-0.0371109,-0.286873,-0.215868,-0.224936,-2.53799e-13,0.0916123,0.0916123,-0.225072,-0.191519,-0.138657,-0.759493,-0.152965,-0.0463345,-0.229383,-0.276482,-0.276569,-2.53799e-13,0.103874,0.103874,-0.225072,1.69966e-13,1.43624e-13,-0.759493,2.29847e-13,1.96543e-13,-0.229383,5.31048e-14,8.89695e-14,-0.286873,1.00069e-13,8.74892e-14
-0.740505,-0.0195546,0.0199309,-0.218496,-0.179515,-0.0954649,-0.27424,-0.172903,-0.0855103,-2.44597e-13,0.104414,0.104414,-0.217454,-0.119217,-0.0400866,-0.218496,0.0398907,-0.176082,-0.27424,-0.0186073,-0.172617,-2.44597e-13,0.293724,0.293724,-0.217454,-0.140915,-0.121621,-0.740505,-0.100395,-0.0355078,-0.27424,-0.205666,-0.214852,-2.44597e-13,0.0893799,0.0893799,-0.217454,-0.188164,-0.133309,-0.740505,-0.14743,-0.0444739,-0.218496,-0.26327,-0.263624,-2.44597e-13,0.101258,0.101258,-0.217454,1.65221e-13,1.40213e-13,-0.740505,2.26284e-13,1.922e-13,-0.218496,5.1993e-14,8.69477e-14,-0.27424,1.0011e-13,8.56436e-14
-0.721517,-0.0193193,0.0193601,-0.207609,-0.174226,-0.0910879,-0.261607,-0.172734,-0.0818213,-2.35396e-13,0.101079,0.101079,-0.209837,-0.115847,-0.0417252,-0.207609,0.0392324,-0.172006,-0.261607,-0.011699,-0.168932,-2.35396e-13,0.281533,0.281533,-0.209837,-0.137191,-0.116678,-0.721517,-0.0967591,-0.0339046,-0.261607,-0.195464,-0.204768,-2.35396e-13,0.0871475,0.0871475,-0.209837,-0.184809,-0.127961,-0.721517,-0.141895,-0.0426134,-0.207609,-0.250057,-0.250678,-2.35396e-13,0.0986418,0.0986418,-0.209837,1.60476e-13,1.36802e-13,-0.721517,2.22721e-13,1.87857e-13,-0.207609,5.08812e-14,8.49259e-14,-0.261607,1.00151e-13,8.37979e-14
