Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.31015,0.114566,0.0370544,-0.54512,-0.0939415,-0.226776,-0.653235,-0.0635047,-0.196181,-5.20639e-13,0.204457,0.204457,-0.44597,-0.0834079,0.0090736,-0.54512,-0.557553,-0.298347,-0.653235,-0.431949,-0.283151,-5.20639e-13,0.659438,0.659438,-0.44597,-0.222518,-0.269908,-1.31015,0.0173985,-0.0836009,-0.653235,-0.524131,-0.517375,-5.20639e-13,0.156352,0.156352,-0.44597,-0.201215,-0.293751,-1.31015,0.0432418,-0.10029,-0.54512,-0.661856,-0.651992,-5.20639e-13,0.179743,0.179743,-0.44597,2.64628e-13,2.42531e-13,-1.31015,2.00602e-13,3.22483e-13,-0.54512,1.84609e-13,1.47602e-13,-0.653235,8.18636e-14,1.41013e-13
-1.29116,0.109093,0.0364836,-0.534233,-0.100859,-0.222399,-0.640602,-0.0751594,-0.192492,-5.11438e-13,0.201122,0.201122,-0.438353,-0.0917434,0.00743493,-0.534233,-0.527216,-0.294271,-0.640602,-0.403751,-0.279466,-5.11438e-13,0.647248,0.647248,-0.438353,-0.221369,-0.264965,-1.29116,0.0118625,-0.0819978,-0.640602,-0.512648,-0.507291,-5.11438e-13,0.15412,0.15412,-0.438353,-0.205349,-0.288403,-1.29116,0.0343552,-0.0984295,-0.534233,-0.64855,-0.639046,-5.11438e-13,0.177127,0.177127,-0.438353,2.63554e-13,2.39121e-13,-1.29116,2.02398e-13,3.1814e-13,-0.534233,1.78503e-13,1.4558e-13,-0.640602,8.36626e-14,1.39167e-13
-1.27217,0.103621,0.0359128,-0.523345,-0.107777,-0.218022,-0.627969,-0.0868141,-0.188803,-5.02236e-13,0.197787,0.197787,-0.430736,-0.100079,0.00579625,-0.523345,-0.496878,-0.290196,-0.627969,-0.375552,-0.275782,-5.02236e-13,0.635057,0.635057,-0.430736,-0.22022,-0.260022,-1.27217,0.00632642,-0.0803947,-0.627969,-0.501164,-0.497207,-5.02236e-13,0.151888,0.151888,-0.430736,-0.209483,-0.283054,-1.27217,0.0254687,-0.096569,-0.523345,-0.635244,-0.6261,-5.02236e-13,0.174511,0.174511,-0.430736,2.62481e-13,2.3571e-13,-1.27217,2.04195e-13,3.13797e-13,-0.523345,1.72397e-13,1.43558e-13,-0.627969,8.54616e-14,1.37322e-13
-1.25318,0.0981486,0.0353421,-0.512458,-0.114695,-0.213645,-0.615336,-0.0984687,-0.185114,-4.93035e-13,0.194453,0.194453,-0.423119,-0.108414,0.00415758,-0.512458,-0.46654,-0.28612,-0.615336,-0.347353,-0.272097,-4.93035e-13,0.622867,0.622867,-0.423119,-0.219071,-0.255079,-1.25318,0.000790365,-0.0787916,-0.615336,-0.489681,-0.487123,-4.93035e-13,0.149655,0.149655,-0.423119,-0.213618,-0.277706,-1.25318,0.0165821,-0.0947084,-0.512458,-0.621938,-0.613155,-4.93035e-13,0.171895,0.171895,-0.423119,2.61407e-13,2.323e-13,-1.25318,2.05992e-13,3.09455e-13,-0.512458,1.66291e-13,1.41537e-13,-0.615336,8.72606e-14,1.35476e-13
-1.23419,0.0926762,0.0347713,-0.50157,-0.121613,-0.209268,-0.602703,-0.110123,-0.181425,-4.83834e-13,0.191118,0.191118,-0.415501,-0.11675,0.00251891,-0.50157,-0.436203,-0.282045,-0.602703,-0.319155,-0.268413,-4.83834e-13,0.610676,0.610676,-0.415501,-0.217922,-0.250136,-1.23419,-0.00474569,-0.0771885,-0.602703,-0.478198,-0.477039,-4.83834e-13,0.147423,0.147423,-0.415501,-0.217752,-0.272358,-1.23419,0.00769549,-0.0928479,-0.50157,-0.608632,-0.600209,-4.83834e-13,0.169279,0.169279,-0.415501,2.60333e-13,2.28889e-13,-1.23419,2.07788e-13,3.05112e-13,-0.50157,1.60185e-13,1.39515e-13,-0.602703,8.90595e-14,1.3363e-13
-1.21521,0.0872039,0.0342005,-0.490683,-0.12853,-0.204891,-0.590069,-0.121778,-0.177736,-4.74632e-13,0.187783,0.187783,-0.407884,-0.125085,0.000880239,-0.490683,-0.405865,-0.277969,-0.590069,-0.290956,-0.264728,-4.74632e-13,0.598486,0.598486,-0.407884,-0.216773,-0.245194,-1.21521,-0.0102818,-0.0755854,-0.590069,-0.466714,-0.466955,-4.74632e-13,0.14519,0.14519,-0.407884,-0.221886,-0.26701,-1.21521,-0.00119109,-0.0909873,-0.490683,-0.595326,-0.587264,-4.74632e-13,0.166662,0.166662,-0.407884,2.59259e-13,2.25478e-13,-1.21521,2.09585e-13,3.00769e-13,-0.490683,1.54079e-13,1.37493e-13,-0.590069,9.08585e-14,1.31785e-13
-1.19622,0.0817316,0.0336297,-0.479795,-0.135448,-0.200514,-0.577436,-0.133433,-0.174047,-4.65431e-13,0.184448,0.184448,-0.400267,-0.133421,-0.000758433,-0.479795,-0.375527,-0.273894,-0.577436,-0.262757,-0.261044,-4.65431e-13,0.586295,0.586295,-0.400267,-0.215623,-0.240251,-1.19622,-0.0158178,-0.0739823,-0.577436,-0.455231,-0.456871,-4.65431e-13,0.142958,0.142958,-0.400267,-0.226021,-0.261662,-1.19622,-0.0100777,-0.0891268,-0.479795,-0.58202,-0.574318,-4.65431e-13,0.164046,0.164046,-0.400267,2.58185e-13,2.22068e-13,-1.19622,2.11382e-13,2.96426e-13,-0.479795,1.47973e-13,1.35471e-13,-0.577436,9.26575e-14,1.29939e-13
-1.17723,0.0762592,0.0330589,-0.468908,-0.142366,-0.196137,-0.564803,-0.145087,-0.170358,-4.56229e-13,0.181113,0.181113,-0.39265,-0.141757,-0.00239711,-0.468908,-0.34519,-0.269818,-0.564803,-0.234559,-0.257359,-4.56229e-13,0.574105,0.574105,-0.39265,-0.214474,-0.235308,-1.17723,-0.0213539,-0.0723792,-0.564803,-0.443748,-0.446786,-4.56229e-13,0.140725,0.140725,-0.39265,-0.230155,-0.256314,-1.17723,-0.0189643,-0.0872663,-0.468908,-0.568714,-0.561372,-4.56229e-13,0.16143,0.16143,-0.39265,2.57111e-13,2.18657e-13,-1.17723,2.13178e-13,2.92084e-13,-0.468908,1.41866e-13,1.33449e-13,-0.564803,9.44565e-14,1.28093e-13
-1.15824,0.0707869,0.0324881,-0.45802,-0.149284,-0.19176,-0.55217,-0.156742,-0.166669,-4.47028e-13,0.177779,0.177779,-0.385033,-0.150092,-0.00403578,-0.45802,-0.314852,-0.265743,-0.55217,-0.20636,-0.253675,-4.47028e-13,0.561914,0.561914,-0.385033,-0.213325,-0.230365,-1.15824,-0.0268899,-0.0707761,-0.55217,-0.432264,-0.436702,-4.47028e-13,0.138493,0.138493,-0.385033,-0.234289,-0.250966,-1.15824,-0.0278509,-0.0854057,-0.45802,-0.555408,-0.548427,-4.47028e-13,0.158814,0.158814,-0.385033,2.56037e-13,2.15246e-13,-1.15824,2.14975e-13,2.87741e-13,-0.45802,1.3576e-13,1.31427e-13,-0.55217,9.62555e-14,1.26248e-13
-1.13925,0.0653146,0.0319174,-0.447133,-0.156202,-0.187382,-0.539537,-0.168397,-0.16298,-4.37827e-13,0.174444,0.174444,-0.377415,-0.158428,-0.00567445,-0.447133,-0.284514,-0.261667,-0.539537,-0.178161,-0.24999,-4.37827e-13,0.549724,0.549724,-0.377415,-0.212176,-0.225422,-1.13925,-0.032426,-0.069173,-0.539537,-0.420781,-0.426618,-4.37827e-13,0.136261,0.136261,-0.377415,-0.238424,-0.245618,-1.13925,-0.0367374,-0.0835452,-0.447133,-0.542102,-0.535481,-4.37827e-13,0.156198,0.156198,-0.377415,2.54963e-13,2.11836e-13,-1.13925,2.16771e-13,2.83398e-13,-0.447133,1.29654e-13,1.29406e-13,-0.539537,9.80545e-14,1.24402e-13
