iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1511.3,1,7.8892,6.10874,10.2532,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1493.47,1,4.66884,10.9438,19.9053,37.0803,0.974679,0.974679,0.138735,0.998761,1.46202,1.46202,1.46202,1.16962
3,1492.84,1,4.62919,9.07493,20.4803,38.4745,0.95,0.95,0.429375,0.998761,1.425,1.44806,1.425,1.14
4,1479.22,1,4.11564,12.7841,20.5645,38.9971,0.925945,0.925945,0.554831,0.998761,1.38892,1.4114,1.38892,1.11113
5,1463.57,1,3.87121,9.96142,23.5122,43.2678,0.9025,0.9025,0.640827,0.998761,1.35375,1.37566,1.35375,1.083
6,1455.69,1,3.97689,10.0394,30.8905,53.8678,0.879648,0.879648,1.0133,0.998761,1.31947,1.45459,1.31947,1.05558
7,1450.32,1,4.29003,11.3352,32.6144,56.2759,0.857375,0.857375,1.02531,0.998761,1.28606,1.41776,1.28606,1.02885
8,1416.42,1,4.50428,11.1245,27.1705,48.2019,0.835666,0.835666,0.505868,0.998761,1.2535,1.38186,1.2535,1.0028
9,1415.59,1,4.63405,9.83575,30.9056,53.6701,0.814506,0.814506,0.441058,0.998761,1.22176,1.40187,1.22176,0.977407
10,1396.21,1,5.07287,10.5045,27.014,48.2886,0.793882,0.793882,0.273287,0.998761,1.19082,1.36638,1.19082,0.952659
11,1395.03,1,5.05248,10.4802,30.4826,52.7826,0.773781,0.773781,0.325768,0.998761,1.16067,1.34969,1.16067,0.928537
12,1372.47,1,5.13769,9.89007,24.5515,44.5747,0.754188,0.754188,0.408963,0.998761,1.13128,1.31552,1.13128,0.905026
13,1364.77,1,5.22936,16.0014,21.4961,39.6458,0.735092,0.735092,0.537337,0.998761,1.10264,1.28221,1.10264,0.88211
14,1353.24,1,4.84617,14.9943,20.5458,37.9312,0.716479,0.716479,0.476982,0.998761,1.07472,1.40186,1.07472,0.859775
