simulations,OFV
500,1042.16
1000,1041.95
1500,1041.71
2000,1041.8
2500,1041.88
3000,1041.93
3500,1041.8
4000,1041.53
4500,1041.67
5000,1041.75
5500,1041.82
6000,1041.81
6500,1041.82
7000,1042.03
7500,1042.14
8000,1042.14
8500,1042.27
9000,1042.13
9500,1042.1
10000,1042.06
10500,1042
11000,1042.08
11500,1042.07
12000,1042.07
12500,1042.08
13000,1042.11
13500,1042.16
14000,1042.18
14500,1042.12
15000,1042.17
15500,1042.21
16000,1042.24
16500,1042.18
17000,1042.1
17500,1042.1
18000,1042.04
18500,1042.1
19000,1042.09
19500,1042.07
20000,1042.05
20500,1042.01
21000,1041.89
21500,1041.85
22000,1041.86
22500,1041.84
23000,1041.8
23500,1041.81
24000,1041.76
24500,1041.78
25000,1041.79
25500,1041.8
26000,1041.78
26500,1041.78
27000,1041.76
27500,1041.72
28000,1041.74
28500,1041.73
29000,1041.75
29500,1041.77
30000,1041.77
