simulations,OFV
500,944.896
1000,946.311
1500,946.124
2000,947.162
2500,948.296
3000,947.051
3500,945.221
4000,941.593
4500,942
5000,942.445
5500,942.69
6000,942.982
6500,943.085
7000,943.321
7500,943.569
8000,943.762
8500,944.079
9000,943.837
9500,943.744
10000,943.654
10500,943.799
11000,944.034
11500,944.178
12000,944.141
12500,944.103
13000,943.875
13500,943.687
14000,943.832
14500,943.792
15000,943.876
15500,943.978
16000,944.036
16500,943.933
17000,944.029
17500,943.983
18000,943.868
18500,944.032
19000,943.565
19500,943.169
20000,942.935
20500,942.97
21000,942.751
21500,942.794
22000,942.882
22500,942.965
23000,942.909
23500,942.872
24000,942.879
24500,942.925
25000,942.979
25500,942.991
26000,943.035
26500,943.055
27000,943.039
27500,943.063
28000,943.101
28500,943.147
29000,943.233
29500,943.333
30000,943.307
