parameter,value,se_sa,rse_sa
Cl_pop,5.15672646035367,0.357095141683845,6.92484164962579
V1_pop,20.2856554733182,1.75648851445252,8.65877130153786
Q_pop,6.17953888441937,1.4381516701433,23.2727991043044
V2_pop,23.583812821499,3.4203988968846,14.5031633467111
omega_Cl,0.257533070840395,0.0502289984061741,19.503902253122
omega_V1,0.26797505391626,0.0678401194015342,25.3158338472557
omega_Q,0.68281683087026,0.173279994064747,25.3772294751287
omega_V2,0.298791257913906,0.132976081816495,44.5046761892917
a1,0.306194976202879,0.0232169187689922,7.58239702587711
a2,0.0605812251768693,0.00698828049121391,11.5353898354009
