parameter,value,se_sa,rse_sa
Cl_pop,5.74190246506345,1.47101196150845,25.618894964845
beta_Cl_CLCRMLMIN,0.00410066994441083,0.00173512103605708,42.3131112617837
V1_pop,39.9295573065981,3.42704363811768,8.58272384991199
Q_pop,13.2126498158473,3.17346369482949,24.0183743538198
V2_pop,47.2571841115555,4.96856014605396,10.5138726300855
omega_Cl,0.213136716390535,0.0412312875899867,19.3449952163276
omega_V1,0.277466458041181,0.0938120896548224,33.8102451435405
omega_Q,0.680949130648291,0.182593825937097,26.8146059255939
omega_V2,0.303046301936804,0.0896401369439195,29.5796834909448
corr_V2_V1,0.998859538431636,0.00608508286582495,0.60920305925891
a1,0.303921992135938,0.0229122977886824,7.53887457358934
a2,0.062246792035184,0.00662279443737984,10.6395755039656
