simulations, -2LL
1000,566.264
2000,565.769
3000,565.993
4000,565.94
5000,565.96
6000,565.858
7000,565.926
8000,565.946
9000,565.915
10000,565.874
11000,565.736
12000,565.821
13000,565.87
14000,565.883
15000,565.879
16000,565.93
17000,565.986
18000,565.994
19000,565.994
20000,565.946
21000,565.903
22000,565.933
23000,565.912
24000,565.895
25000,565.909
26000,565.955
27000,565.982
28000,565.986
29000,565.959
30000,565.948
