standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.9255,0.028138,-3.50556,0.00640476,-2.72922,0.00692619,-2.93477,0.0122187,All
-2.76755,0.131311,-3.27425,0.00640476,-2.51532,0.0138524,-2.69228,0.00610935,All
-2.60959,0.253242,-3.04294,0.00640476,-2.30143,0.0346309,-2.44978,0.00610935,All
-2.45164,0.0468967,-2.81163,0,-2.08753,0.0554095,-2.20729,0.0366561,All
-2.29369,0.00937934,-2.58032,0,-1.87364,0.0831142,-1.96479,0.0733122,All
-2.13574,0,-2.34901,0.025619,-1.65974,0.159302,-1.7223,0.0733122,All
-1.97779,0,-2.1177,0.0448333,-1.44585,0.256269,-1.47981,0.134406,All
-1.81984,0.0937934,-1.88639,0.172929,-1.23195,0.311678,-1.23731,0.177171,All
-1.66188,0.253242,-1.65508,0.198548,-1.01805,0.14545,-0.994817,0.219936,All
-1.50393,0.112552,-1.42377,0.108881,-0.804158,0.242417,-0.752323,0.256593,All
-1.34598,0.00937934,-1.19246,0.0960714,-0.590263,0.228564,-0.509829,0.421545,All
-1.18803,0,-0.961154,0.147309,-0.376367,0.297826,-0.267335,0.348233,All
-1.03008,0,-0.729845,0.147309,-0.162471,0.415571,-0.0248403,0.390998,All
-0.872127,0,-0.498535,0.301024,0.0514245,0.457128,0.217654,0.458201,All
-0.714175,0.0187587,-0.267226,0.352262,0.26532,0.387866,0.460148,0.366561,All
-0.556224,0.196966,-0.0359162,0.422714,0.479216,0.346309,0.702643,0.317686,All
-0.398272,0.262622,0.195393,0.473952,0.693111,0.443276,0.945137,0.317686,All
-0.24032,0.628416,0.426703,0.473952,0.907007,0.277047,1.18763,0.171062,All
-0.0823689,0.740968,0.658012,0.531595,1.1209,0.23549,1.43013,0.158843,All
0.0755826,0.356415,0.889322,0.4035,1.3348,0.193933,1.67262,0.109968,All
0.233534,0.225104,1.12063,0.224167,1.54869,0.103893,1.91511,0.0916402,All
0.391486,0.412691,1.35194,0.12169,1.76259,0.0484833,2.15761,0.0549841,All
0.549437,0.731589,1.58325,0.0512381,1.97649,0.0484833,2.4001,0.0244374,All
0.707389,0.675313,1.81456,0.0384286,2.19038,0.0277047,2.6426,0.0366561,All
0.86534,0.787865,2.04587,0.0704524,2.40428,0.0207786,2.88509,0.00610935,All
1.02329,0.544002,2.27718,0.025619,2.61817,0,3.12759,0,All
1.18124,0.0468967,2.50849,0.0320238,2.83207,0.00692619,3.37008,0.00610935,All
