iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1456.62,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1444.25,1,6.67556,1.32166,0.403023,43.8075,18.3757,51.9838,0.974679,0.974679,1.09546,0.974679,0.998743,0.974679,0.974679
3,1432.94,1,7.33134,1.04049,0.386558,47.1197,17.8264,56.5159,0.95,0.95,1.07431,0.95,0.998743,0.95,0.95
4,1424.5,1,5.49938,1.0093,0.555672,51.8964,20.7793,61.8944,0.925945,0.925945,1.05669,0.925945,0.998743,0.925945,0.925945
5,1409.62,1,5.88901,0.727995,0.479884,56.4871,17.8418,66.7915,0.9025,0.9025,1.03519,0.9025,0.998743,0.9025,0.9025
6,1398.27,1,5.38009,0.993924,0.565054,51.6355,20.3826,60.9653,0.879648,0.879648,1.01001,0.879648,0.998743,0.879648,0.879648
7,1390.63,1,5.19954,0.633667,0.672689,59.5529,19.4076,69.9283,0.857375,0.857375,0.984437,0.857375,0.998743,0.857375,0.857375
8,1364.61,1,4.27904,0.811517,0.807367,61.0572,18.7959,71.1635,0.835666,0.835666,0.95951,0.835666,0.998743,0.835666,0.835666
9,1363.53,1,4.74398,0.655827,0.786335,70.3684,18.9026,81.8004,0.814506,0.814506,0.965306,0.814506,0.998743,0.814506,0.814506
10,1346.36,1,6.15017,0.408678,0.564762,68.3207,19.7739,79.4261,0.793882,0.793882,0.940864,0.793882,0.998743,0.793882,0.793882
11,1333.08,1,6.65908,0.812438,0.478261,66.0016,18.3953,76.4251,0.773781,0.773781,0.936339,0.773781,0.998743,0.773781,0.773781
12,1316.98,1,7.34025,0.866129,0.425496,64.004,16.2283,73.5737,0.754188,0.754188,0.94437,0.754188,0.998743,0.754188,0.754188
13,1321.07,1,7.45299,0.652452,0.398331,64.4943,18.9353,73.948,0.735092,0.735092,1.00779,0.735092,0.998743,0.735092,0.735092
14,1311.57,1,6.63422,0.571133,0.476072,64.0922,15.9004,73.6415,0.716479,0.716479,1.04077,0.716479,0.998743,0.716479,0.716479
15,1288.99,1,6.88931,0.538773,0.465623,63.4779,18.4455,72.8531,0.698337,0.698337,1.10652,0.698337,0.998743,0.698337,0.698337
16,1284.15,1,6.4195,0.493723,0.49066,54.8876,19.3389,63.0605,0.680655,0.680655,1.22547,0.680655,0.998743,0.680655,0.680655
17,1275.65,1,5.89925,0.509433,0.562696,55.642,16.3563,63.8658,0.66342,0.66342,1.27123,0.66342,0.998743,0.66342,0.66342
18,1261.33,1,7.45501,0.647056,0.363088,54.7789,16.7855,62.8215,0.646622,0.646622,1.23905,0.646622,0.998743,0.646622,0.646622
19,1247.26,1,6.75513,0.556066,0.491058,57.0453,15.6818,65.1858,0.630249,0.630249,1.20767,0.630249,0.998743,0.630249,0.630249
20,1237,1,7.63856,0.724054,0.379607,54.4137,15.9424,62.1556,0.614291,0.614291,1.17709,0.614291,0.998743,0.614291,0.614291
21,1225.26,1,7.52287,1.03089,0.355168,52.6329,17.4341,60.4023,0.598737,0.598737,1.14729,0.598737,0.998743,0.598737,0.598737
22,1208.52,1,6.73945,0.678351,0.499231,53.2995,14.6185,61.5568,0.583577,0.583577,1.11824,0.583577,0.998743,0.583577,0.583577
23,1189.91,1,7.30487,0.611421,0.436874,55.345,12.3428,64.3906,0.5688,0.5688,1.08992,0.5688,0.998743,0.5688,0.5688
24,1171.06,1,6.9045,0.53286,0.477225,55.6517,11.6166,64.5257,0.554398,0.554398,1.06233,0.554398,0.998743,0.554398,0.554398
25,1161.06,1,8.64243,0.574269,0.269926,53.0491,13.2519,61.5772,0.54036,0.54036,1.03543,0.54036,0.998743,0.54036,0.54036
26,1153.09,1,6.78581,0.547984,0.476114,52.3811,15.7084,61.1322,0.526678,0.526678,1.00921,0.526678,0.998743,0.526678,0.526678
27,1138.95,1,7.49365,0.533311,0.397299,50.1531,17.7702,58.5621,0.513342,0.513342,0.983657,0.513342,0.998743,0.513342,0.513342
28,1125.74,1,7.53452,0.669723,0.403561,48.3545,18.5127,56.2086,0.500344,0.500344,0.95875,0.500344,0.998743,0.500344,0.500344
29,1119.39,1,7.71798,0.632439,0.366533,47.3713,19.9371,54.8003,0.487675,0.487675,0.96129,0.487675,0.998743,0.487675,0.487675
30,1106.05,1,7.55091,0.742927,0.39124,48.7133,16.1073,56.2853,0.475327,0.475327,0.93695,0.475327,0.998743,0.475327,0.475327
31,1110.88,1,7.73151,0.589184,0.368308,48.629,15.0775,55.958,0.463291,0.463291,0.934906,0.463291,0.998743,0.463291,0.463291
32,1090.46,1,6.3454,0.609375,0.537355,50.4926,14.512,58.0948,0.45156,0.45156,0.911233,0.45156,0.998743,0.45156,0.45156
33,1078.82,1,6.88698,0.595231,0.477271,55.8895,13.4613,64.0379,0.440127,0.440127,0.88816,0.440127,0.998743,0.440127,0.440127
34,1067.18,1,6.86828,0.614831,0.460954,56.3031,14.6729,64.7001,0.428982,0.428982,0.865672,0.428982,0.998743,0.428982,0.428982
35,1049.08,1,7.17295,0.587972,0.417976,53.3941,14.7371,61.3989,0.41812,0.41812,0.843752,0.41812,0.998743,0.41812,0.41812
36,1045.51,1,7.57611,0.579734,0.391422,53.4651,18.4578,61.2991,0.407533,0.407533,0.822388,0.407533,0.998743,0.407533,0.407533
37,1033.2,1,7.09834,0.599091,0.426664,49.0018,19.4204,56.1693,0.397214,0.397214,0.801565,0.397214,0.998743,0.397214,0.397214
38,1007.34,1,6.52576,0.605832,0.499427,49.7629,17.2908,57.0988,0.387157,0.387157,0.781269,0.387157,0.998743,0.387157,0.387157
39,997.393,1,6.85126,0.617298,0.470875,50.1144,18.4843,57.4825,0.377354,0.377354,0.761487,0.377354,0.998743,0.377354,0.377354
40,1000.11,1,7.09923,0.665181,0.435763,50.505,17.2537,57.859,0.367799,0.367799,0.742205,0.367799,0.998743,0.367799,0.367799
41,984.885,1,6.74767,0.572077,0.497881,48.1184,21.8357,55.216,0.358486,0.358486,0.723412,0.358486,0.998743,0.358486,0.358486
42,963.859,1,7.15052,0.491185,0.473199,49.0871,21.0124,56.4936,0.349409,0.349409,0.705095,0.349409,0.998743,0.349409,0.349409
43,957.991,1,7.14781,0.623586,0.440183,49.6184,22.6216,57.1716,0.340562,0.340562,0.687242,0.340562,0.998743,0.340562,0.340562
44,941.731,1,7.2593,0.562885,0.433209,46.0363,21.6035,53.207,0.331938,0.331938,0.66984,0.331938,0.998743,0.331938,0.331938
45,931.786,1,8.12151,0.758973,0.310294,46.9713,18.8477,54.3043,0.323534,0.323534,0.663514,0.323534,0.998743,0.323534,0.323534
46,927.791,1,6.91295,0.520539,0.474072,47.7183,16.3909,55.2153,0.315341,0.315341,0.699923,0.315341,0.998743,0.315341,0.315341
47,917.775,1,6.97374,0.45991,0.466936,47.2813,15.379,54.7443,0.307357,0.307357,0.682201,0.307357,0.998743,0.307357,0.307357
48,907.337,1,7.44871,0.559626,0.397578,48.2049,13.6004,55.6417,0.299574,0.299574,0.674666,0.299574,0.998743,0.299574,0.299574
49,892.635,1,6.83608,0.526182,0.469632,49.9599,13.5281,57.5179,0.291989,0.291989,0.657583,0.291989,0.998743,0.291989,0.291989
50,891.117,1,7.1605,0.632875,0.430434,50.7969,13.3833,58.5835,0.284596,0.284596,0.640933,0.284596,0.998743,0.284596,0.284596
51,867.784,1,7.00642,0.550336,0.449091,51.1786,11.2347,58.9949,0.27739,0.27739,0.624704,0.27739,0.998743,0.27739,0.27739
52,847.733,1,6.96852,0.72116,0.437582,50.2849,11.0039,58.0994,0.270366,0.270366,0.608886,0.270366,0.998743,0.270366,0.270366
53,842.714,1,7.03389,0.669608,0.414766,49.562,11.0146,57.4296,0.26352,0.26352,0.593469,0.26352,0.998743,0.26352,0.26352
54,831.33,1,7.14797,0.558134,0.430745,51.1484,11.1867,59.254,0.256848,0.256848,0.578442,0.256848,0.998743,0.256848,0.256848
55,819.816,1,7.01372,0.557916,0.448151,51.8017,11.6275,60.1408,0.250344,0.250344,0.563795,0.250344,0.998743,0.250344,0.250344
56,816.147,1,7.00799,0.514514,0.447983,50.8127,12.0936,59.0251,0.244005,0.244005,0.54952,0.244005,0.998743,0.244005,0.244005
57,806.351,1,6.87881,0.535334,0.46603,50.7361,11.6814,59.0405,0.237827,0.237827,0.535605,0.237827,0.998743,0.237827,0.237827
58,794.576,1,7.02749,0.601161,0.432151,49.397,11.3839,57.5178,0.231805,0.231805,0.522044,0.231805,0.998743,0.231805,0.231805
59,780.267,1,6.996,0.610464,0.438053,50.3903,11.3034,58.6807,0.225936,0.225936,0.508825,0.225936,0.998743,0.225936,0.225936
60,777.227,1,7.53972,0.692745,0.3726,49.0348,12.1297,57.028,0.220215,0.220215,0.495941,0.220215,0.998743,0.220215,0.220215
61,762.247,1,7.34851,0.582381,0.406974,50.2104,12.5345,58.6051,0.214639,0.214639,0.483384,0.214639,0.998743,0.214639,0.214639
62,755.513,1,7.17355,0.486452,0.43036,49.2221,12.9239,57.5155,0.209204,0.209204,0.471144,0.209204,0.998743,0.209204,0.209204
63,754.271,1,6.84326,0.495233,0.473224,49.7145,11.0844,57.9691,0.203907,0.203907,0.459215,0.203907,0.998743,0.203907,0.203907
64,738.54,1,7.05145,0.557971,0.425445,50.3787,10.8778,58.7686,0.198744,0.198744,0.447587,0.198744,0.998743,0.198744,0.198744
65,725.026,1,7.33213,0.58691,0.400024,50.9784,10.9682,59.458,0.193711,0.193711,0.436254,0.193711,0.998743,0.193711,0.193711
66,716.81,1,7.10726,0.591274,0.44091,50.5126,11.2527,58.9587,0.188807,0.188807,0.425208,0.188807,0.998743,0.188807,0.188807
67,721.53,1,7.01964,0.614571,0.43885,50.328,10.8816,58.8323,0.184026,0.184026,0.414441,0.184026,0.998743,0.184026,0.184026
68,710.786,1,7.27324,0.607183,0.414069,51.055,10.9317,59.6441,0.179366,0.179366,0.403947,0.179366,0.998743,0.179366,0.179366
69,707.121,1,7.33859,0.624801,0.40567,50.1475,12.1593,58.5043,0.174825,0.174825,0.393719,0.174825,0.998743,0.174825,0.174825
70,685.985,1,7.20173,0.543833,0.423169,50.1943,12.5788,58.5982,0.170398,0.170398,0.38375,0.170398,0.998743,0.170398,0.170398
71,674.817,1,7.32553,0.583678,0.409929,49.4376,12.3458,57.6945,0.166083,0.166083,0.374033,0.166083,0.998743,0.166083,0.166083
72,664.915,1,7.1271,0.530233,0.435115,48.8288,12.453,56.9538,0.161878,0.161878,0.364563,0.161878,0.998743,0.161878,0.161878
73,672.722,1,7.13835,0.564675,0.431423,48.8415,13.0681,56.9495,0.157779,0.157779,0.355332,0.157779,0.998743,0.157779,0.157779
74,675.84,1,7.30359,0.555342,0.417114,49.2917,13.169,57.3824,0.153784,0.153784,0.354748,0.153784,0.998743,0.153784,0.153784
75,656.221,1,7.15578,0.54448,0.432406,49.0369,12.5909,57.0774,0.14989,0.14989,0.357246,0.14989,0.998743,0.14989,0.14989
76,651.076,1,7.32093,0.587021,0.413375,49.8532,12.6602,58.0652,0.146095,0.146095,0.3482,0.146095,0.998743,0.146095,0.146095
77,644.498,1,7.24231,0.530292,0.42452,50.0908,11.5593,58.3609,0.142396,0.142396,0.339384,0.142396,0.998743,0.142396,0.142396
78,637.13,1,7.1791,0.560778,0.423709,50.1339,11.5897,58.4469,0.13879,0.13879,0.33079,0.13879,0.998484,0.13879,0.13879
79,646.263,1,7.16661,0.570955,0.425171,50.439,12.313,58.7306,0.135276,0.135276,0.322415,0.135276,0.998573,0.140016,0.135276
