iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2020.52,1,2.59104,2.88311,21.0128,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,1996.22,1,3.26207,4.24632,21.2293,28.6339,2.92404,2.92404,0,1.46202,1.5274,1.46202,1.46202
3,1985.74,1,4.31273,4.78746,24.8921,40.9591,2.85,2.85,0,1.425,1.54468,1.425,1.53169
4,1961.51,1,3.1699,6.91206,37.6117,70.4702,2.77784,2.77784,0,1.38892,1.50557,1.38892,1.49291
5,1958.72,1,3.35704,6.78296,56.7413,78.0681,2.7075,2.7075,0,1.35375,1.46745,1.35375,1.4551
6,1956.8,1,3.38367,5.78263,60.9322,85.103,2.63894,2.63894,0,1.31947,1.44243,1.45032,1.46574
7,1938.12,1,2.74584,6.05092,74.7119,132.726,2.57212,2.57212,0,1.28606,1.4059,1.4136,1.42863
8,1925.11,1,2.55614,6.56851,75.2374,109.771,2.507,2.507,0,1.2535,1.42005,1.3778,1.43634
9,1929.7,1,2.46916,5.27477,77.863,112.155,2.44352,2.44352,0,1.22176,1.694,1.34292,1.39997
10,1916.87,1,1.87829,6.16692,66.9853,158.899,2.38165,2.38165,0,1.19082,1.70491,1.30891,1.36452
11,1911.08,1,2.28872,4.25512,90.8616,164.002,2.32134,2.32134,0,1.16067,1.69286,1.27577,1.42698
12,1888.24,1,2.20192,3.64915,97.0826,153.149,2.26257,2.26257,0,1.13128,1.67483,1.24347,1.39085
13,1886.41,1,2.49854,5.60162,74.7639,243.58,2.20528,2.20528,0,1.10264,1.75987,1.21198,1.48173
14,1879.11,1,2.10308,4.58798,80.3571,284.536,2.14944,2.14944,0,1.07472,1.97593,1.18129,1.44421
15,1860.94,1,1.9615,5.13685,67.7089,295.591,2.09501,2.09501,0,1.04751,1.9259,1.15138,1.40764
16,1851.72,1,2.18791,7.7493,65.0866,222.114,2.04197,2.04197,0,1.02098,1.87713,1.12223,1.372
17,1832.88,1,2.26915,4.79607,57.9101,273.755,1.99026,1.99026,0,0.995131,1.8296,1.09381,1.33726
18,1828.06,1,2.34704,5.62244,52.2794,255.064,1.93987,1.93987,0,0.969933,1.78327,1.06612,1.3087
19,1801.95,1,2.85281,4.63868,54.626,238.661,1.89075,1.89075,0,0.945374,1.73812,1.03912,1.27557
20,1795.31,1,3.02696,3.61647,55.1537,247.411,1.84287,1.84287,0,0.921437,1.69411,1.01281,1.24327
21,1798.22,1,2.81003,4.7699,57.2283,242.67,1.79621,1.79621,0,0.898105,1.73669,1.02287,1.21179
22,1775.08,1,2.66762,5.12478,51.1312,287.987,1.75073,1.75073,0,0.875365,1.69272,0.996973,1.29643
23,1776.82,1,2.58626,5.15364,49.3455,296.702,1.7064,1.7064,0,0.8532,1.8077,0.971729,1.2636
24,1755.31,1,2.96633,4.59738,54.3602,323.643,1.66319,1.66319,0,0.831597,1.87061,0.947124,1.23161
25,1747.45,1,3.32124,4.91339,46.7468,271.846,1.62108,1.62108,0,0.81054,1.82324,0.923143,1.20042
26,1735.61,1,3.82989,5.3778,42.4971,317.36,1.58003,1.58003,0,0.790017,1.84256,0.899768,1.18457
27,1723.69,1,3.66618,5.53851,44.227,271.004,1.54003,1.54003,0,0.770013,1.7959,0.876985,1.16655
28,1707.92,1,3.5454,5.1005,55.654,197.572,1.50103,1.50103,0,0.750516,1.75043,0.85478,1.13702
29,1707.43,1,3.79472,4.41844,45.3459,162.466,1.46302,1.46302,0,0.731512,1.73122,0.833136,1.14235
30,1683.46,1,4.14575,3.96007,44.2703,204.388,1.42598,1.42598,0,0.71299,1.68738,0.832239,1.11343
31,1683.87,1,3.62355,2.63305,45.3813,200.421,1.38987,1.38987,0,0.694937,1.64466,0.811166,1.24062
32,1667.78,1,3.78782,2.91889,44.736,172.875,1.35468,1.35468,0,0.677341,1.60301,0.790627,1.20921
33,1658.48,1,4.07862,4.11047,41.0521,177.955,1.32038,1.32038,0,0.66019,1.57287,0.770608,1.18004
34,1658.69,1,3.9889,3.50171,45.4063,202.682,1.28695,1.28695,0,0.643474,1.75083,0.751095,1.18011
35,1628.94,1,3.9943,4.4714,35.5207,221.068,1.25436,1.25436,0,0.627181,1.7065,0.732077,1.15023
36,1624.84,1,3.89473,6.69439,36.1719,201.71,1.2226,1.2226,0,0.6113,1.66329,0.713541,1.12111
37,1615.31,1,3.7528,6.46969,44.4703,161.097,1.19164,1.19164,0,0.595821,1.63483,0.695473,1.09272
38,1609.29,1,3.77693,5.55103,45.728,133.843,1.16147,1.16147,0,0.580735,1.59344,0.716035,1.09005
39,1586.43,1,4.04536,4.3788,41.3267,137.565,1.13206,1.13206,0,0.56603,1.55309,0.697904,1.06245
