standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.42202,0.101457,-2.05339,0.0207062,-2.34055,0.0340973,-2.06175,0.334733,All
-2.276,0.182623,-1.91029,0.26918,-2.16675,0.0681945,-1.89356,0,All
-2.12998,0.284081,-1.7672,0.186355,-1.99296,0.0681945,-1.72538,0.325924,All
-1.98396,0.0608745,-1.6241,0.124237,-1.81916,0.110816,-1.5572,0.149749,All
-1.83794,0.385538,-1.48101,0.13459,-1.64537,0.127865,-1.38901,0.0176175,All
-1.69192,0,-1.33791,0.258827,-1.47157,0.221632,-1.22083,0.0440438,All
-1.5459,0,-1.19481,0.258827,-1.29778,0.204584,-1.05265,0.105705,All
-1.39988,0,-1.05172,0.0414123,-1.12398,0.37507,-0.884466,0.149749,All
-1.25386,0,-0.908623,0.155296,-0.950187,0.127865,-0.716283,0.255454,All
-1.10784,0,-0.765527,0.0414123,-0.776393,0.102292,-0.5481,0.519717,All
-0.96182,0.0304372,-0.622431,0.207062,-0.602598,0.179011,-0.379917,0.193793,All
-0.8158,0.121749,-0.479335,0.621185,-0.428803,0.49441,-0.211735,0.414012,All
-0.66978,0.365247,-0.33624,0.155296,-0.255008,0.37507,-0.0435518,0.21141,All
-0.52376,0.365247,-0.193144,0.0517654,-0.0812133,0.43474,0.124631,0.678274,All
-0.37774,0.253644,-0.0500484,0.455536,0.0925815,0.358021,0.292814,0.202601,All
-0.23172,0.385538,0.0930473,0.258827,0.266376,0.37507,0.460997,0.343542,All
-0.0857002,0.131895,0.236143,0.310592,0.440171,0.281302,0.629179,0.378777,All
0.0603197,0.700056,0.379239,0.766128,0.613966,0.417691,0.797362,0.0880876,All
0.20634,0.669619,0.522334,0.496948,0.787761,0.426216,0.965545,0.35235,All
0.35236,0.608745,0.66543,0.610832,0.961556,0.255729,1.13373,0.49329,All
0.49838,0.243498,0.808526,0.53836,1.13535,0.281302,1.30191,0.449247,All
0.6444,0.47685,0.951622,0.569419,1.30915,0.289827,1.47009,0.114514,All
0.79042,0.436267,1.09472,0.103531,1.48294,0.136389,1.63828,0.0440438,All
0.93644,0.273935,1.23781,0.0931777,1.65673,0.11934,1.80646,0.105705,All
1.08246,0.263789,1.38091,0.186355,1.83053,0.0937674,1.97464,0.00880876,All
1.22848,0.172478,1.524,0.0724716,2.00432,0,2.14282,0.0792788,All
1.3745,0.588453,1.6671,0.258827,2.17812,0.00852431,2.31101,0.105705,All
