time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.358293,1,-0.449055,1,-0.368617,7.58696,0.0253416,4.13235,-0.533895,7.58696,0.00334006,All
1.05006,-0.347973,1.05006,-0.432478,1.05006,-0.358114,7.83128,-0.0576892,4.35268,-0.391769,7.83128,-0.0567711,All
1.10263,-0.337136,1.10263,-0.415072,1.10263,-0.347085,8.08348,-0.0851076,4.58476,-0.242065,8.08348,-0.0777225,All
1.15782,-0.325757,1.15782,-0.396794,1.15782,-0.335505,8.17544,-0.0897983,4.82922,-0.119296,8.17544,-0.0816191,All
1.21,-0.315,1.21,-0.379515,1.21,-0.324558,8.34379,-0.0939652,5.08672,-0.00841809,8.34379,-0.0856319,All
1.21578,-0.313808,1.21578,-0.377601,1.21578,-0.323344,8.61249,-0.0757515,5.15948,0.0181969,8.61249,-0.0744621,All
1.27664,-0.301261,1.27664,-0.357447,1.27664,-0.310575,8.76393,-0.0655227,5.35794,0.0801952,8.76393,-0.0681586,All
1.34055,-0.288086,1.34055,-0.336284,1.34055,-0.297167,8.88984,-0.058068,5.64362,0.151036,8.88984,-0.063645,All
1.40766,-0.274252,1.40766,-0.314062,1.40766,-0.283088,9.17613,-0.045306,5.94454,0.204262,9.17613,-0.0562843,All
1.42,-0.271708,1.42,-0.309976,1.42,-0.280499,9.35241,-0.0397494,6.18661,0.228475,9.35241,-0.0533469,All
1.47813,-0.259724,1.47813,-0.290728,1.47813,-0.268303,9.47163,-0.038982,6.2615,0.2347,9.47163,-0.0534193,All
1.55212,-0.24447,1.55212,-0.266225,1.55212,-0.252779,9.77665,-0.0401179,6.59536,0.245324,9.77665,-0.0557384,All
1.62982,-0.243472,1.62982,-0.267475,1.62982,-0.251177,9.94089,-0.0407295,6.94702,0.246251,9.94089,-0.0569872,All
1.63,-0.243494,1.63,-0.26752,1.63,-0.251197,10.0915,-0.0412904,7.21374,0.233423,10.0915,-0.0581322,All
1.71141,-0.253015,1.71141,-0.28781,1.71141,-0.25986,10.4165,-0.0450595,7.31743,0.227195,10.4165,-0.0623399,All
1.79708,-0.263035,1.79708,-0.309162,1.79708,-0.268977,10.5294,-0.0477381,7.70759,0.201944,10.5294,-0.0647308,All
1.84,-0.268055,1.84,-0.319859,1.84,-0.273544,10.7519,-0.0537746,8.11856,0.171754,10.7519,-0.0699142,All
1.88704,-0.273557,1.88704,-0.331584,1.88704,-0.27855,11.0982,-0.063217,8.24087,0.163813,11.0982,-0.0779711,All
1.98151,-0.284605,1.98151,-0.355127,1.98151,-0.288603,11.1179,-0.0636945,8.55144,0.146196,11.1179,-0.0783773,All
2.05,-0.285711,2.05,-0.358821,2.05,-0.289606,11.4556,-0.0718826,9.0074,0.127239,11.4556,-0.085343,All
2.0807,-0.285062,2.0807,-0.358259,2.0807,-0.289013,11.7063,-0.077963,9.268,0.119925,11.7063,-0.0905156,All
2.18486,-0.282859,2.18486,-0.356351,2.18486,-0.287003,11.8245,-0.0808272,9.48767,0.115226,11.8245,-0.0929522,All
2.26,-0.28127,2.26,-0.354974,2.26,-0.285552,12.2053,-0.0889275,9.99355,0.10712,12.2053,-0.0998984,All
2.29423,-0.280547,2.29423,-0.354347,2.29423,-0.284891,12.2948,-0.0904823,10.2951,0.104895,12.2948,-0.101251,All
2.40908,-0.278118,2.40908,-0.352243,2.40908,-0.282674,12.5983,-0.095751,10.5264,0.103786,12.5983,-0.105835,All
2.47,-0.27683,2.47,-0.351127,2.47,-0.281498,12.8833,-0.100699,11.0877,0.10204,12.8833,-0.11014,All
2.52968,-0.275568,2.52968,-0.350034,2.52968,-0.280346,13.004,-0.102794,11.3223,0.101193,13.004,-0.111963,All
2.65631,-0.27289,2.65631,-0.347714,2.65631,-0.277902,13.4228,-0.110064,11.6789,0.0988765,13.4228,-0.118288,All
2.68,-0.272389,2.68,-0.347281,2.68,-0.277444,13.4718,-0.110915,12.3016,0.0905505,13.4718,-0.119029,All
2.78929,-0.270078,2.78929,-0.345279,2.78929,-0.275335,13.8551,-0.116023,12.3494,0.0897053,13.8551,-0.123632,All
2.89,-0.267949,2.89,-0.343434,2.89,-0.273391,14.0603,-0.118642,12.9575,0.074179,14.0603,-0.126007,All
2.92892,-0.267126,2.92892,-0.342721,2.92892,-0.272639,14.3012,-0.121716,13.3765,0.060327,14.3012,-0.128796,All
3.07554,-0.264025,3.07554,-0.340035,3.07554,-0.269809,14.6488,-0.125586,13.6484,0.0498621,14.6488,-0.132481,All
3.1,-0.263508,3.1,-0.339587,3.1,-0.269337,14.7618,-0.126757,14.3761,0.0165194,14.7618,-0.133627,All
3.2295,-0.26077,3.2295,-0.337215,3.2295,-0.266837,15.2372,-0.13168,14.4036,0.015246,15.2372,-0.138446,All
3.31,-0.259068,3.31,-0.33574,3.31,-0.265283,15.2372,-0.131681,15.1426,-0.0219524,15.2372,-0.138447,All
3.39116,-0.257351,3.39116,-0.334253,3.39116,-0.263716,15.7279,-0.136762,15.4308,-0.037972,15.7279,-0.14342,All
3.52,-0.254627,3.52,-0.331894,3.52,-0.261229,15.8257,-0.137775,15.95,-0.0672818,15.8257,-0.144413,All
3.56093,-0.253762,3.56093,-0.331144,3.56093,-0.260439,16.2343,-0.142007,16.4579,-0.0967025,16.2343,-0.148555,All
3.73,-0.239821,3.73,-0.308394,3.73,-0.247382,16.4142,-0.14387,16.8005,-0.11661,16.4142,-0.150378,All
3.73918,-0.238977,3.73918,-0.306995,3.73918,-0.246591,16.7571,-0.147688,17.485,-0.154966,16.7571,-0.154201,All
3.92637,-0.22179,3.92637,-0.278485,3.92637,-0.230479,17.0027,-0.151298,17.6963,-0.16678,17.0027,-0.157919,All
3.94,-0.220538,3.94,-0.276408,3.94,-0.229306,17.2968,-0.155622,18.5122,-0.208877,17.2968,-0.162372,All
4.12292,-0.208987,4.12292,-0.258272,4.12292,-0.21816,17.5912,-0.15995,18.6398,-0.215101,17.5912,-0.16683,All
4.15,-0.207655,4.15,-0.256289,4.15,-0.216842,17.8538,-0.163811,19.5393,-0.254665,17.8538,-0.170807,All
4.32931,-0.198841,4.32931,-0.243164,4.32931,-0.208118,18.1797,-0.168601,19.6337,-0.258186,18.1797,-0.175742,All
4.36,-0.197332,4.36,-0.240917,4.36,-0.206625,18.4287,-0.172263,20.5664,-0.288128,18.4287,-0.179514,All
4.54603,-0.188187,4.54603,-0.2273,4.54603,-0.197573,18.7681,-0.177253,20.6806,-0.291646,18.7681,-0.184653,All
4.57,-0.187009,4.57,-0.225546,4.57,-0.196407,19.0222,-0.180988,21.5936,-0.314484,19.0222,-0.188501,All
4.77361,-0.177,4.77361,-0.210642,4.77361,-0.1865,19.3566,-0.185905,21.7832,-0.318438,19.3566,-0.193565,All
4.78,-0.176686,4.78,-0.210174,4.78,-0.186189,19.6348,-0.189994,22.6207,-0.332838,19.6348,-0.197777,All
4.99,-0.166363,4.99,-0.194802,4.99,-0.175971,19.9451,-0.196981,22.9447,-0.337605,19.9451,-0.204804,All
5.01257,-0.165253,5.01257,-0.19315,5.01257,-0.174873,20.2671,-0.205105,23.6478,-0.347949,20.2671,-0.212936,All
5.2,-0.15604,5.2,-0.17943,5.2,-0.165753,20.5336,-0.21183,24.1681,-0.355098,20.5336,-0.219666,All
5.2635,-0.152919,5.2635,-0.174782,5.2635,-0.162663,20.9198,-0.221574,24.675,-0.361333,20.9198,-0.22942,All
5.41,-0.145717,5.41,-0.164058,5.41,-0.155535,21.1221,-0.226678,25.4568,-0.371219,21.1221,-0.234529,All
5.52699,-0.139966,5.52699,-0.155495,5.52699,-0.149843,21.5935,-0.238573,25.7021,-0.374325,21.5935,-0.246434,All
5.62,-0.136472,5.62,-0.150414,5.62,-0.146285,21.7106,-0.241527,26.7292,-0.390249,21.7106,-0.249391,All
5.80367,-0.132842,5.80367,-0.145622,5.80367,-0.142194,22.2888,-0.255201,26.8141,-0.391905,22.2888,-0.262872,All
5.83,-0.132322,5.83,-0.144935,5.83,-0.141607,22.299,-0.255386,27.7563,-0.410288,22.299,-0.263049,All
6.04,-0.12825,6.04,-0.138834,6.04,-0.137049,22.8875,-0.266061,28.2438,-0.419799,22.8875,-0.273235,All
6.0942,-0.127285,6.0942,-0.136575,6.0942,-0.136002,23.0066,-0.268222,28.7835,-0.431896,23.0066,-0.275297,All
6.25,-0.12451,6.25,-0.130083,6.25,-0.132995,23.476,-0.276737,29.7498,-0.457516,23.476,-0.283421,All
6.39927,-0.121851,6.39927,-0.123863,6.39927,-0.130113,23.7475,-0.281662,29.8106,-0.459129,23.7475,-0.288121,All
6.46,-0.120769,6.46,-0.121332,6.46,-0.128941,24.0645,-0.287412,30.8377,-0.486363,24.0645,-0.293607,All
6.67,-0.117029,6.67,-0.112582,6.67,-0.124887,24.5123,-0.295535,31.336,-0.500867,24.5123,-0.301358,All
6.71961,-0.116145,6.71961,-0.110515,6.71961,-0.123929,24.653,-0.298087,31.8649,-0.51753,24.653,-0.303793,All
6.88,-0.113288,6.88,-0.103831,6.88,-0.120833,25.2415,-0.308762,32.892,-0.551408,25.2415,-0.31398,All
7.056,-0.110153,7.056,-0.0964977,7.056,-0.117436,25.3016,-0.309854,33.0068,-0.555317,25.3016,-0.315021,All
7.09,-0.109547,7.09,-0.0950808,7.09,-0.116779,25.8299,-0.310499,33.9191,-0.587345,25.8299,-0.314956,All
7.3,-0.105807,7.3,-0.0863302,7.3,-0.112725,26.1164,-0.308069,34.7668,-0.618422,26.1164,-0.312058,All
7.40922,-0.103861,7.40922,-0.0817793,7.40922,-0.110617,26.4184,-0.305509,34.9463,-0.625148,26.4184,-0.309003,All
7.51,-0.102066,7.51,-0.0775797,7.51,-0.108672,26.9575,-0.300938,35.9734,-0.664766,26.9575,-0.303549,All
7.72,-0.0960619,7.72,-0.0609214,7.72,-0.102865,27.0069,-0.300519,36.6205,-0.689825,27.0069,-0.303049,All
7.78012,-0.0939952,7.78012,-0.0549378,7.78012,-0.100934,27.5954,-0.295529,37.0005,-0.7053,27.5954,-0.297095,All
7.93,-0.0888428,7.93,-0.04002,7.93,-0.0961189,27.8256,-0.293577,38.0276,-0.747218,27.8256,-0.294766,All
8.14,-0.0801709,8.14,-0.0149641,8.14,-0.0881877,28.1839,-0.290539,38.5731,-0.769478,28.1839,-0.291142,All
8.16959,-0.0788467,8.16959,-0.0111412,8.16959,-0.0869868,28.7217,-0.28507,39.0548,-0.789135,28.7217,-0.284875,All
8.35,-0.0710145,8.35,0.00994239,8.35,-0.0797624,28.7723,-0.284512,40.0819,-0.831053,28.7723,-0.284246,All
8.56,-0.0621243,8.56,0.0323995,8.56,-0.0714452,29.3608,-0.278032,40.6298,-0.853413,29.3608,-0.276937,All
8.57855,-0.0613388,8.57855,0.0343836,8.57855,-0.0707103,29.6466,-0.274885,41.109,-0.87297,29.6466,-0.273388,All
8.77,-0.0532341,8.77,0.0548565,8.77,-0.0631279,29.9493,-0.271552,42.1362,-0.913883,29.9493,-0.269629,All
8.98,-0.0443439,8.98,0.0773136,8.98,-0.0548106,30.5378,-0.265072,42.7962,-0.937111,30.5378,-0.262321,All
9.00799,-0.0431588,9.00799,0.0803071,9.00799,-0.0537019,30.6013,-0.264372,43.1633,-0.950032,30.6013,-0.261532,All
9.19,-0.0354537,9.19,0.0997706,9.19,-0.0464934,31.1263,-0.258592,44.1904,-0.986182,31.1263,-0.255012,All
9.4,-0.0265635,9.4,0.122228,9.4,-0.0381761,31.5868,-0.253521,45.078,-1.01742,31.5868,-0.249293,All
9.45893,-0.0240687,9.45893,0.12853,9.45893,-0.0358421,31.7148,-0.252112,45.2176,-1.02233,31.7148,-0.247704,All
9.61,-0.0187153,9.61,0.140763,9.61,-0.0306477,32.3032,-0.245632,46.2447,-1.05848,32.3032,-0.240396,All
9.82,-0.0180305,9.82,0.13234,9.82,-0.0285426,32.604,-0.24232,47.2718,-1.09463,32.604,-0.236661,All
9.93244,-0.0176639,9.93244,0.12783,9.93244,-0.0274155,32.8917,-0.244351,47.4816,-1.10201,32.8917,-0.2385,All
10.03,-0.0180606,10.03,0.121425,10.03,-0.0269887,33.4802,-0.268229,48.2989,-1.13078,33.4802,-0.262792,All
10.24,-0.0230533,10.24,0.0937477,10.24,-0.0292745,33.654,-0.275279,49.3261,-1.16693,33.654,-0.269964,All
10.4297,-0.030319,10.4297,0.064205,10.4297,-0.0335818,34.0687,-0.292106,50.0133,-1.19112,34.0687,-0.287084,All
10.45,-0.0311081,10.45,0.0610268,10.45,-0.0340519,34.6572,-0.315983,50.3532,-1.20308,34.6572,-0.311376,All
10.66,-0.0405633,10.66,0.0399005,10.66,-0.0402854,34.7377,-0.319252,51.3803,-1.22421,34.7377,-0.314701,All
10.87,-0.050428,10.87,0.0224237,10.87,-0.0469505,35.2457,-0.339861,52.4075,-1.24272,35.2457,-0.335667,All
10.9518,-0.0542685,10.9518,0.0156195,10.9518,-0.0495455,35.8341,-0.363738,52.68,-1.24763,35.8341,-0.359959,All
11.08,-0.0600026,11.08,0.0159654,11.08,-0.0536199,35.8564,-0.364641,53.4346,-1.26123,35.8564,-0.360879,All
11.29,-0.0672114,11.29,0.0556949,11.29,-0.0593276,36.4226,-0.387615,54.4617,-1.27974,36.4226,-0.384251,All
11.5,-0.0733583,11.5,0.11049,11.5,-0.0644747,37.0111,-0.411493,55.4889,-1.29824,37.0111,-0.408543,All
