simulations,OFV
500,940.596
1000,940.527
1500,939.577
2000,939.188
2500,940.159
3000,940.491
3500,940.404
4000,940.524
4500,940.745
5000,940.702
5500,940.551
6000,940.413
6500,940.157
7000,940.298
7500,940.253
8000,940.378
8500,940.544
9000,940.257
9500,939.973
10000,939.819
10500,939.742
11000,939.837
11500,939.781
12000,939.7
12500,939.07
13000,938.888
13500,938.81
14000,938.775
14500,938.769
15000,938.79
15500,938.86
16000,938.919
16500,938.705
17000,938.769
17500,938.818
18000,938.721
18500,938.825
19000,938.654
19500,938.442
20000,938.315
20500,938.253
21000,938.079
21500,938.122
22000,938.215
22500,938.265
23000,938.066
23500,937.99
24000,937.975
24500,938.024
25000,938.079
25500,938.054
26000,938.045
26500,938.022
27000,937.954
27500,937.999
28000,938.079
28500,938.067
29000,938.161
29500,938.19
30000,938.237
