simulations,OFV
500,1023.6
1000,1022.75
1500,1021.67
2000,1022.13
2500,1023.29
3000,1023.06
3500,1022.64
4000,1022.77
4500,1023.1
5000,1022.94
5500,1023
6000,1023.17
6500,1023.25
7000,1023.14
7500,1023.35
8000,1023.48
8500,1023.79
9000,1023.77
9500,1023.6
10000,1023.51
10500,1023.55
11000,1023.7
11500,1023.71
12000,1023.58
12500,1023.64
13000,1023.4
13500,1023.43
14000,1023.48
14500,1023.49
15000,1023.53
15500,1023.34
16000,1023.45
16500,1023.4
17000,1023.46
17500,1023.51
18000,1023.47
18500,1023.61
19000,1023.47
19500,1023.33
20000,1023.18
20500,1023.23
21000,1022.94
21500,1022.99
22000,1023.1
22500,1023
23000,1022.97
23500,1022.94
24000,1022.98
24500,1022.79
25000,1022.85
25500,1022.88
26000,1022.81
26500,1022.71
27000,1022.64
27500,1022.64
28000,1022.72
28500,1022.76
29000,1022.81
29500,1022.88
30000,1022.93
