iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2018.87,1,2.59104,8.64932,10.5064,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2003.98,1,3.06313,12.5556,10.3866,29.3892,2.92404,2.92404,0,1.46202,1.57839,1.52009,1.46202
3,1988.64,1,4.19312,13.4845,11.8188,45.4533,2.85,2.85,0,1.425,1.63595,1.4816,1.58064
4,1963.14,1,3.12347,18.6503,18.0631,83.5062,2.77784,2.77784,0,1.38892,1.59453,1.44409,1.54062
5,1966.26,1,3.53852,21.2598,24.2996,85.5859,2.7075,2.7075,0,1.35375,1.55415,1.44225,1.50161
6,1960.46,1,3.65748,15.4918,21.8729,98.6544,2.63894,2.63894,0,1.31947,1.60575,1.59125,1.46359
7,1941.14,1,2.7632,15.509,36.4929,119.62,2.57212,2.57212,0,1.28606,1.56509,1.55096,1.42653
8,1930.49,1,2.38954,17.3095,45.0629,121.358,2.507,2.507,0,1.2535,1.52546,1.51169,1.39041
9,1933.49,1,2.65328,12.8785,53.1758,119.939,2.44352,2.44352,0,1.22176,1.73918,1.57804,1.3552
10,1924.14,1,2.05456,12.7327,46.9698,156.084,2.38165,2.38165,0,1.19082,1.93831,1.53808,1.32089
11,1915.81,1,2.43005,9.17203,64.4944,171.592,2.32134,2.32134,0,1.1939,1.88923,1.49913,1.39415
12,1896.92,1,2.35232,9.25968,72.6096,147.799,2.26257,2.26257,0,1.16367,1.94092,1.46118,1.35885
13,1893.34,1,2.41757,14.1987,54.3175,232.142,2.20528,2.20528,0,1.13421,2.10789,1.42418,1.38446
14,1882.03,1,2.08569,9.29091,64.5207,231.44,2.14944,2.14944,0,1.10549,2.31523,1.38812,1.3494
15,1863.32,1,1.94691,11.4756,47.4398,225.428,2.09501,2.09501,0,1.0775,2.25661,1.35297,1.31524
16,1864.68,1,1.90371,22.697,49.3065,179.192,2.04197,2.04197,0,1.05021,2.19947,1.31871,1.28193
17,1840.75,1,2.0982,11.6471,42.701,197.878,1.99026,1.99026,0,1.02362,2.14378,1.28532,1.24948
18,1842.11,1,2.1934,11.6863,38.423,180.715,1.93987,1.93987,0,0.997704,2.0895,1.30649,1.42576
19,1816.3,1,2.74503,11.4179,40.4285,178.015,1.89075,1.89075,0,0.972442,2.09594,1.27341,1.38966
20,1807.39,1,2.67506,8.40331,38.5546,166.694,1.84287,1.84287,0,0.947819,2.04287,1.24117,1.35448
21,1811.77,1,3.10039,15.6245,42.5841,135.535,1.79621,1.79621,0,0.92382,2.21684,1.20974,1.32018
22,1783.82,1,3.06223,13.9785,42.1744,149.225,1.75073,1.75073,0,0.900428,2.16071,1.17911,1.28675
23,1790.21,1,2.84423,9.64609,36.2575,198.085,1.7064,1.7064,0,0.877629,2.35364,1.14925,1.25417
24,1771.88,1,3.03729,11.7857,38.5031,229.744,1.66319,1.66319,0,0.855407,2.29404,1.12016,1.22241
25,1761.04,1,3.90184,17.2832,31.2656,182.45,1.62108,1.62108,0,0.833747,2.24789,1.09219,1.19146
26,1737.66,1,3.88436,18.2209,30.328,187.836,1.58003,1.58003,0,0.812636,2.19097,1.06454,1.16129
27,1734.32,1,3.83218,19.7389,31.4232,168.789,1.54003,1.54003,0,0.79206,2.25216,1.03758,1.13189
28,1719.53,1,3.62982,12.8745,42.564,125.65,1.50103,1.50103,0,0.772004,2.19514,1.02652,1.10323
29,1716.58,1,3.79824,10.0119,36.935,108.916,1.46302,1.46302,0,0.752457,2.17765,1.00053,1.15007
30,1697.2,1,4.25258,8.96945,30.5536,135.302,1.42598,1.42598,0,0.733404,2.12251,0.975198,1.12095
31,1690.85,1,3.9902,4.53299,32.4883,127.834,1.38987,1.38987,0,0.714834,2.08753,0.950505,1.09257
32,1674.66,1,4.10235,4.92075,29.394,116.155,1.35468,1.35468,0,0.696734,2.03467,0.926438,1.0649
33,1676.21,1,4.04323,6.18189,28.8859,101.864,1.32038,1.32038,0,0.679092,2.20109,0.90298,1.04302
34,1658.25,1,4.23198,5.31107,37.8349,91.9009,1.28695,1.28695,0,0.661897,2.24603,0.880116,1.08653
35,1634.93,1,4.39333,5.2061,29.1707,89.4494,1.25436,1.25436,0,0.645138,2.18916,0.857831,1.05902
36,1639.51,1,4.51684,12.7855,28.1242,87.8322,1.2226,1.2226,0,0.628802,2.31895,0.847063,1.03221
37,1625.24,1,4.45061,10.9115,35.277,88.0696,1.19164,1.19164,0,0.612881,2.31695,0.825615,1.00607
38,1616.94,1,4.68364,9.13254,33.6553,72.1217,1.16147,1.16147,0,0.597362,2.25829,0.80471,0.980596
39,1601.08,1,4.83674,5.5185,31.9362,70.022,1.13206,1.13206,0,0.582237,2.30328,0.784334,0.955767
40,1584.97,1,4.94495,7.4467,30.4997,67.546,1.1034,1.1034,0,0.567494,2.24496,0.764474,0.931566
41,1578.33,1,4.79998,5.70044,34.5234,71.5608,1.07546,1.07546,0,0.553125,2.26096,0.745117,1.00698
42,1562.86,1,5.11448,5.53397,36.3133,59.3196,1.04823,1.04823,0,0.539119,2.20371,0.72625,0.996049
43,1547.05,1,4.98448,5.64581,31.6297,57.0427,1.02168,1.02168,0,0.525469,2.14792,0.707861,0.970828
44,1538.77,1,4.72648,5.5148,28.1318,66.261,0.995815,0.995815,0,0.512163,2.09353,0.689938,0.974803
45,1533.83,1,4.8093,4.60025,27.3717,58.1551,0.970601,0.970601,0,0.499195,2.29597,0.696214,0.950121
46,1529.96,1,4.8173,1.83629,29.814,62.4945,0.946024,0.946024,0,0.486555,2.34239,0.678585,0.981435
47,1511.75,1,4.65233,3.15022,29.5042,63.5868,0.922071,0.922071,0,0.474235,2.28308,0.661403,1.01324
48,1498.3,1,4.72647,2.44598,26.8374,60.1415,0.898723,0.898723,0,0.462228,2.69995,0.644656,0.987582
49,1495.67,1,5.03824,2.52913,31.4027,68.0137,0.875967,0.875967,0,0.450524,2.63159,0.628333,0.962576
50,1489.88,1,4.84686,2.05813,31.2743,67.1463,0.853787,0.853787,0,0.439116,2.56496,0.612423,1.02874
51,1467.7,1,5.06876,1.03195,32.4851,60.2954,0.832169,0.832169,0,0.427998,2.50001,0.596916,1.08832
52,1459.5,1,4.81213,1.43269,28.7971,60.6632,0.811098,0.811098,0,0.41716,2.43671,0.581802,1.06077
53,1463.84,1,4.74661,2.2148,27.9769,62.9705,0.79056,0.79056,0,0.406598,2.45999,0.56707,1.1641
54,1458.08,1,4.67456,1.41767,27.1348,64.898,0.770543,0.770543,0,0.396302,2.3977,0.552712,1.37784
55,1434.73,1,4.76169,2.4376,29.4782,68.8763,0.751032,0.751032,0,0.386268,2.33699,0.538717,1.40037
56,1428.66,1,4.743,1.68009,29.9647,61.1624,0.732016,0.732016,0,0.376487,2.27781,0.525076,1.36491
57,1414.47,1,4.86212,1.55093,29.54,63.8083,0.713481,0.713481,0,0.366954,2.22014,0.511781,1.33035
58,1407,1,4.74874,1.29659,28.397,64.4653,0.695415,0.695415,0,0.357663,2.16392,0.498822,1.59917
59,1395.8,1,4.56672,1.42144,29.184,81.6974,0.677807,0.677807,0,0.348607,2.10913,0.486192,1.55868
60,1386.49,1,4.85876,1.5047,30.0302,52.3904,0.660644,0.660644,0,0.33978,2.05573,0.473881,1.51921
61,1371.29,1,4.9108,1.65693,32.213,54.4486,0.643916,0.643916,0,0.331176,2.00367,0.461882,1.56779
62,1368.99,1,5.0262,1.83587,32.5919,49.6147,0.627612,0.627612,0,0.322791,1.95294,0.450187,1.5281
63,1358.75,1,4.88853,1.78013,30.8269,38.9629,0.61172,0.61172,0,0.314617,1.90349,0.438788,1.4894
64,1346.94,1,5.10911,2.07438,30.1741,30.4546,0.596231,0.596231,0,0.306651,1.85529,0.427678,1.5647
65,1329.31,1,5.08878,2.38642,30.625,38.9158,0.581134,0.581134,0,0.298887,1.80832,0.416849,1.52508
66,1318.82,1,5.09506,2.62031,29.1744,27.404,0.56642,0.56642,0,0.291319,1.76253,0.406294,1.48646
67,1306.12,1,5.09905,3.39042,29.7481,29.2147,0.552078,0.552078,0,0.283942,1.7179,0.396006,1.44882
68,1294.47,1,5.1761,2.71267,29.7819,27.2944,0.538099,0.538099,0,0.276753,1.6744,0.385979,1.41214
