iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1577.51,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1553.36,1,5.40142,30.734,13.6163,61.8993,0.974679,0.974679,0.974679,1.04232,0.974679,0.974679
3,1533.1,1,5.33345,29.0119,12.2361,72.6345,0.95,0.95,0.95,1.01727,0.95,0.95
4,1531.41,1,4.5629,31.2113,14.1875,97.1473,0.925945,0.925945,0.941977,1.0499,0.925945,0.925945
5,1519.44,1,4.63259,32.8531,12.3211,108.495,0.9025,0.9025,0.918126,1.02332,0.9025,0.9025
6,1507.11,1,4.44993,28.0102,9.31408,99.6415,0.879648,0.879648,0.894878,1.02676,0.879648,0.879648
7,1490.09,1,4.42582,30.1182,9.09164,94.1129,0.857375,0.857375,0.872219,1.00076,0.857375,0.857375
8,1477.35,1,4.45437,27.6377,9.21799,83.9694,0.835666,0.835666,0.854791,1.1022,0.835666,0.835666
9,1480.86,1,4.78904,25.9923,8.3129,72.0105,0.814506,0.814506,0.875541,1.09818,0.814506,0.814506
10,1463.05,1,4.7129,25.2966,8.72379,71.9099,0.793882,0.793882,0.853371,1.10543,0.793882,0.793882
11,1439.87,1,5.06043,24.6078,7.32471,57.637,0.773781,0.773781,0.831764,1.07744,0.773781,0.773781
12,1442.19,1,4.99239,26.1767,7.15974,56.5901,0.754188,0.754188,0.82925,1.05016,0.754188,0.754188
13,1440.24,1,5.01112,23.8779,7.45951,65.998,0.735092,0.735092,0.837678,1.27518,0.735092,0.735092
14,1420.84,1,4.80258,26.3115,6.96091,50.7443,0.716479,0.716479,0.843671,1.31611,0.716479,0.716479
15,1412.48,1,5.11912,24.5137,7.56039,49.6996,0.698337,0.698337,0.957678,1.28278,0.698337,0.698337
16,1408.44,1,5.13039,25.5349,7.58997,48.9237,0.680655,0.680655,0.972947,1.26875,0.680655,0.680655
17,1383.44,1,5.19896,23.1209,6.17696,51.2015,0.66342,0.66342,0.948311,1.23663,0.66342,0.66342
18,1377.27,1,5.16045,24.9643,5.97844,40.4259,0.646622,0.646622,0.9243,1.40333,0.646622,0.646622
19,1365.93,1,4.86131,24.2057,6.44003,58.4503,0.630249,0.630249,0.900896,1.3678,0.630249,0.630249
20,1355.8,1,5.01302,24.3122,5.90936,54.1133,0.614291,0.614291,0.878085,1.33316,0.614291,0.614291
21,1345.57,1,5.29417,26.4116,6.72047,41.6554,0.598737,0.598737,0.855851,1.29941,0.598737,0.598737
22,1320.12,1,5.14609,22.4202,6.4728,43.3699,0.583577,0.583577,0.83418,1.26651,0.583577,0.583577
23,1318.19,1,5.1977,21.715,5.677,48.5971,0.5688,0.5688,0.813059,1.23444,0.5688,0.5688
24,1312.19,1,5.03235,25.1134,5.33854,48.5828,0.554398,0.554398,0.792471,1.28168,0.554398,0.554398
25,1293.21,1,5.06948,22.4239,4.97026,55.1979,0.54036,0.54036,0.772406,1.24923,0.54036,0.54036
26,1287.97,1,4.91376,23.4967,5.24751,52.1562,0.526678,0.526678,0.810868,1.2176,0.526678,0.526678
27,1283.05,1,4.92671,24.1312,5.55074,55.2647,0.513342,0.513342,0.790336,1.18677,0.513342,0.513342
28,1260.17,1,5.19993,25.281,5.12898,42.7533,0.500344,0.500344,0.770325,1.15672,0.500344,0.500344
29,1257.58,1,5.19419,24.8311,5.33219,44.3242,0.487675,0.487675,0.75082,1.17701,0.487675,0.487675
30,1242.24,1,5.07456,24.6853,4.95276,45.6847,0.475327,0.475327,0.731808,1.17408,0.475327,0.475327
31,1232.53,1,5.23619,23.8602,4.9513,39.6402,0.463291,0.463291,0.713279,1.14436,0.463291,0.463291
32,1223.48,1,5.21632,23.4944,5.08359,32.688,0.45156,0.45156,0.695218,1.11538,0.45156,0.45156
33,1216.48,1,5.36345,23.614,4.19135,32.5996,0.440127,0.440127,0.733926,1.14282,0.440127,0.440127
34,1208.63,1,5.31865,23.1031,4.35164,30.5154,0.428982,0.428982,0.715343,1.11388,0.428982,0.428982
35,1196.81,1,5.26737,22.0557,4.76705,27.0753,0.41812,0.41812,0.69723,1.17723,0.41812,0.41812
36,1184.97,1,5.33512,23.4255,5.64384,20.1296,0.407533,0.407533,0.679576,1.14743,0.407533,0.407533
37,1174.49,1,5.19477,23.025,4.86809,21.4992,0.397214,0.397214,0.701339,1.11837,0.397214,0.397214
38,1160.42,1,5.26655,23.5375,4.73604,20.0216,0.387157,0.387157,0.683581,1.09005,0.387157,0.387157
39,1155.66,1,5.29524,23.1738,4.55506,26.0767,0.377354,0.377354,0.679853,1.06245,0.377354,0.377354
40,1138.34,1,5.35925,24.0564,5.26734,25.38,0.367799,0.367799,0.662639,1.03555,0.367799,0.367799
41,1141.9,1,5.40095,23.4301,5.48954,22.7058,0.358486,0.358486,0.729586,1.07274,0.358486,0.358486
42,1125.42,1,5.46592,23.5761,5.51329,20.9223,0.349409,0.349409,0.711112,1.1031,0.349409,0.349409
43,1110.89,1,5.40286,23.2903,4.90403,22.9039,0.340562,0.340562,0.693107,1.07517,0.340562,0.340562
