parameter,value,se_lin,rse_lin
Cl_pop,5.26448071434525,0.293085814012101,5.56723122213113
beta_Cl_logtCLCRMLMIN,0.606012102596258,0.239788416884236,39.5682554617213
V1_pop,21.74828554186,1.73036496989547,7.95632817384593
Q_pop,5.43548238542296,1.0488497750661,19.2963512839069
V2_pop,18.2205794648684,2.16791588578782,11.8981720091166
omega_Cl,0.204582376183831,0.0394645873465175,19.2903162445703
omega_V1,0.255411051798633,0.0600371779267403,23.5061002661991
omega_Q,0.491847374130428,0.181182179507615,36.8370736608973
omega_V2,0.230500747349055,0.143953258999787,62.4524044522048
corr_V2_V1,0.998983964497201,0.41279182678951,41.3211664510824
a1,0.295622801093262,0.0217654602243629,7.36257830717747
a2,0.0741034280683188,0.00739324949518371,9.97693317017343
