simulations, -2LL
1000,603.539
2000,603.124
3000,602.899
4000,603.027
5000,603.018
6000,603.027
7000,603.048
8000,603.056
9000,602.57
10000,602.618
11000,602.586
12000,602.684
13000,602.752
14000,602.775
15000,602.778
16000,602.854
17000,602.922
18000,602.953
19000,603.008
20000,602.988
21000,602.944
22000,602.978
23000,602.951
24000,602.929
25000,602.942
26000,602.975
27000,602.981
28000,602.895
29000,602.916
30000,602.883
