iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,784.294,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,771.671,1,5.29564,0.838734,34.2435,6.16585,71.407,1.46202,1.46202,0.974679,0.62,0.285
3,771.803,1,4.83481,1.42834,33.8581,7.97581,83.0106,1.425,1.425,1.19903,0.62,0.27075
4,765.656,1,4.40201,1.88068,32.6074,9.27555,91.3117,1.38892,1.38892,1.16867,0.62,0.257212
5,743.771,1,4.93402,1.00151,28.4182,8.38652,113.284,1.35375,1.35375,1.13908,0.62,0.244352
6,733.567,1,4.75998,1.43112,29.4227,9.88211,127.09,1.31947,1.31947,1.14739,0.62,0.232134
7,722.303,1,4.22147,1.64667,24.0884,9.5799,133.445,1.28606,1.28606,1.11834,0.62,0.220528
8,709.096,1,4.33327,1.41915,23.7253,9.01855,125.104,1.2535,1.2535,1.09002,0.62,0.209501
9,698.782,1,4.35602,1.20312,24.2867,10.8439,139.569,1.22176,1.22176,1.06242,0.62,0.199026
10,694.259,1,4.0965,1.60643,24.2325,10.1254,163.34,1.19082,1.19082,1.03552,0.62,0.189075
11,683.44,1,3.73867,1.12212,20.3079,10.4452,182.736,1.16067,1.16067,1.0093,0.62,0.179621
12,671.131,1,3.69101,1.26705,25.1986,9.70193,199.582,1.13128,1.13128,0.983745,0.62,0.17064
13,661.534,1,3.67856,1.06403,23.5921,9.82987,213.927,1.10264,1.10264,0.958836,0.62,0.162108
14,647.605,1,3.2807,1.84362,21.8008,9.99495,226.128,1.07472,1.07472,0.934558,0.62,0.154003
15,632.513,1,3.2043,1.80339,21.4709,7.75609,211.112,1.04751,1.04751,0.910894,0.62,0.146302
16,623.111,1,3.17421,1.76122,22.1058,9.36408,222.822,1.02098,1.02098,0.88783,0.62,0.138987
17,617.438,1,2.88472,1.95596,21.3627,8.74578,230.829,0.995131,0.995131,0.86535,0.62,0.132038
18,605.416,1,3.14474,1.30562,21.585,7.75438,234.436,0.969933,0.969933,0.843438,0.62,0.125436
19,575.057,1,3.02023,1.65912,24.2952,6.42185,240.297,0.945374,0.945374,0.822082,0.62,0.119164
20,566.667,1,3.23063,1.25506,26.8671,5.52801,246.68,0.921437,0.921437,0.801267,0.62,0.113206
21,568.379,1,3.26705,0.914987,23.9707,5.56397,239.742,0.898105,0.898105,0.780978,0.62,0.107546
22,553.214,1,3.02727,1.45002,24.4282,5.3254,237.869,0.875365,0.875365,0.761203,0.62,0.102168
23,545.563,1,2.96691,1.81425,26.2005,5.23829,237.312,0.8532,0.8532,0.741929,0.62,0.0970601
24,526.587,1,3.16292,1.44317,26.2615,4.49666,236.385,0.831597,0.831597,0.723143,0.62,0.0922071
25,515.552,1,3.13685,1.38473,26.023,4.53419,238.231,0.81054,0.81054,0.704833,0.62,0.0875967
26,505.561,1,3.0908,1.2581,25.3343,4.90688,247.351,0.790017,0.790017,0.686986,0.62,0.0832169
27,497.313,1,3.15327,1.13877,24.6627,5.29955,251.989,0.770013,0.770013,0.669591,0.62,0.079056
28,487.803,1,3.14279,1.01077,24.0084,5.02382,258.682,0.750516,0.750516,0.652637,0.62,0.0751032
29,483.716,1,2.8813,1.60902,25.3068,5.41367,259.188,0.731512,0.731512,0.636112,0.62,0.0713481
30,472.936,1,2.79826,1.66435,24.8557,5.4932,271.438,0.71299,0.71299,0.620005,0.62,0.0677807
31,458.259,1,2.79294,1.54041,24.3791,5.06102,274.407,0.694937,0.694937,0.604306,0.62,0.0643916
32,443.815,1,2.67671,1.72717,24.0848,4.98844,278.802,0.677341,0.677341,0.589005,0.62,0.061172
33,440.688,1,2.77222,1.51903,24.2437,4.6833,279.129,0.66019,0.66019,0.574091,0.62,0.0581134
34,437.728,1,2.77003,1.47207,24.7148,4.50537,281.746,0.643474,0.643474,0.559554,0.62,0.0552078
35,420.946,1,2.73357,1.53844,23.9366,5.06578,281.085,0.627181,0.627181,0.545386,0.62,0.0524474
36,416.256,1,2.74473,1.62036,24.3287,5.13159,280.262,0.6113,0.6113,0.531577,0.62,0.049825
37,409.582,1,2.65291,1.72599,23.9196,5.14967,284.312,0.595821,0.595821,0.518117,0.62,0.0473338
38,401.219,1,2.70301,1.61166,24.725,5.37004,285.923,0.580735,0.580735,0.504998,0.62,0.0449671
39,385.206,1,2.71952,1.59536,24.9291,5.69183,284.415,0.56603,0.56603,0.492211,0.62,0.0427187
40,379.33,1,2.74163,1.58673,24.8245,5.50259,277.971,0.551698,0.551698,0.479748,0.62,0.0405828
41,368.707,1,2.76784,1.46201,24.1869,5.43642,280.414,0.537729,0.537729,0.4676,0.62,0.0385536
42,376.014,1,2.69401,1.6069,23.991,5.20589,281.948,0.524113,0.524113,0.455761,0.62,0.0380553
43,362.457,1,2.70504,1.64137,24.4611,5.12915,283.82,0.510842,0.510842,0.44422,0.62,0.0361525
44,359.635,1,2.74687,1.54047,24.3719,5.13609,282.102,0.497908,0.497908,0.432972,0.62,0.0357831
45,348.537,1,2.79704,1.49666,24.9102,5.16498,283.314,0.4853,0.4853,0.422009,0.62,0.0341653
46,350.526,1,2.79741,1.36071,24.3157,5.03452,288.128,0.473012,0.473012,0.411324,0.62,0.0345337
47,349.077,1,2.71621,1.56395,24.3589,5.06824,286.215,0.461035,0.461035,0.400909,0.62,0.0344141
48,351.811,1,2.73335,1.58,24.333,5.02197,284.649,0.449362,0.449362,0.390758,0.62,0.0351257
49,350.129,1,2.74778,1.43712,23.6409,5.20388,284.344,0.437984,0.437984,0.380863,0.62,0.0351379
50,352.082,1,2.66091,1.56918,23.4665,5.45875,284.566,0.426894,0.426894,0.37122,0.62,0.0356493
51,343.068,1,2.64854,1.62186,23.0528,5.79916,282.009,0.416084,0.416084,0.36182,0.62,0.0346261
52,339.142,1,2.68042,1.63423,23.7468,5.84091,280.467,0.405549,0.405549,0.352659,0.62,0.0338706
53,338.572,1,2.7022,1.6402,24.6362,5.6557,283.425,0.39528,0.39528,0.343729,0.62,0.033933
54,334.327,1,2.74322,1.49072,24.1003,5.45991,283.037,0.385271,0.385271,0.335026,0.62,0.03335
55,333.878,1,2.72245,1.55643,23.9989,5.28578,280.494,0.375516,0.375516,0.326543,0.62,0.0335295
56,330.102,1,2.73315,1.46046,23.7043,5.51318,281.754,0.366008,0.366008,0.318275,0.62,0.0334566
57,333.103,1,2.71816,1.45759,23.4866,5.5752,285.386,0.35674,0.35674,0.318037,0.62,0.0337853
58,336.553,1,2.7446,1.41503,23.5533,5.43699,284.968,0.347707,0.347707,0.309984,0.62,0.0354892
59,328.094,1,2.77286,1.40445,23.8048,5.22284,283.855,0.338903,0.338903,0.302135,0.62,0.0337147
60,317.585,1,2.79752,1.38228,24.286,5.1851,285.463,0.330322,0.330322,0.294485,0.62,0.0323877
61,329.247,1,2.71345,1.49798,23.9514,5.28246,286.968,0.321958,0.321958,0.287029,0.62,0.0331801
62,329.563,1,2.72946,1.5074,24.2921,5.37642,285.791,0.313806,0.313806,0.285264,0.62,0.0335492
63,329.474,1,2.78497,1.34496,23.6168,5.36237,283.056,0.30586,0.30586,0.313116,0.62,0.0332634
64,334.041,1,2.7618,1.3711,23.7028,5.342,283.941,0.298116,0.298116,0.308365,0.62,0.0338835
