standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_bias_abscissa,standEta_bias_cdf,split
-1.1416,0.138571,-1.13307,0.138571,-1.08451,0.138571,-1.16159,0.138571,-1.11093,0.138571,All
-1.13964,0.14,-1.11256,0.14,-1.07287,0.14,-1.16114,0.14,-1.10551,0.14,All
-1.12609,0.141429,-1.10288,0.141429,-1.07286,0.141429,-1.15023,0.141429,-1.08421,0.141429,All
-1.12443,0.142857,-1.0961,0.142857,-1.06943,0.142857,-1.14659,0.142857,-1.08409,0.142857,All
-1.12411,0.144286,-1.08847,0.144286,-1.0604,0.144286,-1.14205,0.144286,-1.07909,0.144286,All
-1.12186,0.145714,-1.08306,0.145714,-1.06038,0.145714,-1.11682,0.145714,-1.07599,0.145714,All
-1.11543,0.147143,-1.06764,0.147143,-1.04875,0.147143,-1.10949,0.147143,-1.07135,0.147143,All
-1.10819,0.148571,-1.05815,0.148571,-1.04364,0.148571,-1.10267,0.148571,-1.06026,0.148571,All
-1.10564,0.15,-1.04961,0.15,-1.04242,0.15,-1.10147,0.15,-1.03293,0.15,All
-1.10444,0.151429,-1.04922,0.151429,-1.03024,0.151429,-1.09088,0.151429,-1.02631,0.151429,All
-1.09604,0.152857,-1.04704,0.152857,-1.02765,0.152857,-1.07698,0.152857,-1.02433,0.152857,All
-1.09458,0.154286,-1.03264,0.154286,-1.00373,0.154286,-1.07653,0.154286,-1.0223,0.154286,All
-1.0931,0.155714,-1.02588,0.155714,-1.00082,0.155714,-1.0734,0.155714,-1.02134,0.155714,All
-1.08968,0.157143,-1.02584,0.157143,-0.986451,0.157143,-1.04394,0.157143,-1.01792,0.157143,All
-1.08893,0.158571,-1.02313,0.158571,-0.975583,0.158571,-1.03773,0.158571,-1.01774,0.158571,All
-1.08874,0.16,-1.02298,0.16,-0.968486,0.16,-1.03499,0.16,-1.00717,0.16,All
-1.08851,0.161429,-1.01427,0.161429,-0.950753,0.161429,-1.03346,0.161429,-1.0042,0.161429,All
-1.08812,0.162857,-1.00458,0.162857,-0.949615,0.162857,-1.03179,0.162857,-0.990214,0.162857,All
-1.08139,0.164286,-0.992096,0.164286,-0.945162,0.164286,-1.03161,0.164286,-0.982739,0.164286,All
-1.05925,0.165714,-0.982392,0.165714,-0.9411,0.165714,-1.02522,0.165714,-0.978452,0.165714,All
-1.05657,0.167143,-0.980246,0.167143,-0.939888,0.167143,-1.0185,0.167143,-0.976806,0.167143,All
-1.05639,0.168571,-0.979268,0.168571,-0.932737,0.168571,-1.00814,0.168571,-0.975551,0.168571,All
-1.05291,0.17,-0.975031,0.17,-0.931677,0.17,-1.00363,0.17,-0.97439,0.17,All
-1.04717,0.171429,-0.963245,0.171429,-0.929689,0.171429,-0.998238,0.171429,-0.965419,0.171429,All
-1.04206,0.172857,-0.960951,0.172857,-0.926255,0.172857,-0.996441,0.172857,-0.95032,0.172857,All
-1.03898,0.174286,-0.949622,0.174286,-0.918716,0.174286,-0.995746,0.174286,-0.947092,0.174286,All
-1.03551,0.175714,-0.934918,0.175714,-0.907944,0.175714,-0.979824,0.175714,-0.940192,0.175714,All
-1.02957,0.177143,-0.926245,0.177143,-0.88586,0.177143,-0.974304,0.177143,-0.935082,0.177143,All
-1.02956,0.178571,-0.92438,0.178571,-0.877804,0.178571,-0.968193,0.178571,-0.93461,0.178571,All
-1.02903,0.18,-0.919846,0.18,-0.85854,0.18,-0.962682,0.18,-0.933172,0.18,All
-1.02891,0.181429,-0.915538,0.181429,-0.855517,0.181429,-0.953592,0.181429,-0.927583,0.181429,All
-1.01788,0.182857,-0.908029,0.182857,-0.855232,0.182857,-0.934306,0.182857,-0.917498,0.182857,All
-1.01774,0.184286,-0.901598,0.184286,-0.841941,0.184286,-0.924912,0.184286,-0.911041,0.184286,All
-1.0166,0.185714,-0.901393,0.185714,-0.838989,0.185714,-0.924737,0.185714,-0.905655,0.185714,All
-1.01397,0.187143,-0.890772,0.187143,-0.837346,0.187143,-0.909119,0.187143,-0.895574,0.187143,All
-1.0137,0.188571,-0.888352,0.188571,-0.834346,0.188571,-0.906314,0.188571,-0.894189,0.188571,All
-1.00785,0.19,-0.88399,0.19,-0.832583,0.19,-0.905259,0.19,-0.893545,0.19,All
-0.997974,0.191429,-0.871794,0.191429,-0.828798,0.191429,-0.902493,0.191429,-0.888138,0.191429,All
-0.99471,0.192857,-0.871422,0.192857,-0.82853,0.192857,-0.901705,0.192857,-0.885949,0.192857,All
-0.993789,0.194286,-0.859226,0.194286,-0.81705,0.194286,-0.900057,0.194286,-0.88307,0.194286,All
-0.988838,0.195714,-0.844773,0.195714,-0.814346,0.195714,-0.896725,0.195714,-0.880644,0.195714,All
-0.978254,0.197143,-0.839002,0.197143,-0.795641,0.197143,-0.888717,0.197143,-0.878808,0.197143,All
-0.974733,0.198571,-0.83462,0.198571,-0.785993,0.198571,-0.867261,0.198571,-0.877852,0.198571,All
-0.969402,0.2,-0.833277,0.2,-0.780805,0.2,-0.847216,0.2,-0.849981,0.2,All
-0.966844,0.201429,-0.816391,0.201429,-0.775244,0.201429,-0.837311,0.201429,-0.84976,0.201429,All
-0.941131,0.202857,-0.816013,0.202857,-0.771556,0.202857,-0.827717,0.202857,-0.845949,0.202857,All
-0.926193,0.204286,-0.815428,0.204286,-0.771106,0.204286,-0.826502,0.204286,-0.841235,0.204286,All
-0.923048,0.205714,-0.812001,0.205714,-0.763052,0.205714,-0.816004,0.205714,-0.833908,0.205714,All
-0.88635,0.207143,-0.803835,0.207143,-0.762028,0.207143,-0.810284,0.207143,-0.825416,0.207143,All
-0.88267,0.208571,-0.800273,0.208571,-0.756001,0.208571,-0.809907,0.208571,-0.823111,0.208571,All
-0.881386,0.21,-0.793393,0.21,-0.75577,0.21,-0.808636,0.21,-0.822541,0.21,All
-0.870606,0.211429,-0.783704,0.211429,-0.748272,0.211429,-0.806403,0.211429,-0.820176,0.211429,All
-0.847026,0.212857,-0.780576,0.212857,-0.74094,0.212857,-0.802753,0.212857,-0.817956,0.212857,All
-0.794982,0.214286,-0.772526,0.214286,-0.735823,0.214286,-0.800925,0.214286,-0.807642,0.214286,All
-0.710727,0.215714,-0.763901,0.215714,-0.732012,0.215714,-0.799843,0.215714,-0.795856,0.215714,All
-0.672239,0.217143,-0.763139,0.217143,-0.727458,0.217143,-0.791713,0.217143,-0.795173,0.217143,All
-0.659784,0.218571,-0.75817,0.218571,-0.723686,0.218571,-0.783595,0.218571,-0.790918,0.218571,All
-0.65166,0.22,-0.748655,0.22,-0.721888,0.22,-0.765791,0.22,-0.784121,0.22,All
-0.644617,0.221429,-0.74576,0.221429,-0.712164,0.221429,-0.759578,0.221429,-0.782542,0.221429,All
-0.634735,0.222857,-0.737369,0.222857,-0.707352,0.222857,-0.759008,0.222857,-0.780461,0.222857,All
-0.625087,0.224286,-0.73447,0.224286,-0.705559,0.224286,-0.754811,0.224286,-0.779324,0.224286,All
-0.621142,0.225714,-0.730902,0.225714,-0.691478,0.225714,-0.737434,0.225714,-0.779311,0.225714,All
-0.596641,0.227143,-0.721535,0.227143,-0.689182,0.227143,-0.72766,0.227143,-0.776337,0.227143,All
-0.59638,0.228571,-0.717671,0.228571,-0.689074,0.228571,-0.724956,0.228571,-0.768988,0.228571,All
-0.584599,0.23,-0.708324,0.23,-0.686277,0.23,-0.717538,0.23,-0.765127,0.23,All
-0.567386,0.231429,-0.696392,0.231429,-0.683493,0.231429,-0.709657,0.231429,-0.764753,0.231429,All
-0.560844,0.232857,-0.69468,0.232857,-0.681676,0.232857,-0.708076,0.232857,-0.76319,0.232857,All
-0.55448,0.234286,-0.690707,0.234286,-0.680511,0.234286,-0.702675,0.234286,-0.762231,0.234286,All
-0.551349,0.235714,-0.686854,0.235714,-0.675294,0.235714,-0.700167,0.235714,-0.761527,0.235714,All
-0.547368,0.237143,-0.666991,0.237143,-0.666973,0.237143,-0.680378,0.237143,-0.760251,0.237143,All
-0.547227,0.238571,-0.666107,0.238571,-0.666567,0.238571,-0.673362,0.238571,-0.756534,0.238571,All
-0.531015,0.24,-0.663532,0.24,-0.664792,0.24,-0.671746,0.24,-0.749555,0.24,All
-0.525805,0.241429,-0.662246,0.241429,-0.658966,0.241429,-0.67174,0.241429,-0.745968,0.241429,All
-0.51347,0.242857,-0.644394,0.242857,-0.65726,0.242857,-0.669031,0.242857,-0.744337,0.242857,All
-0.509355,0.244286,-0.642406,0.244286,-0.650414,0.244286,-0.668917,0.244286,-0.742811,0.244286,All
-0.508667,0.245714,-0.636049,0.245714,-0.637385,0.245714,-0.663108,0.245714,-0.739385,0.245714,All
-0.503205,0.247143,-0.626093,0.247143,-0.624247,0.247143,-0.659356,0.247143,-0.73913,0.247143,All
-0.491644,0.248571,-0.624035,0.248571,-0.616863,0.248571,-0.650391,0.248571,-0.73249,0.248571,All
-0.46922,0.25,-0.604646,0.25,-0.614679,0.25,-0.643451,0.25,-0.713631,0.25,All
-0.464938,0.251429,-0.601585,0.251429,-0.608321,0.251429,-0.641598,0.251429,-0.70756,0.251429,All
-0.457151,0.252857,-0.5967,0.252857,-0.603065,0.252857,-0.63578,0.252857,-0.701682,0.252857,All
-0.456247,0.254286,-0.59457,0.254286,-0.596779,0.254286,-0.629817,0.254286,-0.701163,0.254286,All
-0.453224,0.255714,-0.59071,0.255714,-0.579073,0.255714,-0.62514,0.255714,-0.700026,0.255714,All
-0.451795,0.257143,-0.588055,0.257143,-0.578572,0.257143,-0.620778,0.257143,-0.693999,0.257143,All
-0.443092,0.258571,-0.580637,0.258571,-0.576316,0.258571,-0.615437,0.258571,-0.692626,0.258571,All
-0.440373,0.26,-0.557106,0.26,-0.575728,0.26,-0.613543,0.26,-0.692244,0.26,All
-0.430376,0.261429,-0.55502,0.261429,-0.572601,0.261429,-0.592278,0.261429,-0.691474,0.261429,All
-0.416038,0.262857,-0.547756,0.262857,-0.552768,0.262857,-0.578173,0.262857,-0.689057,0.262857,All
-0.407452,0.264286,-0.54517,0.264286,-0.548883,0.264286,-0.575835,0.264286,-0.684595,0.264286,All
-0.406343,0.265714,-0.544826,0.265714,-0.548384,0.265714,-0.575082,0.265714,-0.682262,0.265714,All
-0.401222,0.267143,-0.540174,0.267143,-0.547268,0.267143,-0.56561,0.267143,-0.674286,0.267143,All
-0.40027,0.268571,-0.537756,0.268571,-0.537844,0.268571,-0.562363,0.268571,-0.672777,0.268571,All
-0.399467,0.27,-0.525647,0.27,-0.529271,0.27,-0.559135,0.27,-0.66871,0.27,All
-0.399379,0.271429,-0.523272,0.271429,-0.519047,0.271429,-0.554162,0.271429,-0.664216,0.271429,All
-0.397665,0.272857,-0.511686,0.272857,-0.516011,0.272857,-0.550507,0.272857,-0.664058,0.272857,All
-0.394022,0.274286,-0.509771,0.274286,-0.515524,0.274286,-0.54746,0.274286,-0.660712,0.274286,All
-0.392247,0.275714,-0.508055,0.275714,-0.502121,0.275714,-0.546151,0.275714,-0.658269,0.275714,All
-0.385906,0.277143,-0.495293,0.277143,-0.495741,0.277143,-0.540577,0.277143,-0.654206,0.277143,All
-0.385824,0.278571,-0.492994,0.278571,-0.494237,0.278571,-0.539932,0.278571,-0.648664,0.278571,All
-0.378623,0.28,-0.48603,0.28,-0.49406,0.28,-0.538189,0.28,-0.643358,0.28,All
-0.377496,0.281429,-0.476715,0.281429,-0.493693,0.281429,-0.526435,0.281429,-0.641332,0.281429,All
-0.376168,0.282857,-0.472958,0.282857,-0.489795,0.282857,-0.516991,0.282857,-0.641286,0.282857,All
-0.374022,0.284286,-0.468984,0.284286,-0.477215,0.284286,-0.515948,0.284286,-0.639046,0.284286,All
-0.369844,0.285714,-0.466899,0.285714,-0.476371,0.285714,-0.51587,0.285714,-0.637751,0.285714,All
-0.366509,0.287143,-0.466379,0.287143,-0.473844,0.287143,-0.506792,0.287143,-0.633599,0.287143,All
-0.360417,0.288571,-0.464356,0.288571,-0.471187,0.288571,-0.502221,0.288571,-0.622799,0.288571,All
-0.359738,0.29,-0.462557,0.29,-0.468883,0.29,-0.49996,0.29,-0.618962,0.29,All
-0.359215,0.291429,-0.454077,0.291429,-0.465631,0.291429,-0.499386,0.291429,-0.614444,0.291429,All
-0.357229,0.292857,-0.445337,0.292857,-0.46527,0.292857,-0.49832,0.292857,-0.614328,0.292857,All
-0.353869,0.294286,-0.440012,0.294286,-0.458349,0.294286,-0.498129,0.294286,-0.611032,0.294286,All
-0.339358,0.295714,-0.432133,0.295714,-0.4557,0.295714,-0.485083,0.295714,-0.606157,0.295714,All
-0.339068,0.297143,-0.430562,0.297143,-0.451425,0.297143,-0.482927,0.297143,-0.604266,0.297143,All
-0.335913,0.298571,-0.427856,0.298571,-0.449921,0.298571,-0.481156,0.298571,-0.601459,0.298571,All
-0.335181,0.3,-0.42524,0.3,-0.449024,0.3,-0.475505,0.3,-0.598504,0.3,All
-0.333918,0.301429,-0.412856,0.301429,-0.446174,0.301429,-0.467788,0.301429,-0.589759,0.301429,All
-0.333303,0.302857,-0.411804,0.302857,-0.445113,0.302857,-0.467779,0.302857,-0.589064,0.302857,All
-0.324577,0.304286,-0.410088,0.304286,-0.432191,0.304286,-0.4675,0.304286,-0.584634,0.304286,All
-0.323923,0.305714,-0.400414,0.305714,-0.42612,0.305714,-0.460003,0.305714,-0.58419,0.305714,All
-0.320404,0.307143,-0.396414,0.307143,-0.424075,0.307143,-0.459779,0.307143,-0.574741,0.307143,All
-0.317953,0.308571,-0.395347,0.308571,-0.423048,0.308571,-0.456867,0.308571,-0.571948,0.308571,All
-0.301675,0.31,-0.393579,0.31,-0.415353,0.31,-0.454092,0.31,-0.57011,0.31,All
-0.299104,0.311429,-0.376485,0.311429,-0.413762,0.311429,-0.452504,0.311429,-0.560869,0.311429,All
-0.292682,0.312857,-0.369253,0.312857,-0.412907,0.312857,-0.446757,0.312857,-0.549706,0.312857,All
-0.292432,0.314286,-0.367079,0.314286,-0.41202,0.314286,-0.429007,0.314286,-0.541801,0.314286,All
-0.291565,0.315714,-0.360535,0.315714,-0.397744,0.315714,-0.428501,0.315714,-0.540829,0.315714,All
-0.278943,0.317143,-0.346604,0.317143,-0.393824,0.317143,-0.427048,0.317143,-0.535178,0.317143,All
-0.272682,0.318571,-0.334426,0.318571,-0.386985,0.318571,-0.425071,0.318571,-0.531615,0.318571,All
-0.270059,0.32,-0.324588,0.32,-0.386611,0.32,-0.419844,0.32,-0.524198,0.32,All
-0.267653,0.321429,-0.321923,0.321429,-0.371697,0.321429,-0.41459,0.321429,-0.518228,0.321429,All
-0.264023,0.322857,-0.319933,0.322857,-0.363129,0.322857,-0.412462,0.322857,-0.516668,0.322857,All
-0.262059,0.324286,-0.315773,0.324286,-0.352661,0.324286,-0.400248,0.324286,-0.51638,0.324286,All
-0.260138,0.325714,-0.313248,0.325714,-0.343379,0.325714,-0.392362,0.325714,-0.515959,0.325714,All
-0.258213,0.327143,-0.309478,0.327143,-0.343071,0.327143,-0.386916,0.327143,-0.50699,0.327143,All
-0.254294,0.328571,-0.308428,0.328571,-0.342116,0.328571,-0.382081,0.328571,-0.493927,0.328571,All
-0.241521,0.33,-0.29913,0.33,-0.341587,0.33,-0.362902,0.33,-0.493335,0.33,All
-0.23257,0.331429,-0.298576,0.331429,-0.340852,0.331429,-0.362577,0.331429,-0.493159,0.331429,All
-0.223875,0.332857,-0.297641,0.332857,-0.337633,0.332857,-0.362153,0.332857,-0.490851,0.332857,All
-0.223302,0.334286,-0.293469,0.334286,-0.331417,0.334286,-0.357545,0.334286,-0.489308,0.334286,All
-0.222821,0.335714,-0.291969,0.335714,-0.331344,0.335714,-0.351484,0.335714,-0.485343,0.335714,All
-0.220524,0.337143,-0.286478,0.337143,-0.327329,0.337143,-0.348092,0.337143,-0.472452,0.337143,All
-0.210076,0.338571,-0.284037,0.338571,-0.325921,0.338571,-0.347331,0.338571,-0.471164,0.338571,All
-0.208209,0.34,-0.283029,0.34,-0.325713,0.34,-0.34222,0.34,-0.464264,0.34,All
