rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.48248,-1.13933,0.843747,-1.0546,0
2,1,-2.65539,-1.34599,0.224244,-1.39282,0
3,1,-2.51044,-1.69063,0.623672,-1.64319,0
4,1,-2.52988,-0.398455,-0.104856,-0.359981,0
5,1,-2.79926,-1.19419,-0.157529,-1.22271,0
6,1,-2.37411,-1.53264,-0.260162,-1.4942,0
7,1,-2.86682,-1.8814,0.872058,-1.86861,0
8,1,-2.56045,-0.592953,-0.14758,-0.561232,0
9,1,-2.58444,-1.1243,0.425186,-1.15679,0
10,1,-2.54117,-1.4641,0.721424,-1.46154,0
11,1,-2.51408,-1.97147,0.380146,-2.03424,0
12,1,-2.81196,-0.600781,0.111173,-0.672808,0
13,1,-2.63663,-0.930453,0.0227516,-0.934247,0
14,1,-2.76886,-1.32797,0.187784,-1.35645,0
15,1,-2.48838,-1.79738,0.166847,-1.76113,0
16,1,-2.63912,-0.827617,-0.578751,-0.865074,0
17,1,-2.62475,-1.0895,0.648205,-1.00775,0
18,1,-2.36604,-1.35213,1.08056,-1.40475,0
19,1,-2.64513,-1.67623,0.28457,-1.6588,0
20,1,-2.52806,-1.20754,0.476194,-1.12851,0
21,1,-2.6756,-1.08807,-0.0176792,-1.04043,0
22,1,-2.82476,-1.54474,0.441139,-1.47913,0
23,1,-2.65435,-1.55195,0.173649,-1.58951,0
24,1,-2.4129,-1.11159,0.0172978,-1.10676,0
25,1,-2.592,-0.84924,0.638082,-0.853054,0
26,1,-2.63816,-1.37257,1.4184,-1.3254,0
27,1,-2.69823,-1.62055,0.459431,-1.7452,0
28,1,-2.74209,-0.952195,0.147721,-0.884737,0
29,1,-2.65998,-0.754679,-0.128597,-0.76087,0
30,1,-2.55459,-1.30521,-0.0327884,-1.28347,0
31,1,-2.46367,-2.00505,0.804419,-1.93448,0
32,1,-2.76124,-0.479227,-0.822005,-0.445896,0
33,1,-2.59322,-0.948352,0.0438291,-0.920181,0
34,1,-2.59842,-1.45899,0.0942962,-1.47178,0
35,1,-2.39286,-1.90777,0.599284,-1.92716,0
36,1,-2.79112,-0.50064,-0.0732071,-0.491407,0
37,1,-2.55645,-0.888419,0.0837539,-0.864524,0
38,1,-2.59844,-1.64217,0.129878,-1.66828,0
39,1,-2.35279,-1.62822,1.04832,-1.64393,0
40,1,-2.72839,-0.436803,0.645489,-0.481632,0
41,1,-2.50858,-0.883819,0.0500254,-0.887612,0
42,1,-2.56394,-1.64097,0.847897,-1.56032,0
43,1,-2.68695,-1.52615,-0.0294657,-1.51489,0
44,1,-2.4702,-0.493142,0.581983,-0.527284,0
45,1,-2.59688,-1.06067,0.445472,-1.00715,0
46,1,-2.7909,-1.47567,0.529833,-1.47693,0
47,1,-2.48049,-1.33438,0.0881559,-1.23289,0
48,1,-2.63641,-0.648692,0.178798,-0.583618,0
49,1,-2.26914,-1.02076,0.784693,-1.05208,0
50,1,-2.57639,-1.42786,0.387544,-1.40055,0
1,2,1.00663,-0.19407,0.826801,-0.22265,0
2,2,0.992936,-0.110906,0.936053,-0.15024,0
3,2,1.0533,0.0773928,0.505618,0.0755795,0
4,2,1.08662,-0.226702,1.22488,-0.260217,0
5,2,0.904212,-0.288993,0.619187,-0.228353,0
6,2,1.00203,0.269488,0.274745,0.251962,0
7,2,0.955406,0.0740275,-0.218482,-0.0491602,0
8,2,1.01516,-0.404095,0.478641,-0.421198,0
9,2,0.974382,0.7427,-0.355804,0.741507,0
10,2,0.955834,0.300641,0.577838,0.265138,0
11,2,1.06976,-0.0309342,0.764187,-0.0165223,0
12,2,0.828675,0.404046,-0.533503,0.413591,0
13,2,0.909128,0.794705,-0.894092,0.825852,0
14,2,0.95961,0.407948,-0.0534128,0.393021,0
15,2,0.979667,-0.0266867,0.351912,-0.0431117,0
16,2,0.953948,0.607422,-0.469159,0.530281,0
17,2,0.987637,0.845611,-0.281755,0.826579,0
18,2,0.976911,0.521943,0.310795,0.492905,0
19,2,0.801182,0.00639255,0.0221932,-0.00590619,0
20,2,0.758113,0.390195,-0.331525,0.440169,0
21,2,1.09525,0.453537,-0.159901,0.427351,0
22,2,1.06229,0.464748,0.0788748,0.461836,0
23,2,1.04666,0.233261,0.546085,0.258948,0
24,2,0.971011,0.507254,0.149046,0.477076,0
25,2,0.985249,0.385736,0.171795,0.418976,0
26,2,0.958415,0.740379,-0.325473,0.690293,0
27,2,0.999203,0.305627,0.287124,0.358255,0
28,2,1.14131,0.500895,0.137791,0.440007,0
29,2,1.00132,0.266889,0.112617,0.204354,0
30,2,0.865327,0.604663,-0.438521,0.539807,0
31,2,0.930132,0.489857,-0.173863,0.493336,0
32,2,1.01007,-0.149471,0.958127,-0.178449,0
33,2,1.05347,0.420754,-0.0236795,0.424603,0
34,2,1.17702,0.500251,0.500477,0.520509,0
35,2,0.831745,0.201907,-0.175954,0.147437,0
36,2,0.987262,-0.5214,1.43717,-0.466907,0
37,2,1.07592,0.485133,-0.27274,0.536228,0
38,2,0.878273,0.17558,-0.0169979,0.172293,0
39,2,0.816754,0.376404,-0.856705,0.381082,0
40,2,0.747936,-0.472785,0.809814,-0.459866,0
41,2,1.00642,0.732403,0.122432,0.727319,0
42,2,0.871816,0.0897641,-0.156793,0.0366592,0
43,2,0.950675,0.817734,-0.930688,0.810468,0
44,2,0.835754,-0.428635,0.381929,-0.405052,0
45,2,0.845526,0.896336,-1.13232,0.853519,0
46,2,1.11885,0.264969,0.732799,0.286111,0
47,2,0.924675,1.01913,-0.736669,1.00246,0
48,2,0.875143,0.320997,0.443412,0.287678,0
49,2,1.0188,-0.154614,1.11619,-0.157595,0
50,2,0.823112,0.550085,0.0086419,0.583749,0
1,3,0.691178,-0.0609476,0.0700867,-0.0291263,0
2,3,0.653355,0.369325,-0.00275455,0.297484,0
3,3,0.6414,0.343536,-0.576814,0.350109,0
4,3,0.604842,0.280694,-0.197964,0.312582,0
5,3,0.682006,-0.0487232,0.107561,-0.0331187,0
