standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.79049,0.0970435,-2.66411,0.0155174,-2.83307,0.0229254,-2.66061,0.0155,All
-2.63783,0.194087,-2.47317,0.0310348,-2.63921,0.0152836,-2.46945,0.02325,All
-2.48517,0.145565,-2.28222,0.054311,-2.44534,0.0305672,-2.27829,0.0620001,All
-2.33251,0.0485218,-2.09128,0.124139,-2.25147,0.122269,-2.08713,0.1085,All
-2.17985,0,-1.90033,0.17845,-2.05761,0.0917016,-1.89597,0.2015,All
-2.02718,0,-1.70939,0.124139,-1.86374,0.0687762,-1.70482,0.1085,All
-1.87452,0.0291131,-1.51845,0.147415,-1.66988,0.145194,-1.51366,0.16275,All
-1.72186,0.135861,-1.3275,0.155174,-1.47601,0.129911,-1.3225,0.14725,All
-1.5692,0.262017,-1.13656,0.116381,-1.28215,0.16812,-1.13134,0.124,All
-1.41654,0.0582261,-0.945612,0.0931045,-1.08828,0.175761,-0.940181,0.1085,All
-1.26388,0,-0.754668,0.124139,-0.894415,0.244537,-0.749023,0.11625,All
-1.11122,0,-0.563724,0.193968,-0.70055,0.137552,-0.557864,0.186,All
-0.958554,0,-0.372779,0.217244,-0.506684,0.252179,-0.366706,0.2945,All
-0.805892,0,-0.181835,0.496557,-0.312819,0.366806,-0.175547,0.449501,All
-0.65323,0.135861,0.00910952,0.566386,-0.118953,0.389732,0.0156115,0.534751,All
-0.500569,0.291131,0.200054,0.48104,0.0749127,0.512,0.20677,0.581251,All
-0.347907,0.349357,0.390998,0.65949,0.268778,0.38209,0.397929,0.612251,All
-0.195246,0.727826,0.581943,0.535351,0.462644,0.489075,0.589087,0.511501,All
-0.0425841,0.494922,0.772887,0.457764,0.65651,0.412657,0.780246,0.434001,All
0.110077,0.349357,0.963831,0.24052,0.850375,0.435582,0.971404,0.22475,All
0.262739,0.203791,1.15478,0.0387935,1.04424,0.290388,1.16256,0.0465001,All
0.415401,0.514331,1.34572,0.0465522,1.23811,0.160478,1.35372,0.0310001,All
0.568062,0.591965,1.53666,0.0387935,1.43197,0.129911,1.54488,0.0465001,All
0.720724,0.82487,1.72761,0.0387935,1.62584,0.106985,1.73604,0.0310001,All
0.873385,0.630783,1.91855,0.0698284,1.8197,0.038209,1.9272,0.0930002,All
1.02605,0.562852,2.1095,0.0931045,2.01357,0.0152836,2.11836,0.0775001,All
1.17871,0.145565,2.30044,0.0931045,2.20743,0.0152836,2.30951,0.0930002,All
