parameter,value,se_sa,rse_sa
Cl_pop,5.77842992423049,0.34384244673841,5.95044763451379
beta_Cl_logtCLCR,0.40976434676474,0.350173362674669,85.4572549904434
V1_pop,4.14743657511306,2.14038840196414,51.6075017230564
Q_pop,40.8047172886109,6.56814608257992,16.096536182627
V2_pop,33.346346050464,2.3634899577786,7.08770296512206
omega_Cl,0.214055330904087,0.0439943411637595,20.5527893082337
omega_V1,0.324223256366179,0.473890328253159,146.161732370594
omega_Q,0.0908024940047818,0.193354444841173,212.939575019812
corr_V1_Cl,0.0220187006911405,1.31412735819944,5968.23298809907
b,0.0435564570172097,0.00380935749210363,8.74579282377929
