iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1273.52,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1262.68,1,9.84383,13.3061,47.3146,79.118,0.95,0.95,0.285,0.285,1.03147,0.974679,1.00133,0.974679,0.974679,0.974679
3,1241.86,1,9.36547,12.2911,47.2205,80.7718,0.9025,0.9025,0.27075,0.27075,1.02783,0.95,0.975974,0.95,1.06312,0.95
4,1230.04,1,9.51331,12.6775,48.3311,68.3371,0.857375,0.857375,0.257212,0.257212,1.00681,0.925945,0.951262,0.925945,1.06991,0.925945
5,1211.48,1,9.54332,11.337,48.581,65.8181,0.814506,0.814506,0.244352,0.244352,0.974507,0.9025,0.927176,0.9025,1.04282,0.9025
6,1187.23,1,9.46275,15.0916,43.2899,66.9663,0.773781,0.773781,0.232134,0.232134,0.98109,0.879648,0.903699,0.879648,1.01642,0.879648
7,1163.47,1,9.36965,14.9375,43.4073,69.2123,0.735092,0.735092,0.220528,0.220528,0.994248,0.857375,0.880817,0.857375,0.990679,0.857375
8,1141.82,1,9.39257,14.5494,44.8874,62.821,0.698337,0.698337,0.209501,0.209501,0.995876,0.835666,0.858514,0.835666,0.965595,0.835666
9,1137.14,1,9.49712,15.6466,43.9333,61.7023,0.66342,0.66342,0.199026,0.199026,1.0108,0.814506,0.836776,0.814506,0.941145,0.814506
10,1104.25,1,9.49012,14.7505,44.8333,63.7637,0.630249,0.630249,0.189075,0.189075,1.00072,0.793882,0.815588,0.793882,0.917315,0.793882
11,1092.92,1,9.59206,15.4067,47.2816,63.6198,0.598737,0.598737,0.179621,0.179621,1.03253,0.773781,0.794937,0.773781,0.894088,0.773781
12,1080.34,1,9.71647,15.3604,46.8476,64.9768,0.5688,0.5688,0.17064,0.17064,1.03759,0.754188,0.774809,0.754188,0.871449,0.754188
13,1061.25,1,9.73884,13.9031,47.2466,66.9073,0.54036,0.54036,0.162108,0.162108,1.02935,0.735092,0.75519,0.735092,0.849384,0.735092
14,1049.38,1,9.84127,14.3367,43.4382,66.2223,0.513342,0.513342,0.154003,0.154003,1.02913,0.716479,0.736068,0.716479,0.827877,0.716479
15,1025.89,1,9.78741,14.0326,45.693,73.7755,0.487675,0.487675,0.146302,0.146302,1.02031,0.698337,0.717431,0.698337,0.806914,0.698337
16,1018.62,1,9.76615,13.7893,46.6026,77.5673,0.463291,0.463291,0.138987,0.138987,1.04029,0.680655,0.699265,0.680655,0.786483,0.680655
17,1002.86,1,9.82155,12.1016,47.0075,75.4152,0.440127,0.295644,0.132038,0.142547,1.0502,0.66342,0.681559,0.66342,0.766569,0.66342
18,985.497,1,9.87816,12.2543,49.634,72.1718,0.41812,0.0604534,0.125436,0.147167,1.05505,0.646622,0.664302,0.646622,0.747159,0.646622
19,969.576,1,9.792,11.5025,48.2301,72.6589,0.397214,0.00235365,0.119164,0.150269,1.06142,0.630249,0.647481,0.630249,0.739894,0.630249
20,959.597,1,9.81014,11.8769,47.4642,72.4257,0.377354,2.22045e-16,0.113206,0.152997,1.05919,0.614291,0.631087,0.614291,0.722606,0.614291
21,952.071,1,9.75286,11.8743,46.6728,77.2019,0.358486,0.0417503,0.107546,0.146336,1.05757,0.598737,0.615107,0.598737,0.704309,0.598737
22,943.854,1,9.62211,11.7313,46.1735,86.0793,0.340562,2.22045e-16,0.102168,0.155478,1.05996,0.583577,0.599532,0.583577,0.702423,0.583577
23,947.341,1,9.60151,11.4516,47.7877,79.1091,0.323534,2.22045e-16,0.0970601,0.159833,1.05221,0.5688,0.584352,0.5688,0.788177,0.5688
24,937.582,1,9.59685,11.0444,47.6421,76.9656,2.22045e-16,2.22045e-16,0.110984,0.158871,1.04928,0.554398,0.569556,0.554398,0.76822,0.554398
25,929.8,1,9.64146,10.9134,46.8385,77.7134,2.22045e-16,2.22045e-16,0.108551,0.160647,1.04479,0.54036,0.555134,0.54036,0.748768,0.54036
26,916.351,1,9.64714,11.1278,46.2003,71.4543,2.10942e-16,2.22045e-16,0.103124,0.16305,1.04764,0.526678,0.541078,0.526678,0.740028,0.526678
27,911.552,1,9.66727,10.9879,46.172,70.1669,2.22045e-16,2.22045e-16,0.102152,0.16362,1.02822,0.513342,0.527378,0.513342,0.72129,0.513342
28,908.622,1,9.65266,10.8157,45.911,67.1813,2.22045e-16,2.22045e-16,0.100844,0.161237,1.04339,0.500344,0.514024,0.500344,0.704648,0.500344
29,902.038,1,9.53088,10.2634,46.0161,68.2663,2.10942e-16,2.22045e-16,0.0958014,0.170452,1.03216,0.487675,0.501009,0.487675,0.719786,0.487675
30,893.232,1,9.58876,9.97121,44.2328,73.726,2.00395e-16,2.22045e-16,0.0910114,0.174866,1.05574,0.475327,0.488323,0.475327,0.701561,0.475327
31,888.889,1,9.54733,9.88497,45.0898,72.5086,1.90375e-16,2.22045e-16,0.0864608,0.175022,1.06655,0.463291,0.475958,0.463291,0.700917,0.463291
32,886.018,1,9.51355,9.97373,44.7711,75.4862,1.80857e-16,2.22045e-16,0.0821378,0.183905,1.06546,0.45156,0.463907,0.45156,0.720808,0.45156
33,869.809,1,9.48929,9.89022,44.9167,76.6651,1.71814e-16,2.22045e-16,0.0780309,0.17962,1.05739,0.440127,0.45216,0.440127,0.768733,0.440127
34,869.17,1,9.48993,9.67616,46.2233,83.7957,2.22045e-16,2.22045e-16,0.0786129,0.184365,1.03585,0.428982,0.440711,0.428982,0.775553,0.428982
35,861.244,1,9.46509,10.0803,45.1931,78.9494,2.10942e-16,2.22045e-16,0.0746823,0.186784,1.04136,0.41812,0.429552,0.41812,0.816919,0.41812
36,857.984,1,9.48307,10.0103,45.3777,81.3551,2.22045e-16,2.22045e-16,0.0716185,0.191326,1.04757,0.407533,0.418676,0.407533,0.801559,0.407533
