simulations, -2LL
1000,611.744
2000,611.203
3000,611.23
4000,611.288
5000,611.397
6000,611.336
7000,611.357
8000,611.398
9000,611.19
10000,611.09
11000,611.018
12000,611.043
13000,611.136
14000,611.146
15000,611.176
16000,611.24
17000,611.266
18000,611.3
19000,611.313
20000,611.317
21000,611.326
22000,611.356
23000,611.328
24000,611.326
25000,611.311
26000,611.337
27000,611.364
28000,611.289
29000,611.319
30000,611.276
