pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-4.44992,0.0145284,-7.24065,0.00280461,-2.93876,0.0189677,All
-3.66124,0,-6.85726,0,-2.33466,0.0379355,All
-2.87255,0.0290567,-6.47387,0.00841383,-1.73057,0.113806,All
-2.08386,0.0726418,-6.09047,0.00841383,-1.12647,0.151742,All
-1.29517,0.0871701,-5.70708,0.00560922,-0.522373,0.41729,All
-0.506486,0.392266,-5.32369,0,0.0817228,0.455226,All
0.282202,0.406794,-4.94029,0.00280461,0.685819,0.303484,All
1.07089,0.334152,-4.5569,0,1.28992,0.227613,All
1.85958,0.0435851,-4.17351,0,1.89401,0.0569032,All
2.64826,0.0145284,-3.79011,0,2.49811,0.0379355,All
,,-3.40672,0,,,All
,,-3.02333,0,,,All
,,-2.63993,0.00841383,,,All
,,-2.25654,0.00841383,,,All
,,-1.87315,0.00841383,,,All
,,-1.48975,0.0476784,,,All
,,-1.10636,0.151449,,,All
,,-0.722967,0.325335,,,All
,,-0.339574,0.459956,,,All
,,0.0438195,0.555313,,,All
,,0.427213,0.493611,,,All
,,0.810606,0.330944,,,All
,,1.194,0.134621,,,All
,,1.57739,0.0841383,,,All
,,1.96079,0.0168277,,,All
,,2.34418,0.0112184,,,All
,,2.72757,0.00841383,,,All
,,3.11097,0.00560922,,,All
,,3.49436,0.00560922,,,All
,,3.87775,0.00560922,,,All
,,4.26115,0.00280461,,,All
