iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1491.34,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1478.81,1,6.78653,0.829059,0.378783,54.6575,16.1367,65.1729,0.974679,0.974679,1.04799,0.974679,0.998743,0.974679,0.974679
3,1474.81,1,6.44966,1.21361,0.434541,61.3016,14.3529,73.7867,0.95,0.95,1.02145,0.95,0.998743,0.95,0.95
4,1458.66,1,6.2119,0.216693,0.419337,55.4296,15.8183,66.8335,0.925945,0.925945,0.995586,0.925945,0.998743,0.925945,0.925945
5,1456.12,1,4.21654,2.44576,0.881605,57.9798,12.7309,69.1399,0.9025,0.9025,1.03311,0.9025,0.998743,0.9025,0.9025
6,1448.52,1,3.74577,1.47015,0.907511,62.7813,15.1771,74.7379,0.879648,0.879648,1.02294,0.879648,0.998743,0.879648,0.879648
7,1437.26,1,4.09545,1.85363,0.913541,63.0636,16.1261,75.0495,0.857375,0.857375,0.997043,0.857375,0.998743,0.857375,0.857375
8,1408.45,1,4.46854,0.664974,0.732642,63.203,16.2648,74.5752,0.835666,0.835666,0.971797,0.835666,0.998743,0.835666,0.835666
9,1408.03,1,3.81855,1.69647,1.01782,78.1015,17.0631,92.0184,0.814506,0.814506,1.01185,0.814506,0.998743,0.814506,0.814506
10,1389.71,1,4.5908,1.32499,0.905131,66.8132,16.1563,78.833,0.793882,0.793882,0.986227,0.793882,0.998743,0.793882,0.793882
11,1376.86,1,5.67455,1.45489,0.656642,63.9263,16.9597,75.1295,0.773781,0.773781,0.961255,0.773781,0.998743,0.773781,0.773781
12,1364.49,1,5.02523,1.10144,0.759588,61.1,14.6152,71.7803,0.754188,0.754188,0.98586,0.754188,0.998743,0.754188,0.754188
13,1361.42,1,4.81056,1.70545,0.787631,65.2833,15.255,76.5039,0.735092,0.735092,0.960897,0.735092,0.998743,0.735092,0.735092
14,1355.8,1,4.86996,1.54728,0.761885,70.3735,15.1995,82.576,0.716479,0.716479,1.01233,0.716479,0.998743,0.716479,0.716479
15,1336.51,1,4.74451,1.31149,0.843502,61.5202,18.8421,72.181,0.698337,0.698337,0.9867,0.698337,0.998743,0.698337,0.698337
16,1330.91,1,4.86097,1.25574,0.780642,53.9923,21.0799,63.4969,0.680655,0.680655,0.975957,0.680655,0.998743,0.680655,0.680655
17,1315.06,1,4.72735,1.10572,0.799093,53.4094,21.0243,63.1553,0.66342,0.66342,1.11649,0.66342,0.998743,0.66342,0.66342
18,1308.42,1,5.99079,0.847274,0.557832,56.6964,23.4128,66.9961,0.646622,0.646622,1.08822,0.646622,0.998743,0.646622,0.646622
19,1294.26,1,4.71469,1.19617,0.841526,50.7223,20.94,59.6494,0.630249,0.630249,1.12278,0.630249,0.998743,0.630249,0.630249
20,1280.61,1,7.40816,0.722418,0.36722,50.9911,21.3146,59.7905,0.614291,0.614291,1.09435,0.614291,0.998743,0.614291,0.614291
21,1274.39,1,8.61353,0.389075,0.169383,45.2616,25.2859,53.4697,0.598737,0.598737,1.1355,0.598737,0.998743,0.598737,0.598737
22,1260.23,1,6.23947,0.792971,0.572052,50.1252,21.691,59.448,0.583577,0.583577,1.10674,0.583577,0.998743,0.583577,0.583577
23,1243.39,1,5.09724,1.48891,0.789281,50.7253,17.5964,60.4577,0.5688,0.5688,1.07872,0.5688,0.998743,0.5688,0.5688
24,1228.26,1,5.45315,1.31945,0.728393,48.7887,16.9855,57.7977,0.554398,0.554398,1.05141,0.554398,0.998743,0.554398,0.554398
25,1225.53,1,5.33076,1.84041,0.77496,45.4274,17.3648,53.4921,0.54036,0.54036,1.02478,0.54036,0.998743,0.54036,0.54036
26,1212.24,1,4.78674,1.70246,0.888632,49.9319,18.6032,58.9212,0.526678,0.526678,1.06556,0.526678,0.998743,0.526678,0.526678
27,1204.54,1,5.90778,1.23666,0.634371,53.466,20.4569,63.1763,0.513342,0.513342,1.1,0.513342,0.998743,0.513342,0.513342
28,1193.4,1,5.92611,0.940882,0.624965,54.1728,22.0111,63.8652,0.500344,0.500344,1.07214,0.500344,0.998743,0.500344,0.500344
29,1182.23,1,4.13829,1.44428,1.01619,54.0048,20.9888,63.4825,0.487675,0.487675,1.07845,0.487675,0.998743,0.487675,0.487675
30,1161.71,1,4.93979,1.30209,0.84404,51.9514,18.6912,60.9599,0.475327,0.475327,1.05114,0.475327,0.998743,0.475327,0.475327
31,1171.14,1,5.09018,1.19881,0.802446,51.8205,19.1456,60.609,0.463291,0.463291,1.09827,0.463291,0.998743,0.463291,0.463291
32,1148.8,1,5.07455,1.06831,0.781593,51.3397,16.9952,59.9077,0.45156,0.45156,1.07046,0.45156,0.998743,0.45156,0.45156
33,1134.07,1,5.45695,1.30949,0.732824,54.6878,16.3943,63.6967,0.440127,0.440127,1.04335,0.440127,0.998743,0.440127,0.440127
34,1133.83,1,5.463,1.45256,0.73298,54.2738,16.6454,63.4067,0.428982,0.428982,1.01694,0.428982,0.998743,0.428982,0.428982
35,1118.05,1,4.94046,1.33922,0.78065,48.9068,18.0022,57.1078,0.41812,0.41812,0.991187,0.41812,0.998743,0.41812,0.41812
36,1106.43,1,4.76102,1.45642,0.858733,49.8906,22.9464,58.3166,0.407533,0.407533,0.966089,0.407533,0.998743,0.407533,0.407533
37,1096.62,1,4.83724,1.34311,0.826704,50.212,21.7383,58.7786,0.397214,0.397214,0.941627,0.397214,0.998743,0.397214,0.397214
38,1082.69,1,5.06022,1.3502,0.798285,49.3968,21.3134,57.7934,0.387157,0.387157,0.917785,0.387157,0.998743,0.387157,0.387157
39,1071.38,1,5.26935,1.18282,0.762262,50.8138,22.5744,59.6898,0.377354,0.377354,0.894546,0.377354,0.998743,0.377354,0.377354
40,1064.86,1,5.66756,1.06037,0.696379,52.4012,23.3958,61.5069,0.367799,0.367799,0.871896,0.367799,0.998743,0.367799,0.367799
41,1050.76,1,5.34473,1.30095,0.758273,51.1929,24.8121,60.1678,0.358486,0.358486,0.849819,0.358486,0.998743,0.358486,0.358486
42,1037.34,1,5.14123,1.41835,0.812569,50.3318,25.3278,59.2871,0.349409,0.349409,0.828301,0.349409,0.998743,0.349409,0.349409
