parameter,value,se_lin,rse_lin
Cl_pop,5.25838695457587,0.300459256772713,5.71390541183456
beta_Cl_logtCLCRMLMIN,0.622567455325787,0.24631056698531,39.5636753701519
V1_pop,20.1964671763173,1.60108202318103,7.92753509414998
Q_pop,6.22241058511304,1.27606141952828,20.5075091409304
V2_pop,23.9120677179608,2.75672055527043,11.5285745581918
omega_Cl,0.210752629680514,0.0404203069854087,19.1790285353416
omega_V1,0.267635035425197,0.0605114938911664,22.6097057117468
omega_Q,0.688091532628405,0.157558919800679,22.8979594035736
omega_V2,0.23166080921332,0.130815854614016,56.4687031260248
corr_V2_V1,0.999,0.439672461171568,44.0112573745314
a1,0.305285909372624,0.0223710279013102,7.3278940214711
a2,0.0616684700489963,0.00618604266249862,10.0311271831193
