parameter,value,se_lin,rse_lin
Cl_pop,5.26428992150986,0.299684618226856,5.69278331351673
beta_Cl_logtCLCRMLMIN,0.622019516783435,0.245407016289359,39.4532662830902
V1_pop,19.8030566010822,1.57275329638621,7.94197243419616
Q_pop,6.63341104754794,1.39133587762984,20.9746669949565
V2_pop,23.06099886646,2.59838579326408,11.267446862604
omega_Cl,0.209960710078225,0.0402753409196609,19.1823226853517
omega_V1,0.266961243361244,0.0607421032607108,22.7531541642231
omega_Q,0.703399318065237,0.160874768857786,22.8710441887101
omega_V2,0.227867025477053,0.128029827625062,56.1862021751607
corr_V2_V1,0.995880840127418,0.451481665553931,45.3349082904503
a1,0.304657062935736,0.0223298197537645,7.329493542211
a2,0.0619758723424622,0.00621900610837873,10.0345600204127
