simulations, -2LL
1000,591.715
2000,590.594
3000,590.995
4000,591.259
5000,591.449
6000,591.432
7000,591.562
8000,591.536
9000,590.685
10000,590.758
11000,590.841
12000,590.967
13000,591.054
14000,591.141
15000,591.179
16000,591.304
17000,591.409
18000,591.455
19000,591.535
20000,591.556
21000,591.542
22000,591.599
23000,591.592
24000,591.624
25000,591.646
26000,591.522
27000,591.573
28000,591.53
29000,591.55
30000,591.59
