parameter,value,se_sa,rse_sa
Cl_pop,5.70973583379774,1.25203968798349,21.9281543740127
beta_Cl_logtWTKG,0.745603881898598,0.336483506600453,45.1289907106753
beta_Cl_tCLCRMLMIN,0.603088849518578,0.213827349738341,35.4553644805456
V1_pop,40.9244250889689,3.08703116274358,7.5432486981367
Q_pop,12.5237138593827,2.80570916389443,22.4031720574038
V2_pop,44.0791339159344,4.52677293086339,10.2696503508817
omega_Cl,0.181816870133237,0.0356897555408078,19.6295071599539
omega_V1,0.238459710027435,0.0475049780276175,19.9215951500369
omega_Q,0.663766219290825,0.173642077770282,26.1601257677445
omega_V2,0.309988431653869,0.0642915144829476,20.7399721789408
corr_V2_V1,0.998532829387697,0.00436116346158939,0.436757143404455
a1,0.30026300249496,0.0226192715226139,7.53315304738335
a2,0.0647819437596959,0.00661727244267075,10.2146864676013
