simulations,OFV
500,1019.39
1000,1015.39
1500,1001.27
2000,994.362
2500,993.809
3000,992.292
3500,990.698
4000,989.082
4500,990.071
5000,990.491
5500,990.21
6000,990.104
6500,981.513
7000,980.818
7500,980.467
8000,980.866
8500,981.618
9000,981.182
9500,980.886
10000,980.405
10500,980.714
11000,981.113
11500,980.614
12000,980.45
12500,980.917
13000,981.373
13500,981.346
14000,981.236
14500,981.096
15000,981.119
15500,981.306
16000,981.534
16500,981.612
17000,981.211
17500,981.525
18000,981.759
18500,981.745
19000,981.902
19500,982.129
20000,982.038
20500,982.285
21000,982.273
21500,982.446
22000,982.67
22500,982.788
23000,981.625
23500,981.783
24000,981.891
24500,982.046
25000,982.099
25500,982.274
26000,982.303
26500,982.42
27000,982.553
27500,982.748
28000,982.777
28500,982.614
29000,982.742
29500,982.915
30000,983.03
