iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1257.71,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1241.4,1,10.4788,13.773,46.6015,75.5754,0.95,0.95,0.285,0.285,1.0346,0.974679,1.21012,0.974679,0.984183,0.974679
3,1224.8,1,10.5073,12.3861,47.1202,83.1938,0.9025,0.9025,0.27075,0.27075,1.04266,0.95,1.17948,0.95,1.07048,0.95
4,1211.61,1,10.4334,12.2131,46.1452,72.6063,0.857375,0.857375,0.257212,0.257212,1.02133,0.925945,1.14962,0.925945,1.13104,0.925945
5,1196.61,1,10.6982,12.9101,47.8515,86.9166,0.814506,0.814506,0.244352,0.244352,1.00306,0.9025,1.17539,0.9025,1.1024,0.9025
6,1171.23,1,10.5292,14.4927,42.1872,95.1148,0.773781,0.773781,0.232134,0.232134,1.02312,0.879648,1.154,0.879648,1.07448,0.879648
7,1163.14,1,10.2589,14.4039,40.7714,94.6477,0.735092,0.735092,0.220528,0.220528,1.02362,0.857375,1.14981,0.857375,1.04728,0.857375
8,1129.97,1,10.3983,14.4573,43.1096,88.1477,0.698337,0.698337,0.209501,0.209501,1.03341,0.835666,1.14951,0.835666,1.02076,0.835666
9,1121.28,1,10.5098,15.1908,42.3709,86.0415,0.66342,0.66342,0.199026,0.199026,1.03178,0.814506,1.1585,0.814506,0.994913,0.814506
10,1098.68,1,10.6378,14.2745,40.7462,74.8154,0.630249,0.630249,0.189075,0.189075,1.02744,0.793882,1.21289,0.793882,0.969721,0.793882
11,1094.02,1,10.5925,15.1016,43.2494,70.5049,0.598737,0.598737,0.179621,0.179621,1.03689,0.773781,1.34069,0.773781,0.945167,0.773781
12,1071.05,1,10.6157,15.7767,41.7716,69.9008,0.5688,0.5688,0.17064,0.17064,1.01918,0.754188,1.30674,0.754188,0.921235,0.754188
13,1043.07,1,10.6933,16.2906,44.2662,65.2943,0.54036,0.54036,0.162108,0.162108,1.03336,0.735092,1.27366,0.735092,0.897909,0.735092
14,1028.79,1,10.6366,15.8968,42.6628,66.4416,0.513342,0.513342,0.154003,0.154003,1.0364,0.716479,1.24141,0.716479,0.875173,0.716479
15,1017.15,1,10.6197,16.6438,44.465,71.5269,0.487675,0.487675,0.146302,0.146302,1.02759,0.698337,1.20997,0.698337,0.853014,0.698337
16,1018.88,1,10.6386,17.4576,44.4686,71.9271,0.463291,0.463291,0.138987,0.138987,1.03025,0.680655,1.17934,0.680655,0.831415,0.680655
17,1001.25,1,10.6087,15.9684,44.2359,72.4655,0.440127,0.440127,0.132038,0.132038,1.01656,0.66342,1.14948,0.66342,0.810363,0.66342
18,991.945,1,10.583,15.5548,43.9573,62.9659,0.41812,0.41812,0.125436,0.125436,1.01379,0.646622,1.12037,0.646622,0.795255,0.646622
19,978.981,1,10.6626,13.0982,43.1097,58.3201,0.397214,0.518338,0.119164,0.121072,1.01785,0.630249,1.10088,0.630249,0.775119,0.630249
20,962.632,1,10.6691,14.1509,43.4669,56.9669,0.377354,0.513003,0.113206,0.118878,1.01265,0.614291,1.07301,0.614291,0.755492,0.614291
21,953.665,1,10.6901,13.4301,43.3365,62.8761,0.358486,0.60552,0.107546,0.114435,1.01767,0.598737,1.04584,0.598737,0.736363,0.598737
22,940.648,1,10.6696,14.1677,42.2534,64.9053,0.340562,0.639347,0.102168,0.111658,1.01888,0.583577,1.02206,0.583577,0.745169,0.583577
23,936.35,1,10.6537,13.757,41.8132,68.2163,2.22045e-16,0.616422,0.121856,0.109488,1.01343,0.5688,1.0904,0.5688,0.745952,0.5688
24,933.394,1,10.692,14.1554,43.0186,72.1746,2.22045e-16,0.582402,0.123569,0.108025,1.02844,0.554398,1.17087,0.554398,0.727064,0.554398
25,924.507,1,10.6946,13.6007,43.5601,72.675,2.22045e-16,0.637061,0.119034,0.105256,1.03642,0.54036,1.14123,0.54036,0.708654,0.54036
26,923.938,1,10.5916,13.4748,42.4916,77.1239,2.22045e-16,0.582374,0.119437,0.106727,1.03993,0.526678,1.13515,0.526678,0.690711,0.526678
27,918.508,1,10.6643,14.0514,42.7605,74.578,2.22045e-16,0.398777,0.117371,0.124478,1.03004,0.513342,1.10641,0.513342,0.708744,0.513342
28,925.604,1,10.662,14.4557,43.0572,76.8607,2.22045e-16,0.506668,0.118733,0.123315,1.03215,0.500344,1.07839,0.500344,0.690798,0.500344
29,914.533,1,10.6603,13.1391,43.0935,73.5157,2.22045e-16,0.469626,0.113264,0.12751,1.0352,0.487675,1.05109,0.487675,0.673307,0.487675
30,914.734,1,10.6094,12.712,42.8703,69.9637,2.22045e-16,0.428656,0.108971,0.138237,1.04207,0.475327,1.02447,0.475327,0.656258,0.475327
31,916.139,1,10.7115,10.7934,45.0434,66.5429,2.22045e-16,0.419935,0.110598,0.139472,1.05368,0.463291,1.03046,0.463291,0.639642,0.463291
32,919.751,1,10.6829,11.2957,44.5595,66.5176,2.22045e-16,0.448731,0.111273,0.143564,1.04055,0.45156,1.00437,0.45156,0.623446,0.45156
33,900.323,1,10.5716,12.2804,42.4182,74.2731,2.22045e-16,0.426294,0.108678,0.136386,1.02647,0.440127,0.978935,0.440127,0.613649,0.440127
34,908.294,1,10.6447,11.6486,44.8619,78.2363,2.22045e-16,0.465596,0.116262,0.130226,1.04047,0.428982,0.954148,0.428982,0.598112,0.428982
35,894.216,1,10.6081,11.7327,45.2056,75.4876,2.22045e-16,0.404767,0.112232,0.128637,1.04044,0.41812,0.932503,0.41812,0.602316,0.41812
36,887.835,1,10.6338,11.4233,44.9808,75.9659,2.22045e-16,0.360868,0.112114,0.130614,1.03859,0.407533,0.908892,0.407533,0.587065,0.407533
37,886.603,1,10.622,11.4628,45.4805,78.1501,2.22045e-16,0.44616,0.1121,0.125689,1.04049,0.397214,0.885878,0.397214,0.586123,0.397214
38,885.797,1,10.698,11.6161,45.542,74.294,2.22045e-16,0.454768,0.109684,0.128208,1.04227,0.387157,0.896648,0.387157,0.645666,0.387157
39,883.309,1,10.7505,11.3258,46.1377,71.4036,2.22045e-16,0.506302,0.105971,0.132882,1.03362,0.377354,0.873944,0.377354,0.650606,0.377354
40,878.589,1,10.698,11.5385,45.9148,72.4415,2.22045e-16,0.598857,0.104259,0.125805,1.0262,0.367799,0.851815,0.367799,0.71327,0.367799
41,880.501,1,10.6609,12.3888,45.3918,68.8139,2.22045e-16,0.602215,0.105667,0.124444,1.03596,0.358486,0.830247,0.358486,0.69521,0.358486
42,882.09,1,10.7614,13.3918,43.619,67.56,2.22045e-16,0.659604,0.106335,0.123222,1.02506,0.349409,0.863203,0.349409,0.677607,0.349409
43,877.15,1,10.6834,13.3646,44.6317,65.3926,2.22045e-16,0.551503,0.108664,0.121622,1.03491,0.340562,0.841346,0.340562,0.660449,0.340562
44,878.246,1,10.6498,13.5091,43.24,61.6061,2.22045e-16,0.507128,0.109072,0.124633,1.03635,0.331938,0.853507,0.331938,0.643726,0.331938
45,870.572,1,10.672,12.802,43.7716,60.0985,2.22045e-16,0.55687,0.105267,0.122527,1.02347,0.323534,0.852215,0.323534,0.651163,0.323534
46,864.842,1,10.6768,12.0898,45.1038,63.0241,2.22045e-16,0.546791,0.100602,0.126289,1.03841,0.315341,0.832418,0.315341,0.689652,0.315341
47,859.201,1,10.7852,11.8489,45.489,63.4992,2.22045e-16,0.638699,0.101946,0.11572,1.04132,0.307357,0.825428,0.307357,0.691844,0.307357
48,857.112,1,10.8108,11.6343,46.0346,64.1287,2.22045e-16,0.595504,0.102818,0.119748,1.04704,0.299574,0.812551,0.299574,0.674326,0.299574
49,859.5,1,10.7644,11.2688,45.5135,64.1132,2.22045e-16,0.817564,0.0999026,0.112697,1.04237,0.291989,0.806551,0.291989,0.657252,0.291989
50,850.487,1,10.7068,11.1695,45.2459,62.9987,2.22045e-16,0.659328,0.102323,0.115045,1.02114,0.284596,0.832521,0.284596,0.64061,0.284596
51,849.901,1,10.7241,10.6957,45.7582,62.0572,2.22045e-16,0.864108,0.102484,0.0995303,1.02273,0.27739,0.88201,0.27739,0.624389,0.27739
52,856.764,1,10.6757,11.091,45.5787,59.9693,2.22045e-16,0.680991,0.10298,0.114208,1.02033,0.270366,0.903808,0.270366,0.608579,0.270366
53,859.675,1,10.7435,11.2621,44.2373,66.2188,2.22045e-16,0.607743,0.105778,0.12076,1.02779,0.26352,0.880923,0.26352,0.59317,0.26352
54,856.321,1,10.7665,10.6024,44.2556,61.5908,2.22045e-16,0.503963,0.101865,0.129184,1.04793,0.256848,0.9213,0.256848,0.585798,0.256848
55,850.205,1,10.8942,11.4276,45.1382,63.9509,2.22045e-16,0.630389,0.105817,0.118619,1.02718,0.250344,0.921971,0.250344,0.570966,0.250344
56,838.667,1,10.87,11.9324,45.2849,65.5798,2.22045e-16,0.700093,0.101897,0.112835,1.04648,0.244005,0.898626,0.244005,0.556509,0.244005
57,849.465,1,10.9064,11.7817,44.3604,61.2232,2.22045e-16,0.531696,0.10136,0.129876,1.03745,0.237827,1.00167,0.237827,0.561795,0.237827
