iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1507.76,1,5.25947,6.10874,30.7597,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1496.91,1,4.74261,9.26938,43.5811,29.0697,0.974679,0.974679,1.02453,0.998761,1.46202,1.53736,1.46202,1.16962
3,1491.23,1,5.10208,8.44829,40.2384,27.8037,0.95,0.95,0.525562,0.998761,1.425,1.49844,1.425,1.14
4,1473.18,1,3.92707,9.85874,38.4444,27.0672,0.925945,0.925945,0.616707,0.998761,1.38892,1.4605,1.38892,1.11113
5,1466.25,1,3.95843,7.67229,43.2075,29.6262,0.9025,0.9025,0.759675,0.998761,1.35375,1.42352,1.35375,1.083
6,1455.4,1,4.1673,7.63246,42.6149,29.3823,0.879648,0.879648,1.05835,0.998761,1.31947,1.38747,1.31947,1.05558
7,1447.12,1,4.36992,6.34992,45.4503,31.1387,0.857375,0.857375,0.930106,0.998761,1.28606,1.4136,1.28606,1.02885
8,1419.43,1,4.77857,7.19273,35.562,25.3819,0.835666,0.835666,0.575354,0.998761,1.2535,1.3778,1.2535,1.0028
9,1410.43,1,5.07314,7.23756,39.353,27.4681,0.814506,0.814506,0.677174,0.998761,1.22176,1.39484,1.22176,0.977407
10,1394.32,1,5.49528,6.86433,35.0096,25.0219,0.793882,0.793882,0.16488,0.998761,1.19082,1.35952,1.19082,0.952659
11,1399.74,1,5.34598,5.93993,38.4123,26.9731,0.773781,0.773781,0.333219,0.998761,1.16067,1.3251,1.16067,0.928537
12,1378.21,1,5.27418,5.90053,31.1721,22.7782,0.754188,0.754188,0.459297,0.998761,1.13128,1.31616,1.13128,0.905026
13,1367.86,1,5.10832,9.97076,29.1482,21.4625,0.735092,0.735092,0.585096,0.998761,1.10264,1.33777,1.10264,0.88211
14,1360.53,1,4.91919,7.54659,29.0477,21.2602,0.716479,0.716479,0.520675,0.998761,1.07472,1.46865,1.07472,0.859775
15,1350.52,1,4.91864,7.58191,30.9605,22.4349,0.698337,0.698337,0.870356,0.998761,1.04751,1.56989,1.04751,0.838005
16,1350.87,1,5.00358,8.45718,27.8287,20.5836,0.680655,0.680655,0.683164,0.998761,1.02098,1.57028,1.02098,0.816786
17,1327.56,1,4.81959,7.36481,27.2727,20.3832,0.66342,0.66342,0.49755,0.998761,0.995131,1.64407,0.995131,0.796105
18,1315.06,1,5.26423,7.07605,29.1823,21.434,0.646622,0.646622,0.420966,0.998761,0.969933,1.7308,0.969933,0.775947
19,1301.83,1,4.98517,6.52175,27.6202,20.4579,0.630249,0.630249,0.488256,0.998761,0.945374,1.78466,0.945374,0.756299
20,1291.78,1,5.30004,6.22367,27.2565,20.2738,0.614291,0.614291,0.582784,0.998761,0.921437,1.73948,0.921437,0.737149
21,1287.4,1,5.29398,7.83927,26.2129,19.7695,0.598737,0.598737,0.375024,0.998761,0.898105,1.69543,0.898105,0.718484
22,1270.33,1,5.22139,6.0056,27.691,20.7509,0.583577,0.583577,0.21617,0.998761,0.875365,1.6525,0.875365,0.700292
23,1259.22,1,5.10393,4.6425,27.929,20.987,0.5688,0.5688,0.513835,0.998761,0.8532,1.61066,0.8532,0.68256
24,1241.58,1,5.39073,4.71957,28.0481,21.0036,0.554398,0.554398,0.514351,0.998761,0.831597,1.56988,0.831597,0.665277
25,1236.16,1,5.32477,4.48133,28.1665,20.9563,0.54036,0.54036,0.5956,0.998761,0.81054,1.53013,0.81054,0.648432
26,1227.95,1,5.35767,4.93962,31.7274,23.224,0.526678,0.526678,0.330896,0.998761,0.790017,1.52924,0.790017,0.632013
27,1226.16,1,5.47501,6.24287,33.8554,24.4021,0.513342,0.513342,0.411357,0.998761,0.770013,1.636,0.770013,0.61601
28,1202.11,1,5.44297,5.63703,31.6461,22.9281,0.500344,0.500344,0.479084,0.998761,0.750516,1.59458,0.750516,0.600413
29,1195.42,1,5.48273,4.93924,30.9162,22.3994,0.487675,0.487675,0.410829,0.998761,0.731512,1.63734,0.731512,0.58521
30,1178.59,1,5.52249,5.33647,29.3562,21.4705,0.475327,0.475327,0.48306,0.998761,0.71299,1.59589,0.71299,0.570392
31,1177.46,1,5.56894,4.46483,30.8211,22.1616,0.463291,0.463291,0.465006,0.998761,0.694937,1.55548,0.694937,0.555949
32,1160.07,1,5.36856,3.66537,28.5948,20.807,0.45156,0.45156,0.553827,0.998761,0.677341,1.51609,0.677341,0.541873
33,1150.45,1,5.25478,3.58936,27.0804,19.8693,0.440127,0.440127,0.625339,0.998761,0.66019,1.4777,0.66019,0.528152
34,1140.47,1,5.13625,3.62268,27.07,19.8434,0.428982,0.428982,0.804218,0.998761,0.643474,1.44029,0.643474,0.514779
35,1130.92,1,5.25268,4.07871,26.8583,19.7046,0.41812,0.41812,0.56748,0.998761,0.627181,1.43159,0.627181,0.501744
36,1120.25,1,5.33894,4.90847,28.0074,20.3953,0.407533,0.407533,0.596755,0.998761,0.6113,1.39534,0.6113,0.48904
37,1118.95,1,5.39433,4.72451,27.9024,20.3148,0.397214,0.397214,0.545303,0.998761,0.595821,1.36001,0.595821,0.476657
38,1095.3,1,5.39677,3.8085,27.3656,20.071,0.387157,0.387157,0.53572,0.998761,0.580735,1.32558,0.580735,0.464588
39,1079.48,1,5.42296,4.90621,27.2327,20.039,0.377354,0.377354,0.462082,0.998761,0.56603,1.29201,0.56603,0.452824
40,1080.75,1,5.46982,4.87308,27.8936,20.4666,0.367799,0.367799,0.471157,0.998761,0.551698,1.2593,0.551698,0.441359
41,1067.18,1,5.60784,4.89806,29.3067,21.3232,0.358486,0.358486,0.501208,0.998761,0.537729,1.22741,0.537729,0.430183
42,1050.9,1,5.40681,4.68323,29.4433,21.5127,0.349409,0.349409,0.496007,0.998761,0.524113,1.19633,0.524113,0.419291
43,1045.98,1,5.46858,5.19109,30.1838,21.918,0.340562,0.340562,0.484147,0.998761,0.510842,1.16604,0.510842,0.408674
44,1031.42,1,5.45895,5.63705,28.0104,20.6908,0.331938,0.331938,0.471168,0.998761,0.497908,1.13652,0.497908,0.398326
45,1025.19,1,5.42154,5.65043,25.5532,19.137,0.323534,0.323534,0.431914,0.998761,0.4853,1.10774,0.4853,0.38824
46,1011.64,1,5.29457,4.67052,25.4169,19.1604,0.315341,0.315341,0.478714,0.998761,0.473012,1.07969,0.473012,0.37841
47,1006.33,1,5.34007,4.57381,25.575,19.2769,0.307357,0.307357,0.464904,0.998761,0.461035,1.05235,0.461035,0.368828
48,995.461,1,5.36037,4.15566,25.6135,19.2433,0.299574,0.299574,0.472531,0.998761,0.449362,1.02571,0.449362,0.359489
49,992.069,1,5.32442,3.93119,25.8641,19.3979,0.291989,0.291989,0.527469,0.998761,0.437984,0.999734,0.437984,0.350387
50,989.087,1,5.38869,4.58542,25.4312,19.1861,0.284596,0.284596,0.529422,0.998761,0.426894,0.97442,0.426894,0.341515
51,982.541,1,5.34536,3.74888,25.0892,18.9059,0.27739,0.27739,0.49048,0.998761,0.416084,0.985349,0.416084,0.332867
52,963.78,1,5.33537,4.4072,25.8454,19.3815,0.270366,0.270366,0.525778,0.998761,0.405549,0.960399,0.405549,0.324439
53,961.316,1,5.3154,4.96735,25.6559,19.3135,0.26352,0.26352,0.545823,0.998761,0.39528,0.936081,0.39528,0.316224
