standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.88459,0.00142857,-2.33326,0.00142857,-2.50765,0.00142857,-1.64794,0.00142857,All
-2.88232,0.00285714,-2.33174,0.00285714,-2.50563,0.00285714,-1.6475,0.00285714,All
-2.8803,0.00428571,-2.33071,0.00428571,-2.50452,0.00428571,-1.64469,0.00428571,All
-2.87869,0.00571429,-2.32084,0.00571429,-2.5025,0.00571429,-1.64213,0.00571429,All
-2.87815,0.00714286,-2.31738,0.00714286,-2.5019,0.00714286,-1.64029,0.00714286,All
-2.8738,0.00857143,-2.31568,0.00857143,-2.50189,0.00857143,-1.63247,0.00857143,All
-2.86322,0.01,-2.31327,0.01,-2.50026,0.01,-1.62784,0.01,All
-2.85566,0.0114286,-2.31311,0.0114286,-2.49624,0.0114286,-1.62759,0.0114286,All
-2.85254,0.0128571,-2.31178,0.0128571,-2.49519,0.0128571,-1.62247,0.0128571,All
-2.85178,0.0142857,-2.30908,0.0142857,-2.49491,0.0142857,-1.62238,0.0142857,All
-2.84971,0.0157143,-2.30162,0.0157143,-2.49449,0.0157143,-1.61072,0.0157143,All
-2.84856,0.0171429,-2.2967,0.0171429,-2.49347,0.0171429,-1.60837,0.0171429,All
-2.84669,0.0185714,-2.29578,0.0185714,-2.23878,0.0185714,-1.60773,0.0185714,All
-2.716,0.02,-2.1185,0.02,-2.23729,0.02,-1.60313,0.02,All
-2.70782,0.0214286,-2.1164,0.0214286,-2.22869,0.0214286,-1.58814,0.0214286,All
-2.70179,0.0228571,-2.11503,0.0228571,-2.22816,0.0228571,-1.58792,0.0228571,All
-2.70026,0.0242857,-2.11268,0.0242857,-2.22799,0.0242857,-1.58688,0.0242857,All
-2.68969,0.0257143,-2.11185,0.0257143,-2.22636,0.0257143,-1.58486,0.0257143,All
-2.68875,0.0271429,-2.10739,0.0271429,-2.22515,0.0271429,-1.58421,0.0271429,All
-2.68696,0.0285714,-2.10651,0.0285714,-2.22515,0.0285714,-1.58065,0.0285714,All
-2.68529,0.03,-2.10154,0.03,-2.22481,0.03,-1.51835,0.03,All
-2.68498,0.0314286,-2.10151,0.0314286,-2.21905,0.0314286,-1.47738,0.0314286,All
-2.68454,0.0328571,-2.09993,0.0328571,-2.2185,0.0328571,-1.47293,0.0328571,All
-2.68223,0.0342857,-2.09942,0.0342857,-2.21228,0.0342857,-1.4714,0.0342857,All
-2.67501,0.0357143,-2.09739,0.0357143,-2.20477,0.0357143,-1.46795,0.0357143,All
-2.67425,0.0371429,-2.05978,0.0371429,-2.16034,0.0371429,-1.4669,0.0371429,All
-2.63175,0.0385714,-2.04992,0.0385714,-2.15454,0.0385714,-1.46635,0.0385714,All
-2.61262,0.04,-2.04528,0.04,-2.15431,0.04,-1.46617,0.04,All
