rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.41455,-1.54285,0.365316,-0.309313,0
2,1,-2.42782,-1.65482,0.227731,-0.376199,0
3,1,-2.71232,-1.08708,1.27798,-0.209745,0
4,1,-2.60166,-1.18794,0.959859,0.124923,0
5,1,-2.4146,-1.54622,0.3656,-0.322245,0
6,1,-2.40574,-1.64072,0.223207,-0.351382,0
7,1,-2.70312,-1.08612,1.25785,-0.148,0
8,1,-2.59677,-1.18749,0.963827,0.0879844,0
9,1,-2.42463,-1.5517,0.360402,-0.31964,0
10,1,-2.39499,-1.63171,0.242334,-0.437578,0
11,1,-2.72721,-1.09906,1.26414,-0.132794,0
12,1,-2.59684,-1.17892,0.968441,0.117946,0
13,1,-2.4095,-1.5563,0.338526,-0.304584,0
14,1,-2.40319,-1.63739,0.241885,-0.412684,0
15,1,-2.73076,-1.10874,1.24634,-0.108995,0
16,1,-2.57977,-1.17645,0.949366,0.14971,0
17,1,-2.40496,-1.55489,0.34738,-0.369428,0
18,1,-2.40453,-1.62865,0.243613,-0.373079,0
19,1,-2.84566,-1.33065,0.889778,0.738816,0
20,1,-2.57461,-1.18402,0.945258,0.0914611,0
21,1,-2.39454,-1.548,0.346345,-0.370188,0
22,1,-2.40638,-1.63651,0.233373,-0.366639,0
23,1,-2.83392,-1.33931,0.856817,0.765053,0
24,1,-2.58165,-1.1916,0.946217,0.0816026,0
25,1,-2.37989,-1.53377,0.355577,-0.397786,0
26,1,-2.41392,-1.64261,0.22892,-0.328485,0
27,1,-2.83848,-1.34431,0.862196,0.735711,0
28,1,-2.58628,-1.20121,0.935467,0.0827251,0
29,1,-2.36996,-1.52579,0.351464,-0.368501,0
30,1,-2.44237,-1.64734,0.240412,-0.304686,0
31,1,-2.83145,-1.33771,0.859701,0.734921,0
32,1,-2.59361,-1.21906,0.923242,0.0634622,0
33,1,-2.33867,-1.50079,0.353446,-0.356067,0
34,1,-2.45039,-1.64154,0.263883,-0.325607,0
35,1,-2.80846,-1.32325,0.849709,0.772676,0
36,1,-2.60502,-1.22357,0.914824,0.111079,0
37,1,-2.34197,-1.50126,0.344143,-0.313654,0
38,1,-2.44052,-1.63191,0.266135,-0.322078,0
39,1,-2.8121,-1.34199,0.841063,0.729163,0
40,1,-2.6132,-1.23545,0.902519,0.122833,0
41,1,-2.34511,-1.50587,0.350939,-0.354903,0
42,1,-2.44385,-1.63503,0.266154,-0.328355,0
43,1,-2.83322,-1.34843,0.853962,0.698526,0
44,1,-2.60986,-1.21977,0.924784,0.11177,0
45,1,-2.34111,-1.49183,0.362021,-0.333646,0
46,1,-2.4492,-1.62405,0.284439,-0.303582,0
47,1,-2.84295,-1.35174,0.860044,0.702055,0
48,1,-2.61314,-1.22758,0.92366,0.0707115,0
49,1,-2.33701,-1.48646,0.363247,-0.341134,0
50,1,-2.43184,-1.62105,0.28623,-0.376644,0
1,2,1.01931,0.735546,-0.00713989,-0.021899,0
2,2,0.933458,0.66125,-0.180928,0.779647,0
3,2,0.908674,0.692174,0.0822279,-0.188918,0
4,2,0.937616,0.654022,-0.0482281,0.0380963,0
