time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.0105263,All
1.69113,0.0206186,0,0,0.0210526,All
2.09826,0.0206186,0,0,0.03125,All
2.50539,0.0206186,0,0,0.0373168,All
2.91253,0.0309278,0.0106383,0,0.0526316,All
3.31966,0.0309278,0.0210526,0,0.0729167,All
3.72679,0.0412371,0.0315789,0,0.0842105,All
4.13392,0.0412371,0.0425532,0,0.104167,All
4.54105,0.0618557,0.0534775,0.0105263,0.116405,All
4.94818,0.0721649,0.0736842,0.0210526,0.136842,All
5.35531,0.0824742,0.0860215,0.03125,0.159574,All
5.76244,0.0927835,0.105263,0.0416667,0.177083,All
6.16958,0.103093,0.125,0.0523575,0.198958,All
6.57671,0.113402,0.136842,0.0631579,0.212766,All
6.98384,0.123711,0.15625,0.0744681,0.234043,All
7.39097,0.154639,0.168421,0.0947368,0.260417,All
7.7981,0.185567,0.184176,0.106383,0.278083,All
8.20523,0.185567,0.204301,0.126316,0.303673,All
8.61236,0.195876,0.225806,0.143569,0.319185,All
9.01949,0.237113,0.244681,0.160432,0.340426,All
9.42663,0.237113,0.264558,0.178947,0.357895,All
9.83376,0.247423,0.284211,0.191489,0.377646,All
10.2409,0.298969,0.302083,0.204301,0.395833,All
10.648,0.329897,0.315789,0.229167,0.421053,All
11.0552,0.329897,0.333333,0.242105,0.433875,All
11.4623,0.340206,0.351064,0.260417,0.442105,All
11.8694,0.360825,0.368421,0.27514,0.45789,All
12.2765,0.391753,0.382979,0.293202,0.473684,All
12.6837,0.402062,0.4,0.310169,0.489583,All
13.0908,0.43299,0.414894,0.324616,0.510527,All
13.4979,0.43299,0.4375,0.342088,0.521055,All
13.9051,0.443299,0.449765,0.365591,0.541667,All
14.3122,0.453608,0.468085,0.382979,0.552637,All
14.7193,0.474227,0.484211,0.394725,0.568421,All
15.1265,0.484536,0.5,0.404255,0.583333,All
15.5336,0.505155,0.520833,0.435476,0.604167,All
15.9407,0.515464,0.536842,0.450274,0.619037,All
16.3479,0.525773,0.553191,0.468085,0.632994,All
16.755,0.57732,0.569157,0.478945,0.652632,All
17.1621,0.597938,0.585106,0.5,0.663158,All
17.5693,0.628866,0.602151,0.510754,0.679135,All
17.9764,0.628866,0.617021,0.537238,0.694737,All
18.3835,0.639175,0.631579,0.553191,0.715789,All
18.7906,0.670103,0.645833,0.573692,0.72486,All
19.1978,0.690722,0.663101,0.583333,0.734043,All
19.6049,0.71134,0.673684,0.605275,0.747368,All
20.012,0.721649,0.687836,0.621053,0.757895,All
20.4192,0.721649,0.702712,0.635417,0.770833,All
20.8263,0.721649,0.715789,0.648936,0.78609,All
21.2334,0.721649,0.729167,0.664912,0.791667,All
21.6406,0.731959,0.739583,0.680851,0.802083,All
22.0477,0.742268,0.755319,0.691489,0.8125,All
22.4548,0.742268,0.765957,0.705892,0.821985,All
22.862,0.762887,0.776596,0.71875,0.831579,All
23.2691,0.773196,0.787234,0.734043,0.842105,All
23.6762,0.783505,0.797872,0.739583,0.852632,All
24.0834,0.783505,0.808511,0.75,0.860215,All
24.4905,0.783505,0.815217,0.760417,0.870968,All
24.8976,0.793814,0.822917,0.768421,0.875,All
25.3047,0.804124,0.831579,0.78125,0.884211,All
25.7119,0.804124,0.842105,0.791667,0.894737,All
26.119,0.814433,0.851064,0.8,0.894737,All
26.5261,0.824742,0.860959,0.810526,0.905263,All
26.9333,0.824742,0.864583,0.818177,0.913978,All
27.3404,0.845361,0.873684,0.824502,0.916667,All
27.7475,0.85567,0.882979,0.83871,0.926316,All
28.1547,0.865979,0.885417,0.84375,0.927083,All
28.5618,0.876289,0.894737,0.851064,0.936842,All
28.9689,0.876289,0.895833,0.857191,0.9375,All
29.3761,0.876289,0.905263,0.863871,0.946809,All
29.7832,0.886598,0.914436,0.873684,0.947643,All
30.1903,0.917526,0.915789,0.880435,0.956989,All
30.5975,0.917526,0.925532,0.882979,0.957895,All
31.0046,0.917526,0.926316,0.885417,0.958333,All
31.4117,0.938144,0.93617,0.894177,0.967742,All
31.8188,0.938144,0.936842,0.895833,0.968421,All
32.226,0.938144,0.941277,0.905263,0.968421,All
32.6331,0.938144,0.947368,0.913978,0.978723,All
33.0402,0.948454,0.947368,0.915789,0.978947,All
33.4474,0.948454,0.956522,0.920699,0.978947,All
33.8545,0.958763,0.957895,0.925924,0.984089,All
34.2616,0.958763,0.958333,0.927083,0.989362,All
34.6688,0.958763,0.968085,0.93617,0.989474,All
35.0759,0.969072,0.968421,0.936842,0.989474,All
35.483,0.969072,0.968586,0.9375,0.989583,All
35.8902,0.969072,0.978495,0.946809,1,All
36.2973,0.969072,0.978723,0.947368,1,All
36.7044,0.969072,0.978947,0.956755,1,All
37.1116,0.969072,0.978947,0.957447,1,All
37.5187,0.969072,0.98913,0.958333,1,All
37.9258,0.979381,0.989362,0.968085,1,All
38.3329,0.979381,0.989474,0.968085,1,All
38.7401,0.979381,0.989474,0.968421,1,All
39.1472,0.979381,0.989583,0.973505,1,All
39.5543,0.979381,1,0.978723,1,All
39.9615,0.979381,1,0.978947,1,All
40.3686,0.989691,1,0.979167,1,All
40.7757,0.989691,1,0.989247,1,All
41.1829,0.989691,1,0.989474,1,All
41.59,1,1,1,1,All
