iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,691.95,1,10.2275,11.1604,43.2233,60.344,0.3,1.5,1.5,1.5,1.5
2,674.636,1,8.41473,16.688,38.5619,91.4824,0.24,1.34164,1.34164,1.34164,1.47452
3,647.036,1,8.62446,14.8404,37.084,92.1399,0.196957,1.2,1.48326,1.2,1.37851
4,619.831,1,8.36372,16.4712,34.4263,95.753,0.174811,1.07331,1.45462,1.07331,1.33663
5,616.94,1,8.33364,15.9876,36.3558,106.006,0.173999,0.96,1.46544,0.96,1.29309
6,596.437,1,8.25838,17.1577,37.56,94.0656,0.166201,0.85865,1.31073,0.85865,1.34191
7,568.251,1,8.67379,16.6002,39.672,102.595,0.152862,0.768,1.17235,0.768,1.2896
8,540.436,1,8.79799,17.9909,39.4816,100.025,0.14051,0.68692,1.04858,0.68692,1.23816
9,509.065,1,8.6495,15.5161,37.8325,113.385,0.12121,0.6144,0.937881,0.6144,1.32672
10,504.478,1,8.50269,16.3703,37.129,108.441,0.118606,0.549536,0.895784,0.549536,1.30539
11,497.702,1,8.51204,15.2166,38.9026,93.3498,0.115257,0.49152,0.808243,0.508728,1.46494
12,481.054,1,8.63024,16.0912,40.339,85.6466,0.110082,0.439629,0.794924,0.455021,1.35452
13,486.965,1,8.77255,16.2613,38.5636,89.8257,0.1123,0.393216,0.884359,0.501452,1.26451
14,476.117,1,8.71141,16.6417,38.22,90.5421,0.106892,0.400152,0.919283,0.448512,1.27742
15,465.956,1,8.83182,16.2962,39.0061,90.9798,0.10489,0.368386,0.849688,0.411033,1.27322
16,454.636,1,8.97249,16.4183,41.7403,85.3419,0.102641,0.337692,0.917359,0.367639,1.292
17,449.401,1,8.98794,16.6291,41.1763,82.8066,0.0992335,0.33901,0.926375,0.341728,1.20965
18,445.968,1,9.11091,15.2039,40.3185,73.9223,0.0987272,0.332402,0.893122,0.333339,1.20773
19,438.488,1,9.05194,14.8685,41.895,77.4606,0.0978448,0.320996,0.831064,0.298147,1.21299
20,437.406,1,9.12555,15.32,43.0318,71.721,0.0981122,0.318267,0.835733,0.266671,1.27725
21,431.125,1,9.23266,14.309,44.6305,70.4624,0.0968456,0.325004,0.747503,0.281104,1.3192
22,413.201,1,9.33157,13.6963,43.7797,76.1201,0.0923527,0.301009,0.685087,0.251427,1.24703
23,408.058,1,9.37017,13.4298,43.7501,79.5507,0.0909593,0.295258,0.659968,0.231739,1.24598
24,407.965,1,9.32832,12.6853,44.2034,77.4789,0.0898268,0.297817,0.732964,0.230775,1.24957
25,407.872,1,9.25412,12.8008,44.1391,79.0348,0.0917031,0.302436,0.655583,0.210785,1.2849
26,403.807,1,9.28889,12.4083,44.2968,75.3889,0.0894106,0.302278,0.664129,0.209326,1.23088
27,407.629,1,9.37463,12.3033,44.0721,73.2919,0.0937405,0.282444,0.622679,0.193929,1.26464
28,404.247,1,9.31802,12.3157,43.7294,72.6401,0.0926811,0.286058,0.580142,0.18613,1.34637
29,404.706,1,9.43561,12.6085,43.5183,67.5344,0.0939513,0.277146,0.59658,0.17516,1.29941
30,397.765,1,9.51178,11.2336,44.2546,61.4681,0.0924597,0.268649,0.557234,0.175247,1.28763
31,395.224,1,9.49903,10.5362,45.3761,66.067,0.0917958,0.279936,0.527582,0.183671,1.18537
32,390.34,1,9.46956,10.4483,45.2618,68.018,0.0907753,0.279275,0.488246,0.177869,1.18242
33,389.704,1,9.46271,10.3376,46.0121,74.5148,0.0952373,0.276131,0.4367,0.159091,1.16984
34,390.971,1,9.44218,10.9182,45.3066,70.6581,0.093832,0.291106,0.457523,0.147209,1.18816
35,381.172,1,9.45156,10.5083,45.0629,69.2415,0.0907554,0.285468,0.409221,0.14822,1.18337
36,390.271,1,9.50228,10.5599,45.8152,68.7418,0.093541,0.280873,0.478756,0.139125,1.2559
37,394.943,1,9.4066,9.91403,45.9644,79.3971,0.0976913,0.279748,0.51411,0.124437,1.19308
38,403.227,1,9.42951,10.0166,46.5578,66.6005,0.0975629,0.280706,0.53224,0.141646,1.25328
39,395.335,1,9.47876,10.1935,46.2598,79.3755,0.0952793,0.289351,0.518034,0.147804,1.13829
40,400.034,1,9.48594,10.2161,46.6053,75.4812,0.0959705,0.270619,0.56871,0.153287,1.15276
41,412.264,1,9.47817,10.8379,46.7802,83.9377,0.100924,0.279037,0.566358,0.172969,1.15589
42,403.089,1,9.48901,10.616,46.286,81.0513,0.0984216,0.271286,0.517361,0.16174,1.16003
43,391.916,1,9.41873,9.94483,45.8073,93.0911,0.0932203,0.273726,0.543868,0.164245,1.07257
44,390.6,1,9.52151,10.1127,45.4428,90.0773,0.092787,0.27168,0.541999,0.161748,1.06087
45,392.869,1,9.55927,10.1387,45.0041,86.6701,0.0922986,0.266852,0.538676,0.185864,1.02163
46,391.786,1,9.59868,9.22464,45.2709,76.7298,0.0910737,0.270438,0.55949,0.190476,1.00313
47,400.029,1,9.63612,9.42522,45.5342,81.7163,0.096715,0.267785,0.500423,0.1937,1.03231
48,400.882,1,9.73171,9.46828,46.2366,81.1074,0.0985437,0.278067,0.542169,0.173251,0.980425
49,397.86,1,9.71113,9.41327,47.2289,82.0307,0.0971531,0.275645,0.540529,0.17799,0.953375
50,403.707,1,9.69201,9.50938,46.9487,85.1196,0.0995523,0.282463,0.602003,0.16473,0.9253
51,399.519,1,9.8197,8.98269,47.8883,80.9677,0.0997325,0.276079,0.538448,0.168287,0.945395
52,388.784,1,9.72482,8.76356,46.9363,82.1071,0.0960359,0.261994,0.497974,0.154555,0.967371
53,398.011,1,9.60345,8.76013,46.0364,78.6207,0.0983597,0.252282,0.540294,0.152447,1.00814
54,393.781,1,9.63774,8.45643,46.7247,84.3902,0.0984239,0.257675,0.546569,0.141804,0.921668
55,391.185,1,9.68285,8.97238,46.1611,85.2528,0.096483,0.262898,0.577387,0.150681,0.856098
56,391.624,1,9.68809,8.93037,46.0951,87.4052,0.0979757,0.264015,0.559855,0.144789,0.827898
57,390.28,1,9.57077,8.67772,46.2912,95.0414,0.0964677,0.258607,0.576787,0.153895,0.832547
58,389.792,1,9.56508,8.25359,45.3084,90.6419,0.098564,0.255679,0.543113,0.147224,0.749526
59,391.123,1,9.51955,8.7885,45.4999,101.91,0.0984803,0.263292,0.557523,0.149802,0.772509
60,392.842,1,9.49753,9.09284,45.2531,97.097,0.0974151,0.262724,0.613376,0.141106,0.826872
61,391.437,1,9.5468,9.60702,45.8145,103.503,0.0961414,0.275477,0.626092,0.147485,0.834555
62,394.522,1,9.55329,10.0392,45.8606,105.651,0.098357,0.266328,0.624904,0.146747,0.810481
63,385.331,1,9.62798,9.16614,45.928,100.105,0.095043,0.265886,0.660337,0.131255,0.791868
64,379.919,1,9.67937,9.01985,47.4728,99.3888,0.093578,0.270541,0.619124,0.129036,0.790179
65,387.882,1,9.67467,9.3129,46.3197,97.5147,0.0948262,0.26087,0.656527,0.138012,0.869616
66,385.557,1,9.78846,9.53257,45.9048,95.101,0.0938695,0.26076,0.611526,0.155869,0.825871
67,385.037,1,9.72122,9.13518,46.6597,94.1226,0.0923949,0.275704,0.638328,0.153167,0.821654
68,379.064,1,9.80353,9.27573,46.718,83.896,0.0903628,0.27211,0.636634,0.142499,0.856608
69,386.534,1,9.74503,9.36604,46.3148,89.6898,0.0940378,0.277101,0.665844,0.149089,0.766173
70,383.745,1,9.69566,9.06172,46.5727,92.4137,0.0919843,0.275582,0.649036,0.156217,0.761273
71,382.523,1,9.70972,9.31438,46.9132,94.0736,0.0930273,0.272509,0.637223,0.148602,0.735856
72,384.881,1,9.68227,8.32972,47.7887,90.6433,0.0923277,0.278308,0.66423,0.15302,0.768455
73,386.064,1,9.6783,8.95158,47.4143,84.1713,0.0944582,0.268892,0.665959,0.136865,0.801479
74,388.329,1,9.73537,9.24912,47.236,89.099,0.0968285,0.271349,0.622061,0.133163,0.786503
75,384.735,1,9.72117,9.04049,47.097,89.6069,0.0967637,0.267623,0.595803,0.119105,0.804293
76,382.84,1,9.83451,8.65647,47.176,88.6348,0.0972787,0.25481,0.639832,0.11516,0.791768
77,385.522,1,9.72513,8.20956,47.2787,85.0153,0.096469,0.272315,0.714795,0.110772,0.781339
78,387.704,1,9.7517,8.45035,46.9174,85.2112,0.096025,0.262597,0.668466,0.131361,0.794315
79,377.393,1,9.76047,9.05841,45.4515,83.0781,0.0919721,0.255431,0.647208,0.13694,0.746034
80,387.765,1,9.68445,8.70483,45.6964,83.8425,0.0960574,0.260745,0.618189,0.14087,0.752696
81,380.873,1,9.73972,9.27137,44.9559,84.405,0.0937373,0.264935,0.627165,0.13511,0.731877
82,373.707,1,9.78,9.59609,45.2604,85.4743,0.0899083,0.264608,0.729857,0.120846,0.759582
83,379.973,1,9.80163,10.0804,45.402,86.0283,0.0927982,0.251491,0.71352,0.1198,0.796687
84,388.998,1,9.83083,10.5734,44.9558,74.7645,0.0946888,0.260986,0.78314,0.119885,0.836536
85,396.117,1,9.95553,10.7079,45.5762,73.4194,0.097887,0.266693,0.889796,0.12401,0.74822
86,388.66,1,9.9641,10.892,44.9312,72.4295,0.0967805,0.268806,0.829971,0.111351,0.738578
87,378.557,1,9.97401,10.281,44.9412,66.5445,0.094595,0.262202,0.855026,0.0995958,0.730159
88,373.785,1,10.0682,9.96978,44.7277,65.5194,0.093736,0.248817,0.841346,0.0933492,0.706047
89,375.968,1,10.0914,10.5661,45.1251,67.3538,0.0932417,0.251852,0.863254,0.0992593,0.697176
90,375.531,1,10.0279,9.30744,44.9807,63.8048,0.0946319,0.245579,0.919449,0.0906999,0.624856
91,369.307,1,10.0605,9.12813,45.1121,65.4902,0.092739,0.258168,0.82238,0.102212,0.564409
92,371.645,1,10.0108,9.14557,45.1548,66.7363,0.0933092,0.257927,0.841028,0.0992731,0.566222
93,378.823,1,10.018,9.31433,45.868,64.0285,0.0971687,0.259427,0.864854,0.0972713,0.550911
94,372.512,1,10.0623,8.97089,45.4174,62.5227,0.0969738,0.260345,0.827583,0.0870021,0.565016
95,364.405,1,9.97529,8.98193,45.4262,68.2845,0.091394,0.260086,0.817934,0.090021,0.56899
96,365.149,1,10.0278,9.4795,45.5347,63.1891,0.0925592,0.262345,0.818495,0.0805173,0.579392
97,364.989,1,10.049,8.98013,45.8331,68.2255,0.0949429,0.260298,0.775195,0.0821843,0.519665
98,371.069,1,10.0448,9.07117,45.0684,68.6794,0.0973231,0.256516,0.807081,0.0833113,0.525916
99,362.267,1,10.0749,10.0587,45.4645,67.5781,0.0927901,0.252859,0.810715,0.0865495,0.514497
100,361.902,1,10.1339,9.72237,45.1913,72.3291,0.0943374,0.250283,0.797193,0.0941107,0.46018
101,362.963,1,10.0222,9.2495,44.9694,68.7464,0.0929085,0.242919,0.860393,0.0992371,0.432222
102,359.819,1,10.0909,10.0542,44.931,67.2317,0.0903563,0.253493,0.927347,0.0956856,0.451843
103,368.194,1,10.0297,10.3288,43.5117,68.7882,0.0960214,0.252844,0.886957,0.0927521,0.418483
104,379.624,1,10.0313,10.4894,43.4963,70.1063,0.0984514,0.262731,0.909054,0.101923,0.470404
105,375.291,1,10.2567,11.3588,43.9773,67.6984,0.101195,0.251544,0.944187,0.0911626,0.436755
106,365.13,1,10.258,11.8217,43.3496,63.7074,0.0965849,0.269645,0.912241,0.0926498,0.390645
107,364.68,1,10.1567,10.98,42.9575,63.014,0.0937596,0.271901,0.95963,0.0939416,0.390838
108,356.214,1,10.0764,10.3343,44.2805,62.8575,0.0921722,0.272088,0.952137,0.0904092,0.349576
109,359.583,1,10.174,9.66594,44.7533,58.6605,0.0927446,0.264056,0.985785,0.087914,0.377812
110,364.437,1,10.1458,10.0426,44.2161,58.5696,0.097933,0.264174,0.894572,0.0799272,0.361719
111,357.377,1,10.1727,10.2698,43.9805,57.894,0.0949965,0.27122,0.887515,0.0729295,0.394467
112,356.607,1,10.1414,10.3655,43.6647,57.1729,0.0922823,0.27624,0.902722,0.0784925,0.405735
113,358.743,1,10.1399,10.8045,43.143,54.1434,0.0928735,0.263314,0.952194,0.0786697,0.405213
114,362.716,1,10.1373,11.501,42.5591,57.0701,0.0947379,0.263133,0.935062,0.0762071,0.427832
115,368.821,1,10.2006,11.3766,43.0996,58.4666,0.0991207,0.264985,0.904048,0.0743177,0.431192
116,360.612,1,10.1343,10.0334,43.3314,57.3969,0.0984612,0.260308,0.819255,0.0664718,0.428408
117,360.454,1,10.1882,9.98994,43.4645,58.4617,0.0968202,0.266213,0.885717,0.0688543,0.411071
118,356.419,1,10.153,10.4575,43.3356,55.737,0.0931826,0.257199,0.90522,0.0734042,0.414791
119,357.541,1,10.1403,9.94902,43.7543,54.1902,0.0935124,0.263749,0.953165,0.0729102,0.395122
120,353.441,1,10.1612,9.89526,43.0566,53.8303,0.0938112,0.26101,0.934849,0.076726,0.353408
121,354.008,1,10.1965,10.5564,42.3943,58.265,0.0960161,0.263557,1.01158,0.0711514,0.316098
122,350.924,1,10.2405,10.7822,43.0661,57.0719,0.0947272,0.26039,0.957038,0.0716939,0.30755
123,355.315,1,10.2427,10.5787,43.6249,58.3845,0.0950283,0.265128,0.935215,0.0743892,0.344729
124,340.958,1,10.2081,10.3429,43.8908,54.3277,0.0900582,0.259307,0.945293,0.0733324,0.308335
125,343.044,1,10.2206,9.85613,43.5136,54.0091,0.0884647,0.253749,0.946713,0.0866227,0.315701
126,337.805,1,10.1701,10.0597,43.7247,55.0787,0.0878892,0.271263,0.946556,0.0821738,0.282371
127,336.82,1,10.1926,9.61836,44.0479,55.6925,0.0889249,0.260678,0.909504,0.0922322,0.252561
128,336.135,1,10.1965,9.4783,44.0816,57.1582,0.0892694,0.267944,0.921963,0.0844917,0.235167
129,331.226,1,10.1836,9.71223,44.4324,56.1335,0.0890826,0.264391,0.93578,0.0801315,0.210339
130,337.88,1,10.1386,9.50578,44.7793,59.0058,0.0918294,0.264892,0.909285,0.074648,0.228514
131,335.412,1,10.1246,9.31761,45.0186,63.4297,0.0911175,0.262983,0.90679,0.0725566,0.23277
132,340.273,1,10.0459,8.92542,44.3303,62.8004,0.0925557,0.272969,0.879297,0.0651154,0.268215
133,339.229,1,10.0467,8.71669,45.0168,63.7947,0.0935826,0.267152,0.890325,0.0628281,0.247508
134,335.835,1,10.1765,9.15273,45.2003,64.7122,0.0926929,0.262661,0.894465,0.0653075,0.242225
135,341.736,1,10.2318,9.18221,45.3866,65.4787,0.0961561,0.263966,0.925581,0.0584128,0.268027
136,344.064,1,10.0928,9.61781,44.4222,61.3164,0.0943213,0.276831,0.935896,0.0534818,0.299594
137,340.213,1,10.15,9.37916,43.9928,57.575,0.0928665,0.273968,0.945065,0.0532613,0.305327
138,340.289,1,10.0895,9.10105,43.6957,54.1301,0.0945873,0.266936,0.990096,0.0495875,0.273092
139,335.601,1,10.1382,8.95863,43.9726,55.1811,0.0943925,0.26092,1.01435,0.0527956,0.244261
140,342.213,1,10.1677,8.73947,44.3117,56.8284,0.0956008,0.267975,1.03351,0.0561806,0.245011
141,342.378,1,10.1711,9.68924,43.9045,56.0636,0.0956828,0.259329,1.01559,0.0553137,0.250915
142,337.027,1,10.1933,9.49593,44.1397,55.5758,0.0919789,0.264042,0.966024,0.0618976,0.260931
143,343.525,1,10.1899,10.2275,44.6498,58.6434,0.0935543,0.272898,0.961589,0.0732729,0.239734
144,328.305,1,10.2323,9.96753,44.8402,54.0442,0.0915246,0.251139,0.943199,0.0655373,0.219995
145,335.364,1,10.2009,9.94826,44.4562,53.8642,0.0922247,0.266345,0.934032,0.0666394,0.224949
146,338.04,1,10.2534,9.68009,44.2103,52.8114,0.0925448,0.264176,0.984325,0.0666486,0.239315
147,335.73,1,10.2581,10.1775,44.15,52.6245,0.0930831,0.253246,0.917931,0.061604,0.253447
148,333.987,1,10.1849,9.7511,43.8916,52.3307,0.0936306,0.261912,1.01276,0.0583044,0.22669
149,329.168,1,10.2645,9.86535,43.9578,51.2843,0.0941253,0.258978,1.02161,0.0521491,0.205562
150,328.549,1,10.2201,10.7486,44.1806,50.9885,0.0931202,0.270034,0.955396,0.0483117,0.217142
151,328.599,1,10.2945,9.7265,44.4196,51.9977,0.0942972,0.26757,0.965616,0.0462678,0.227558
152,328.199,1,10.2353,9.63044,44.5273,53.4447,0.091786,0.264784,0.966155,0.057009,0.211878
153,331.654,1,10.2222,10.6003,44.6013,53.8502,0.0961642,0.255554,0.894138,0.0534835,0.195565
154,338.019,1,10.2192,9.35242,44.0657,54.0536,0.0969181,0.246817,0.939027,0.0617641,0.204904
155,335.198,1,10.1787,9.66999,43.9881,54.2913,0.0965142,0.250284,0.894513,0.0601077,0.196307
