simulations, -2LL
1000,601.885
2000,601.93
3000,601.637
4000,601.346
5000,601.23
6000,601.204
7000,601.383
8000,601.328
9000,600.753
10000,600.781
11000,600.888
12000,600.96
13000,601.076
14000,601.141
15000,601.114
16000,601.19
17000,601.209
18000,601.214
19000,601.299
20000,601.296
21000,601.269
22000,601.317
23000,601.324
24000,601.323
25000,601.374
26000,601.402
27000,601.45
28000,601.458
29000,601.47
30000,601.487
