Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-2.644,0.0217465,-0.0427344,-0.747409,-0.239837,-0.263775,-1.06172e-07,0.0165953,0.0165953,-0.725728,0.0649379,-0.0965554,-0.747409,0.80218,0.488368,-1.06172e-07,0.201078,0.201078,-0.725728,-0.258757,-0.306568,-2.644,0.104401,0.0946428,-1.06172e-07,-0.0818261,-0.0818261,-0.725728,2.78129e-08,1.83554e-09,-2.644,1.09528e-09,6.33188e-09,-0.747409,-3.10258e-08,-1.35752e-08
-2.59775,0.039316,-0.0420465,-0.733195,-0.21721,-0.258608,-1.03804e-07,0.0161569,0.0161569,-0.715265,0.0856332,-0.0943814,-0.733195,0.698689,0.47977,-1.03804e-07,0.197714,0.197714,-0.715265,-0.308252,-0.302549,-2.59775,0.126427,0.0925266,-1.03804e-07,-0.0806158,-0.0806158,-0.715265,1.32918e-08,1.77353e-09,-2.59775,-2.13634e-09,6.18133e-09,-0.733195,-3.68091e-08,-1.33551e-08
-2.55151,0.0568854,-0.0413587,-0.71898,-0.202426,-0.253442,-1.01436e-07,0.0157185,0.0157185,-0.704803,0.0972859,-0.0922073,-0.71898,0.622782,0.471172,-1.01436e-07,0.19435,0.19435,-0.704803,-0.350114,-0.29853,-2.55151,0.148452,0.0904104,-1.01436e-07,-0.0794056,-0.0794056,-0.704803,5.42848e-10,1.71152e-09,-2.55151,-5.36795e-09,6.03078e-09,-0.71898,-3.91286e-08,-1.31351e-08
-2.50526,0.0744548,-0.0406709,-0.704765,-0.187642,-0.248276,-9.90688e-08,0.0152801,0.0152801,-0.69434,0.102063,-0.0900333,-0.704765,0.546876,0.462574,-9.90688e-08,0.190986,0.190986,-0.69434,-0.386058,-0.294511,-2.50526,0.170477,0.0882941,-9.90688e-08,-0.0781953,-0.0781953,-0.69434,-1.0828e-08,1.64951e-09,-2.50526,-8.59957e-09,5.88023e-09,-0.704765,-4.14481e-08,-1.2915e-08
-2.45901,0.0920242,-0.0399831,-0.69055,-0.172858,-0.24311,-9.67012e-08,0.0148417,0.0148417,-0.683877,0.0941971,-0.0878593,-0.69055,0.47097,0.453976,-9.67012e-08,0.187622,0.187622,-0.683877,-0.41076,-0.290493,-2.45901,0.192503,0.0861779,-9.67012e-08,-0.076985,-0.076985,-0.683877,-1.9567e-08,1.5875e-09,-2.45901,-1.18312e-08,5.72968e-09,-0.69055,-4.37676e-08,-1.2695e-08
-2.41277,0.109594,-0.0392952,-0.676336,-0.158074,-0.237944,-9.43336e-08,0.0144033,0.0144033,-0.673415,0.0852009,-0.0856853,-0.676336,0.395063,0.445377,-9.43336e-08,0.184258,0.184258,-0.673415,-0.434448,-0.286474,-2.41277,0.214528,0.0840617,-9.43336e-08,-0.0757748,-0.0757748,-0.673415,-2.80682e-08,1.52549e-09,-2.41277,-1.50628e-08,5.57913e-09,-0.676336,-4.60871e-08,-1.24749e-08
-2.36652,0.127163,-0.0386074,-0.662121,-0.14329,-0.232778,-9.1966e-08,0.0139649,0.0139649,-0.662952,0.066279,-0.0835112,-0.662121,0.319157,0.436779,-9.1966e-08,0.180894,0.180894,-0.662952,-0.445554,-0.282455,-2.36652,0.236554,0.0819455,-9.1966e-08,-0.0745645,-0.0745645,-0.662952,-3.34853e-08,1.46348e-09,-2.36652,-1.82944e-08,5.42858e-09,-0.662121,-4.84066e-08,-1.22548e-08
-2.32028,0.12265,-0.0379196,-0.647906,-0.128506,-0.227612,-8.95984e-08,0.0135265,0.0135265,-0.65249,0.027217,-0.0813372,-0.647906,0.24325,0.428181,-8.95984e-08,0.17753,0.17753,-0.65249,-0.431128,-0.278436,-2.32028,0.233133,0.0798293,-8.95984e-08,-0.0733542,-0.0733542,-0.65249,-3.26445e-08,1.40146e-09,-2.32028,-1.84069e-08,5.27803e-09,-0.647906,-5.07261e-08,-1.20348e-08
-2.27403,0.116649,-0.0372318,-0.633691,-0.113722,-0.222446,-8.72309e-08,0.0130881,0.0130881,-0.642027,-0.011845,-0.0791632,-0.633691,0.167344,0.419583,-8.72309e-08,0.174166,0.174166,-0.642027,-0.416703,-0.274417,-2.27403,0.227997,0.0777131,-8.72309e-08,-0.0721439,-0.0721439,-0.642027,-3.18038e-08,1.33945e-09,-2.27403,-1.83092e-08,5.12748e-09,-0.633691,-5.30456e-08,-1.18147e-08
-2.22779,0.110647,-0.0365439,-0.619477,-0.0989376,-0.21728,-8.48633e-08,0.0126497,0.0126497,-0.631564,-0.050907,-0.0769891,-0.619477,0.0914375,0.410985,-8.48633e-08,0.170801,0.170801,-0.631564,-0.402278,-0.270398,-2.22779,0.222861,0.0755969,-8.48633e-08,-0.0709337,-0.0709337,-0.631564,-3.0963e-08,1.27744e-09,-2.22779,-1.82115e-08,4.97693e-09,-0.619477,-5.53651e-08,-1.15946e-08
-2.18154,0.104646,-0.0358561,-0.605262,-0.0841535,-0.212114,-8.24957e-08,0.0122113,0.0122113,-0.621102,-0.089969,-0.0748151,-0.605262,0.0155311,0.402387,-8.24957e-08,0.167437,0.167437,-0.621102,-0.387853,-0.266379,-2.18154,0.217725,0.0734806,-8.24957e-08,-0.0697234,-0.0697234,-0.621102,-3.01222e-08,1.21543e-09,-2.18154,-1.81138e-08,4.82638e-09,-0.605262,-5.76846e-08,-1.13746e-08
-2.1353,0.0986443,-0.0351683,-0.591047,-0.083932,-0.206947,-8.01281e-08,0.0117729,0.0117729,-0.610639,-0.129031,-0.0726411,-0.591047,0.00245613,0.393788,-8.01281e-08,0.164073,0.164073,-0.610639,-0.373427,-0.26236,-2.1353,0.212589,0.0713644,-8.01281e-08,-0.0685131,-0.0685131,-0.610639,-2.92815e-08,1.15342e-09,-2.1353,-1.8016e-08,4.67583e-09,-0.591047,-5.41497e-08,-1.11545e-08
-2.08905,0.0926428,-0.0344805,-0.576832,-0.0855158,-0.201781,-7.77605e-08,0.0113345,0.0113345,-0.600177,-0.168093,-0.070467,-0.576832,-0.00282965,0.38519,-7.77605e-08,0.160709,0.160709,-0.600177,-0.359002,-0.258342,-2.08905,0.207452,0.0692482,-7.77605e-08,-0.0673028,-0.0673028,-0.600177,-2.84407e-08,1.09141e-09,-2.08905,-1.79183e-08,4.52528e-09,-0.576832,-4.9889e-08,-1.09345e-08
