iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
526,319.212,1,10.2878,33.844,17.6513,52.1118,0.266392,0.328027,0.99083,0.234943,0.984069
527,318.816,1,10.3664,34.0136,17.7596,51.0924,0.273324,0.317499,1.0073,0.241026,0.977026
528,310.092,1,10.3231,33.5867,18.1967,50.5982,0.265121,0.314458,0.964248,0.215954,0.960362
529,302.318,1,10.328,33.5429,18.5486,51.2555,0.264576,0.30838,0.902462,0.211532,0.936964
530,300.187,1,10.3403,34.7136,18.2293,50.2134,0.2669,0.279752,0.874244,0.227495,0.933087
531,306.346,1,10.3242,35.142,18.052,48.8654,0.265594,0.276681,0.901277,0.219334,0.966606
532,308.233,1,10.32,35.596,17.0984,48.9445,0.262591,0.276555,0.922005,0.223214,0.972108
533,307.432,1,10.337,35.3888,16.8345,48.6198,0.264161,0.292023,0.859848,0.22602,0.967626
534,306.389,1,10.3664,35.5243,16.6197,47.4809,0.26654,0.298823,0.953577,0.206714,0.955927
535,305.666,1,10.2696,35.5878,17.9672,47.9546,0.263515,0.294666,0.877113,0.184891,0.988499
536,309.284,1,10.3141,35.6997,17.4121,48.28,0.265529,0.290863,0.92958,0.168866,1.00774
537,314.109,1,10.3873,35.4455,17.4976,50.6764,0.26848,0.290642,0.863155,0.191785,1.02387
538,317.072,1,10.3177,35.0325,18.0471,48.7826,0.263123,0.277992,0.898163,0.203151,1.03485
539,313.406,1,10.3063,35.085,18.2413,49.2095,0.26677,0.265371,0.82895,0.202351,1.03272
540,312.741,1,10.2933,34.77,18.5626,48.8422,0.264672,0.249316,0.896077,0.216786,1.01774
541,315.109,1,10.3714,34.4882,18.6419,48.871,0.263672,0.261239,0.96657,0.235698,1.00042
542,311.454,1,10.3532,34.0016,19.1783,50.9593,0.262847,0.262413,0.911801,0.22096,0.999104
543,306.955,1,10.3088,33.9463,19.359,49.7557,0.262767,0.269855,0.957664,0.256959,0.944095
544,309.872,1,10.3157,33.1187,19.966,49.3419,0.260992,0.294409,0.961628,0.240907,0.955764
545,308.928,1,10.3218,32.9598,20.0162,50.1953,0.266605,0.280084,0.902419,0.231493,0.969565
546,318.358,1,10.3433,33.2084,20.3458,51.1042,0.267549,0.287032,0.897245,0.230517,1.01569
547,308.989,1,10.3123,32.9439,20.5357,51.0422,0.261002,0.269985,0.975563,0.243328,0.960046
548,309.257,1,10.3002,33.1768,18.8465,50.3283,0.265283,0.27024,1.0139,0.219676,0.96793
549,309.846,1,10.3099,33.4745,18.7821,49.7806,0.263537,0.25888,0.990792,0.219283,0.981495
550,325.219,1,10.3667,33.9998,18.457,46.3786,0.268135,0.274131,1.02548,0.248424,1.02768
551,322.108,1,10.393,34.2419,17.6493,45.8284,0.264183,0.265068,1.00405,0.229795,1.03315
552,321.804,1,10.4268,34.2331,17.6618,46.1705,0.261956,0.26481,1.04084,0.207255,1.04312
553,321.442,1,10.3524,34.7109,18.1351,46.7699,0.264919,0.282306,0.971965,0.232137,1.02307
554,322.656,1,10.3799,34.1404,17.9196,47.244,0.26625,0.276782,1.08736,0.230519,1.01607
555,318.142,1,10.3115,34.4327,18.0432,48.3633,0.260724,0.279797,0.972564,0.223836,1.01514
556,316.419,1,10.3235,35.1562,18.3292,48.7001,0.264369,0.28868,0.908552,0.24368,0.996464
557,313.921,1,10.2779,35.2148,17.9773,48.3865,0.26496,0.293164,0.947833,0.226291,0.985602
558,313.233,1,10.2533,35.0233,18.3705,49.9653,0.262112,0.274798,0.951138,0.215392,0.999617
559,305.281,1,10.3112,34.5383,17.512,49.3153,0.265138,0.30178,0.99691,0.206171,0.944021
560,309.961,1,10.3283,34.1681,17.6352,49.4021,0.263909,0.293798,0.993213,0.213392,0.967418
561,309.886,1,10.3292,33.8578,18.0828,49.2172,0.260974,0.282001,0.982038,0.22156,0.970703
562,313.268,1,10.352,33.6405,18.5583,46.7837,0.261118,0.285554,0.956878,0.211937,0.996241
563,322.098,1,10.3458,34.3552,18.1995,47.6753,0.264268,0.292066,0.965161,0.233403,1.0221
564,316.279,1,10.3537,33.7101,17.6129,48.3812,0.261985,0.304261,0.993836,0.257689,0.96865
565,304.228,1,10.409,33.8113,17.8471,49.1154,0.26444,0.315607,1.00305,0.230484,0.917846
566,305.991,1,10.3165,34.2333,17.9192,47.9157,0.264698,0.327623,0.984956,0.236176,0.919703
567,313.741,1,10.3016,34.1821,17.2707,51.2371,0.265675,0.32437,0.998711,0.236177,0.956528
568,317.5,1,10.3406,34.7176,16.6565,51.702,0.267133,0.351889,0.959187,0.230915,0.972034
569,315.919,1,10.3443,34.4033,17.1126,50.4901,0.265926,0.350125,0.930499,0.252325,0.957232
570,309.403,1,10.3173,34.0463,17.1963,51.7234,0.26499,0.368814,1.04957,0.225686,0.9325
571,318.16,1,10.3148,33.8566,18.2436,49.3195,0.261503,0.3711,0.938767,0.210181,0.994626
572,320.738,1,10.3544,34.4215,17.4929,47.7375,0.262919,0.368479,0.91914,0.232456,0.989406
573,309.947,1,10.3093,35.3,16.439,50.12,0.258823,0.331741,0.951949,0.225208,0.951472
574,307.556,1,10.3581,34.8897,16.8798,52.0014,0.264983,0.326296,0.973416,0.235585,0.929569
575,309.79,1,10.3113,35.0858,16.9772,51.523,0.263154,0.339414,0.907467,0.212712,0.95982
576,311.595,1,10.3124,34.2862,17.4881,54.2999,0.262455,0.340829,0.910765,0.244676,0.948592
577,308.483,1,10.3481,34.0568,17.0813,51.0289,0.262009,0.355006,0.947738,0.228111,0.932154
578,310.584,1,10.3683,34.0942,17.3294,50.6333,0.264993,0.336848,0.960061,0.22899,0.945773
579,311.714,1,10.3215,33.6574,18.5778,52.48,0.261671,0.309759,0.946014,0.240734,0.959877
580,312.83,1,10.3383,32.9537,19.2289,53.9343,0.265955,0.306931,1.00001,0.239346,0.957513
581,317.197,1,10.3126,32.8384,19.0947,52.7744,0.265493,0.293726,1.08559,0.240824,0.973478
582,313.08,1,10.2851,33.5306,18.5266,52.7596,0.263941,0.280475,1.12254,0.218917,0.96879
583,323.745,1,10.3124,33.0219,17.7085,50.6084,0.266387,0.27264,1.04135,0.240761,1.02399
584,323.41,1,10.2884,34.1895,18.1091,51.6274,0.263014,0.284947,0.96697,0.252462,1.02149
585,318.422,1,10.3357,33.4299,18.1753,50.4787,0.263613,0.28401,1.02586,0.304863,0.960123
586,321.099,1,10.3454,32.9127,18.4424,50.4849,0.2685,0.282541,0.993793,0.272677,0.997236
587,314.648,1,10.3887,33.3213,18.3261,51.7888,0.265703,0.27211,0.980136,0.266029,0.971671
588,308.359,1,10.4275,34.07,17.3814,49.0889,0.267749,0.269213,1.01767,0.237944,0.953454
589,309.852,1,10.2939,34.3964,18.3182,48.6183,0.261987,0.290001,0.964657,0.269121,0.941471
590,308.055,1,10.2702,34.2305,18.2474,49.9828,0.262698,0.283033,0.957881,0.242316,0.951045
591,311.759,1,10.3032,34.899,17.9349,51.518,0.263086,0.30765,0.94656,0.227578,0.968129
592,313.969,1,10.3054,35.2878,17.2862,51.3016,0.262161,0.290913,0.904241,0.242327,0.985407
593,311.744,1,10.3094,35.4011,17.1484,48.3489,0.263408,0.278054,0.85359,0.219763,1.00228
594,315.776,1,10.3723,35.5988,16.4797,47.0004,0.261543,0.265672,0.96272,0.257759,0.990201
595,307.633,1,10.3721,35.7029,16.3179,48.114,0.262552,0.253224,0.985403,0.230547,0.972891
596,311.975,1,10.349,36.0491,16.7816,49.956,0.261955,0.251624,0.932186,0.223512,1.00354
597,313.963,1,10.3717,36.1876,16.7664,49.528,0.25998,0.250431,0.882591,0.217798,1.02782
598,308.832,1,10.3374,36.2716,16.9821,49.3877,0.262597,0.238234,0.833758,0.226549,1.00913
599,304.174,1,10.3149,36.3673,17.3444,49.2399,0.264511,0.243041,0.816777,0.231585,0.980841
600,300.312,1,10.3551,35.6047,16.8717,49.3968,0.268935,0.240154,0.874691,0.244251,0.943751
601,311.287,1,10.3269,36.0411,16.5027,49.5976,0.267425,0.261758,0.893715,0.252605,0.979692
602,316.28,1,10.3462,35.7613,15.9396,50.0701,0.264347,0.269235,0.954439,0.279019,0.9792
603,318.093,1,10.3895,35.8569,17.438,48.0904,0.270767,0.257741,0.853676,0.280247,1.01031
604,313.178,1,10.3215,36.0021,17.2605,46.2786,0.264695,0.269776,0.868816,0.267007,0.982618
605,314.07,1,10.2804,35.6495,17.4132,46.1939,0.263882,0.282334,0.904476,0.238818,0.99162
606,311.193,1,10.3238,34.6876,18.1043,46.4961,0.2618,0.280551,0.934318,0.221688,0.984664
607,312.145,1,10.3552,33.9764,17.4737,46.0954,0.265415,0.264281,1.05488,0.23116,0.972789
608,312.967,1,10.3167,34.285,17.6315,47.5105,0.262936,0.270532,1.01182,0.256239,0.966293
609,315.107,1,10.3421,33.896,18.8108,46.7054,0.258916,0.275501,1.00834,0.25071,0.98033
610,316.436,1,10.2919,33.4002,17.9259,46.606,0.259549,0.267768,1.0192,0.275186,0.975995
611,312.791,1,10.353,34.0683,18.2575,48.5659,0.264222,0.257516,0.927635,0.304325,0.959694
612,316.837,1,10.2939,33.9703,18.2657,47.8093,0.263454,0.247723,1.00345,0.321677,0.967025
613,312.803,1,10.2866,34.6819,17.3906,48.3832,0.269411,0.227309,0.983786,0.287717,0.98104
614,316.716,1,10.3699,34.5231,18.0308,49.5085,0.271213,0.224319,0.983002,0.257341,1.01206
615,319.188,1,10.3218,35.2744,17.8474,48.6412,0.268352,0.222115,0.910792,0.257424,1.03932
616,314.772,1,10.3852,35.254,17.9685,48.9816,0.268366,0.226439,0.962347,0.2682,0.998737
617,315.997,1,10.3119,34.9763,18.0076,48.6781,0.266253,0.231523,0.91358,0.276019,1.00644
618,317.128,1,10.3985,34.4433,17.8284,52.1888,0.270578,0.236205,0.985927,0.272577,0.997764
619,321.251,1,10.3641,33.6934,19.3628,50.8425,0.270264,0.241249,0.925652,0.293811,1.01469
620,318.995,1,10.3156,33.5803,18.6627,49.0345,0.267508,0.223006,0.998704,0.297718,1.00279
621,319.909,1,10.3384,33.2766,18.9626,48.5999,0.267619,0.233345,1.04642,0.293529,0.996149
622,324.526,1,10.2853,33.8003,18.9449,49.3501,0.268912,0.247324,1.0191,0.285803,1.01892
623,331.21,1,10.3068,34.2704,17.7078,50.3017,0.271495,0.243958,1.09181,0.279503,1.0485
624,329.557,1,10.3423,34.1327,17.0846,50.9681,0.264193,0.236947,0.976546,0.256572,1.08111
625,321.802,1,10.3627,34.7997,17.5278,50.3424,0.258481,0.246559,0.956031,0.229485,1.05513
626,318.93,1,10.3859,34.4156,17.3033,48.7752,0.263941,0.249076,0.953389,0.240419,1.02658
627,323.279,1,10.3149,34.6032,18.3702,49.0621,0.261521,0.262372,0.97992,0.239253,1.04013
628,314.669,1,10.4088,34.8826,16.7065,49.7392,0.263278,0.266626,1.0084,0.225742,0.995493
629,314.442,1,10.383,34.1542,17.4376,48.9583,0.26557,0.265983,0.96073,0.227133,0.999555
630,314.723,1,10.4006,33.528,19.3038,48.8118,0.267333,0.287191,0.990192,0.203154,1.005
631,315.51,1,10.3352,33.1617,18.912,47.992,0.258788,0.299305,1.0331,0.207893,0.994012
632,317.01,1,10.3915,33.9972,18.5169,46.3089,0.264076,0.2899,1.03032,0.22895,0.989883
633,311.547,1,10.2908,34.5948,18.2349,47.8041,0.258883,0.286951,1.00085,0.229429,0.970151
634,310.026,1,10.3731,33.6113,18.2867,47.7489,0.26005,0.277564,1.04116,0.211248,0.972629
635,317.955,1,10.3186,33.8562,18.8369,47.9542,0.258669,0.270856,1.00465,0.216807,1.0195
636,324.699,1,10.3501,33.7914,18.8681,47.1826,0.260471,0.279932,0.978316,0.235898,1.041
637,313.022,1,10.3297,33.5578,18.7939,49.2734,0.259051,0.293118,0.947544,0.220185,0.988233
638,330.593,1,10.3206,33.2728,18.3186,49.3149,0.261445,0.305381,0.962299,0.216649,1.07516
639,317.107,1,10.3011,33.3301,19.8764,48.5163,0.26223,0.273141,0.97465,0.196317,1.03613
640,311.058,1,10.3351,33.9972,18.6144,48.8581,0.260868,0.27128,0.878051,0.208053,1.0076
641,306.163,1,10.3267,34.1412,18.827,49.5727,0.263478,0.262189,0.903398,0.207342,0.98211
642,305.945,1,10.3458,33.8971,17.6848,51.7827,0.269264,0.25645,1.00432,0.194689,0.974931
643,307.462,1,10.3899,33.9048,18.5632,49.8357,0.268329,0.257516,0.948877,0.204222,0.983857
644,311.436,1,10.3814,33.7604,18.7433,50.1115,0.266257,0.264369,0.928334,0.204167,1.00497
645,316.961,1,10.3128,34.2854,19.2413,49.3516,0.272222,0.26243,0.886653,0.20607,1.03761
646,307.779,1,10.3139,34.428,18.1251,51.7442,0.264709,0.274872,0.969874,0.184314,0.989787
647,316.415,1,10.3749,34.3109,17.5724,51.9869,0.267213,0.286491,1.01201,0.217111,0.997102
648,316.491,1,10.374,35.0614,17.2357,50.8839,0.269523,0.256245,0.950129,0.233831,1.01206
649,319.487,1,10.3005,34.3887,17.4258,50.9333,0.267381,0.25746,0.957152,0.225378,1.03175
650,316.735,1,10.3313,34.315,17.8696,51.4357,0.267655,0.2509,0.967129,0.238444,1.01087
651,309.699,1,10.2947,34.7907,18.1991,49.986,0.265419,0.255711,0.948374,0.233822,0.978562
652,306.396,1,10.2971,34.747,17.5686,51.1978,0.264319,0.264704,0.923116,0.231583,0.962743
653,314.661,1,10.3059,34.414,17.9982,51.5793,0.263507,0.274124,0.952543,0.253724,0.98269
654,315.951,1,10.3457,34.7516,17.6937,52.1217,0.264042,0.287072,0.869943,0.249642,0.997826
655,319.438,1,10.3439,33.7478,18.4278,50.8945,0.26535,0.312861,0.887973,0.223287,1.01635
656,316.037,1,10.3302,34.0711,18.5765,49.1867,0.262454,0.295309,0.851141,0.241071,1.00331
657,325.996,1,10.3401,34.5075,17.2978,49.7984,0.266036,0.308655,0.902988,0.238022,1.0408
658,325.532,1,10.361,35.1169,16.6527,46.1356,0.263779,0.297859,0.888165,0.265833,1.03077
659,331.887,1,10.3256,35.1564,16.573,46.8547,0.257842,0.301008,0.938502,0.296995,1.04183
660,332.652,1,10.2647,35.4824,16.4873,46.3592,0.256037,0.274478,0.94253,0.304809,1.05658
661,326.214,1,10.3115,35.8028,17.4278,49.0232,0.262109,0.275417,0.847861,0.280935,1.04594
662,327.556,1,10.2863,36,16.457,49.2887,0.258508,0.278447,0.840346,0.307839,1.04111
663,326.867,1,10.3188,35.5253,16.6033,49.5965,0.260396,0.285887,0.930433,0.307465,1.01727
664,324.285,1,10.2843,36.1816,15.6349,50.9931,0.262821,0.300736,0.898737,0.305018,1.00116
665,317.126,1,10.3256,36.1641,16.1932,48.6357,0.264717,0.293739,0.883552,0.272817,0.993891
666,322.721,1,10.2332,37.1557,15.6219,51.6649,0.260069,0.291787,0.845216,0.262332,1.03034
667,319.548,1,10.293,37.4556,15.5918,50.5318,0.266494,0.307771,0.834154,0.236627,1.01917
668,329.793,1,10.325,36.622,15.1679,50.8184,0.269136,0.31912,0.900646,0.244926,1.05066
669,330.483,1,10.3074,36.9773,15.1517,49.8331,0.264512,0.310158,0.914399,0.270489,1.04394
670,327.117,1,10.2784,36.7342,16.0943,47.9134,0.262732,0.312867,0.884029,0.250248,1.04233
671,327.759,1,10.2837,36.3419,15.607,47.7607,0.263931,0.343707,0.869816,0.255328,1.03031
672,321.524,1,10.3016,37.2136,14.5366,50.4482,0.259298,0.324972,0.887094,0.228373,1.0318
673,322.632,1,10.3033,37.4616,15.0159,48.5829,0.266162,0.317404,0.833639,0.238462,1.03015
674,327.096,1,10.3209,37.6461,14.8696,49.4135,0.266074,0.306127,0.832835,0.245218,1.05585
675,313.706,1,10.3975,37.4665,14.6736,49.3246,0.267693,0.281847,0.867768,0.219329,1.02586
676,320.574,1,10.3098,37.3608,14.8639,49.6834,0.262851,0.29731,0.936605,0.196174,1.05047
677,323.206,1,10.3495,37.6742,14.8141,49.5495,0.260189,0.285953,0.881639,0.175463,1.09466
678,322.434,1,10.3151,36.8149,15.4464,49.3221,0.263057,0.274286,0.881076,0.156939,1.11517
679,323.721,1,10.3393,36.7898,15.283,51.0478,0.264014,0.272171,0.885872,0.160909,1.11347
680,315.658,1,10.328,36.8808,15.794,50.7183,0.264895,0.273894,0.861919,0.15115,1.08026
681,304.97,1,10.3029,37.1001,15.4079,51.5833,0.267234,0.279849,0.875823,0.146306,1.01973
682,303.897,1,10.3186,37.1751,15.8433,50.0174,0.265828,0.281474,0.898076,0.156035,1.00082
683,312.532,1,10.2974,36.7558,15.2534,49.1718,0.264816,0.280206,0.956518,0.152674,1.04185
684,311.568,1,10.2833,36.8763,14.6057,49.9357,0.264675,0.296201,0.973907,0.136556,1.04273
685,307.254,1,10.3518,36.5508,15.8047,50.3899,0.263887,0.277329,0.953804,0.136141,1.03319
686,302.244,1,10.3026,36.1646,16.5199,50.1289,0.264233,0.268851,0.859927,0.129462,1.0339
687,309.979,1,10.2993,36.3361,15.9123,50.7449,0.266254,0.280797,0.91215,0.147792,1.03901
688,312.11,1,10.3203,36.8669,15.0905,51.6252,0.267263,0.269506,0.967804,0.142663,1.05265
689,311.794,1,10.3184,36.4885,15.966,52.0277,0.264375,0.299952,0.86563,0.153573,1.04223
690,305.56,1,10.2978,36.2907,16.2004,51.423,0.262876,0.283189,0.903975,0.162753,1.00313
691,307.45,1,10.2842,36.2956,16.4817,51.9334,0.260039,0.269852,0.918862,0.166522,1.01599
692,312.014,1,10.3721,35.8782,16.3266,50.2327,0.265809,0.255173,0.93259,0.177289,1.03385
693,319.06,1,10.2905,36.3415,15.6988,50.9954,0.258465,0.253366,0.92805,0.194049,1.06465
694,320.463,1,10.396,36.0423,16.5233,50.9643,0.264753,0.256471,0.949819,0.187706,1.06838
695,312.289,1,10.3097,35.0919,16.8216,51.4037,0.258052,0.271151,0.968996,0.192884,1.01238
696,304.015,1,10.3188,34.8317,17.386,52.139,0.257662,0.250464,0.936033,0.180438,0.995793
697,306.965,1,10.3587,34.9119,17.619,52.3626,0.261056,0.272863,0.995659,0.199255,0.973627
698,301.987,1,10.3642,34.3554,17.9806,53.7003,0.260513,0.267564,0.971055,0.204691,0.951452
699,312.178,1,10.3623,33.749,18.9686,51.7987,0.259057,0.286456,0.961209,0.251886,0.965999
700,308.55,1,10.371,34.1453,18.5806,51.236,0.262008,0.286155,0.968545,0.225294,0.965779
701,308.218,1,10.3003,34.1557,18.5329,52.0033,0.259835,0.29575,0.959532,0.201509,0.976336
702,298.333,1,10.3064,34.179,18.4632,51.0356,0.264506,0.265708,0.914427,0.196174,0.946448
703,308.575,1,10.2973,34.6078,17.3622,51.0378,0.259878,0.276805,0.93546,0.228959,0.969534
704,310.331,1,10.3504,35.3194,16.9249,50.1161,0.262393,0.272814,0.95784,0.226683,0.977191
705,308.353,1,10.2608,35.0626,17.6294,52.1922,0.265178,0.295464,0.95165,0.202752,0.975076
706,325.222,1,10.2998,35.1558,16.9082,52.1891,0.269757,0.292394,0.991119,0.248183,1.02239
707,320.75,1,10.3339,34.8686,16.8457,49.3519,0.266547,0.291684,1.03047,0.23877,1.00091
708,319.397,1,10.2632,34.5596,16.9299,50.1768,0.262478,0.287874,1.00792,0.230693,1.00629
709,314.362,1,10.2826,34.9239,17.0577,49.064,0.267352,0.282414,0.969515,0.219392,0.99317
710,312.575,1,10.2814,34.9688,17.004,48.304,0.266442,0.274388,0.961945,0.225148,0.986007
711,310.643,1,10.2946,33.7665,17.9788,48.5622,0.265917,0.276437,0.99811,0.201378,1.00946
712,318.171,1,10.3522,34.3425,18.238,48.763,0.263631,0.283446,0.97976,0.188086,1.03605
713,317.091,1,10.3094,34.5569,17.6743,49.5036,0.263414,0.281141,0.974715,0.192921,1.02856
714,319.765,1,10.3548,34.8205,17.9181,51.1822,0.264836,0.27055,0.975956,0.212715,1.033
715,310.414,1,10.3729,34.1302,17.5927,49.7861,0.265952,0.267416,1.01575,0.204959,0.984559
716,312.823,1,10.3338,34.3859,17.8354,49.965,0.265808,0.281039,1.00221,0.223827,0.979156
717,300.944,1,10.3165,34.0286,18.527,49.2766,0.265892,0.266896,0.98832,0.200197,0.946434
718,310.862,1,10.3171,34.9993,17.5486,50.8775,0.268307,0.267134,0.991486,0.18947,1.00063
719,311.742,1,10.3498,34.8782,17.1991,51.4504,0.270647,0.287797,0.928093,0.197401,0.996741
720,309.958,1,10.3495,35.9613,16.4098,49.5983,0.267618,0.278116,0.991076,0.207985,0.977149
721,320.042,1,10.4294,36.5905,15.9045,52.453,0.272368,0.280775,0.961555,0.186027,1.05112
722,324.445,1,10.2658,36.047,15.6339,53.2208,0.263807,0.293463,1.03687,0.171088,1.07089
723,312.893,1,10.3187,35.688,16.1478,53.0717,0.26623,0.262481,1.02582,0.153026,1.05249
724,306.606,1,10.2759,35.5879,17.0198,51.9018,0.262342,0.278237,0.955539,0.150958,1.01443
725,314.053,1,10.2242,35.5888,17.1891,52.2915,0.258947,0.284667,1.00733,0.148264,1.04771
726,313.116,1,10.2882,34.6945,17.0089,53.4216,0.267275,0.299315,0.984166,0.150584,1.03141
727,305.776,1,10.3097,35.5349,16.7413,54.5208,0.267082,0.297512,0.930913,0.134686,1.02723
728,303.243,1,10.2799,35.4137,17.4342,54.6056,0.264707,0.295033,0.910549,0.14105,1.00389
729,303.928,1,10.3289,35.6475,17.5233,54.189,0.267726,0.295012,0.908219,0.134614,1.01308
730,298.99,1,10.3443,35.9072,15.7987,53.8331,0.261069,0.280955,0.958378,0.120403,1.01214
731,295.279,1,10.3628,35.6664,16.0418,53.5703,0.263324,0.293893,1.01447,0.112573,0.981044
732,295.074,1,10.3091,36.1725,15.6453,53.5466,0.267392,0.28731,0.982578,0.104718,0.996076
733,295.925,1,10.3048,36.4369,15.4156,54.157,0.260123,0.28522,0.924314,0.118432,0.996559
734,295.68,1,10.354,37.1003,14.5487,53.5777,0.262567,0.291857,0.930259,0.118083,0.990103
735,300.773,1,10.3815,37.4831,14.7929,53.2624,0.260845,0.297881,0.9724,0.110582,1.01783
736,295.41,1,10.3099,36.9884,14.2502,52.3287,0.260864,0.290995,0.962942,0.112423,0.992184
737,299.026,1,10.2783,37.0091,15.1177,52.0964,0.259564,0.293023,0.950037,0.124435,0.997868
738,313.151,1,10.2644,37.1142,14.1797,52.0962,0.265415,0.28182,1.04631,0.139209,1.04438
739,307.062,1,10.278,36.9709,14.3648,52.0194,0.266859,0.264033,0.985676,0.145603,1.02284
740,306.019,1,10.3259,37.2501,14.9082,51.4688,0.266556,0.256754,0.922131,0.130514,1.0482
741,303.561,1,10.3071,37.1948,14.8268,52.2915,0.265991,0.247121,1.01762,0.126516,1.03079
742,314.923,1,10.32,36.7547,14.9159,52.5577,0.267027,0.267953,0.953986,0.126307,1.09067
743,301.201,1,10.32,37.5556,14.7104,51.6058,0.261543,0.274668,0.898845,0.127768,1.02198
744,289.929,1,10.2884,36.9813,15.3738,50.4273,0.261922,0.251852,0.991714,0.114279,0.978835
745,293.148,1,10.3499,36.5725,16.4012,51.1729,0.261714,0.25771,0.968756,0.105947,1.0054
746,301.578,1,10.3404,35.8982,15.9437,51.2652,0.262974,0.261651,1.01745,0.119969,1.02133
747,311.366,1,10.3787,35.4675,16.0817,51.3065,0.2677,0.246764,1.07438,0.120727,1.07162
748,312.007,1,10.3678,35.7868,16.8659,50.665,0.263659,0.255165,1.02933,0.131837,1.06529
749,307.616,1,10.2595,35.743,16.5667,51.7728,0.264687,0.27054,1.03477,0.117918,1.04806
750,306.162,1,10.3248,35.77,16.5267,51.1957,0.26362,0.271693,0.944888,0.12324,1.04707
751,298.251,1,10.3129,36.0708,16.6195,49.7381,0.264866,0.245427,0.917356,0.126381,1.01976
752,306.57,1,10.3184,36.047,17.3001,48.7319,0.261723,0.246824,0.949647,0.13135,1.05458
753,325.98,1,10.3957,35.7318,16.9048,49.4122,0.271663,0.25419,0.919195,0.142742,1.14698
754,307.725,1,10.3392,35.8007,17.2185,49.2259,0.259724,0.276163,0.918782,0.129564,1.05202
755,303.242,1,10.3077,35.7175,16.6437,50.2605,0.254833,0.259956,0.95159,0.121164,1.04458
756,302.566,1,10.3197,36.4198,16.0678,50.4892,0.257542,0.265068,0.896768,0.116015,1.05201
757,300.925,1,10.3583,35.9274,17.6566,51.0448,0.26289,0.255648,0.88627,0.105719,1.06152
758,297.712,1,10.2772,35.8028,16.5558,50.6376,0.260335,0.268147,0.968962,0.107011,1.02291
759,294.736,1,10.3289,35.6542,16.9153,50.0875,0.260942,0.27532,0.944045,0.115974,0.995043
760,300.843,1,10.334,36.3559,15.828,49.944,0.263443,0.289852,0.956128,0.112694,1.02048
761,307.277,1,10.3368,36.4048,15.6456,48.5247,0.26519,0.286028,0.958707,0.110411,1.05903
762,305.81,1,10.3548,35.3863,16.8258,48.9279,0.262878,0.27453,0.981019,0.0987548,1.07534
763,295.745,1,10.3547,36.1111,16.5556,48.9117,0.261866,0.27701,0.945516,0.088329,1.04917
764,291.074,1,10.2975,35.4286,15.956,49.3682,0.261078,0.280348,1.02807,0.0900314,0.997737
765,289.452,1,10.3758,35.5829,16.2768,49.1126,0.264863,0.293753,0.927725,0.0901335,0.995197
766,292.786,1,10.3598,35.3109,16.5527,49.6714,0.25757,0.294178,0.900913,0.0962478,1.01118
767,305.628,1,10.3779,35.236,15.8595,49.4636,0.262615,0.288721,0.942725,0.0964293,1.07359
768,294.695,1,10.3029,35.1897,16.4731,48.5476,0.256722,0.298516,1.00614,0.086249,1.0268
769,298.698,1,10.3134,35.5401,16.6472,49.1479,0.258604,0.30992,0.89992,0.0938175,1.04034
770,294.172,1,10.2924,35.7016,16.3482,48.857,0.256874,0.322732,0.889868,0.0886823,1.01914
771,290.22,1,10.3195,36.0163,15.9231,49.2384,0.258625,0.333835,0.967442,0.0793199,0.997611
772,289.882,1,10.276,34.7997,16.7323,50.657,0.255158,0.347029,0.956357,0.0709458,1.01551
773,291.995,1,10.3344,35.1386,16.6571,50.4456,0.263161,0.337901,0.952914,0.0675768,1.02742
774,287.028,1,10.4,35.468,15.6446,50.512,0.260847,0.329043,0.941943,0.0604425,1.04327
775,286.58,1,10.3406,35.9319,15.2921,50.2099,0.261486,0.33051,0.942345,0.0551308,1.03491
776,283.703,1,10.3717,35.6935,15.8783,50.2762,0.259239,0.338657,0.974577,0.0493105,1.02964
777,285.338,1,10.3843,35.6602,15.5787,50.1785,0.263286,0.338457,0.951961,0.0547478,1.02318
778,293.663,1,10.2708,35.5937,15.6379,50.1736,0.258883,0.306593,0.997019,0.0647947,1.05321
779,291.978,1,10.3089,36.1496,16.0863,49.3733,0.256472,0.303696,0.891761,0.063305,1.06903
780,287.986,1,10.3512,35.2643,16.1882,49.1742,0.258649,0.351421,0.933762,0.0599663,1.02363
781,285.959,1,10.3881,35.5309,16.229,48.4697,0.264816,0.360307,0.92802,0.0581553,1.01116
782,281.728,1,10.368,35.3798,17.2566,48.8719,0.259504,0.345585,0.874495,0.0520157,1.02596
783,286.691,1,10.3837,34.9621,16.5376,48.5882,0.261195,0.342721,0.995161,0.0472352,1.04535
784,280.163,1,10.4185,34.3832,17.4915,48.9748,0.26285,0.335697,0.91139,0.0436296,1.03754
785,285.196,1,10.3739,35.0039,17.2961,48.4641,0.254386,0.346583,0.949133,0.0428216,1.06183
786,287.687,1,10.3018,33.8534,18.1214,48.3719,0.2555,0.367427,0.969663,0.039041,1.077
787,280.858,1,10.3567,33.8462,17.1271,48.4236,0.26307,0.361585,0.97186,0.0430592,1.02231
788,279.729,1,10.3791,34.7526,16.84,48.4649,0.262978,0.350837,1.03055,0.0419377,1.01607
789,278.644,1,10.3396,35.429,16.4296,48.6126,0.263803,0.327318,1.03096,0.0431414,1.01589
