simulations, -2LL
1000,527.841
2000,526.228
3000,524.994
4000,524.827
5000,525.104
6000,522.888
7000,523.272
8000,523.223
9000,523.514
10000,523.632
11000,523.645
12000,523.679
13000,523.675
14000,523.608
15000,523.65
16000,523.47
17000,523.687
18000,523.823
19000,523.95
20000,523.967
21000,523.912
22000,524.066
23000,524.11
24000,524.111
25000,523.469
26000,523.565
27000,523.707
28000,523.772
29000,523.78
30000,523.868
