iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,642.048,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,611.771,1,9.92745,16.2405,32.4743,74.2638,0.24,0.894427,0.894427,0.894427,0.894427
3,581.882,1,10.0509,15.9479,35.3276,72.9857,0.192,0.8,0.8,0.8,0.8
4,535.123,1,9.99102,16.3544,36.001,72.0099,0.1536,0.715542,0.751616,0.715542,0.788016
5,490.719,1,9.67054,14.4603,36.7999,70.2395,0.12288,0.64,0.79625,0.64,0.789366
6,456.508,1,9.78077,13.3647,36.1324,59.4787,0.104665,0.572433,0.833152,0.572433,0.760824
7,438.022,1,9.8438,13.8573,36.1498,59.5933,0.0986768,0.512,0.779563,0.512,0.756511
8,410.664,1,9.89147,14.6761,35.6466,55.8937,0.0871133,0.457947,0.793323,0.457947,0.74688
9,392.833,1,9.86218,14.3529,34.5239,52.484,0.0805982,0.4096,0.765038,0.4096,0.721176
10,383.234,1,9.82185,14.5544,34.5543,51.1507,0.0767337,0.366357,0.790603,0.392201,0.687039
11,371.241,1,9.88242,14.2533,35.0387,48.6868,0.0735994,0.32768,0.816767,0.350795,0.719084
12,358.532,1,9.93209,14.6351,35.0226,51.4409,0.0699098,0.293086,0.738048,0.359413,0.712676
13,360.284,1,9.92457,14.6206,35.3988,49.2749,0.0705754,0.283818,0.751025,0.344037,0.719853
14,353.699,1,9.87145,14.2013,35.5065,48.9544,0.0677476,0.275882,0.807752,0.336521,0.721796
15,348.342,1,9.93073,13.7499,36.293,48.3039,0.0664371,0.275788,0.798631,0.335478,0.722985
16,340.118,1,9.95176,13.5916,35.8531,45.3348,0.0633098,0.276722,0.807973,0.336834,0.737182
17,331.165,1,9.92511,13.936,35.6881,45.3872,0.06106,0.27719,0.792943,0.317139,0.719427
18,329.392,1,9.93063,14.2605,35.5705,47.0085,0.0611267,0.271011,0.832717,0.302752,0.698647
19,322.651,1,9.86737,13.912,35.4951,46.5155,0.0584088,0.27821,0.834151,0.299508,0.716497
20,314.587,1,9.92007,13.8127,35.2624,48.9193,0.0564798,0.274117,0.838299,0.294786,0.717149
21,311.528,1,9.91095,14.842,35.4959,46.7333,0.0556556,0.278992,0.839108,0.29064,0.697115
22,308.193,1,9.86344,15.1307,35.3584,47.4397,0.0538568,0.288157,0.849846,0.291822,0.725334
23,306.621,1,9.87186,14.219,35.098,47.7757,0.0535438,0.285443,0.857604,0.300269,0.703579
24,306.684,1,9.84991,14.4389,35.3257,47.7867,0.0529329,0.284426,0.876765,0.291981,0.756275
25,313.811,1,9.88413,13.9686,35.6915,47.919,0.0552564,0.280737,0.859701,0.305267,0.730781
26,310.477,1,9.85325,14.2341,34.9189,48.8648,0.0537134,0.281262,0.895156,0.317463,0.714018
27,313.389,1,9.85508,14.976,34.4854,49.2209,0.0540395,0.287526,0.869036,0.339081,0.726179
28,313.269,1,9.89562,14.8761,34.7056,48.5938,0.05521,0.27745,0.822474,0.334458,0.691068
29,311.847,1,9.90184,15.0435,35.1288,46.5742,0.0548119,0.280394,0.840549,0.322997,0.69699
30,308.261,1,9.93341,14.1976,35.4728,47.5578,0.0545563,0.27595,0.79984,0.329984,0.672035
31,310.421,1,9.92668,14.2102,35.696,49.4839,0.0553093,0.280282,0.841516,0.302614,0.67254
32,310.305,1,9.93952,14.276,35.77,48.1202,0.0551492,0.274949,0.841058,0.318898,0.664043
