iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2019.07,1,2.59104,2.88311,10.5064,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2005.51,1,3.03097,3.69295,12.9158,27.8526,2.92404,2.92404,0,1.46202,1.58318,1.7086,1.46202
3,1990.98,1,4.42889,4.81304,17.641,46.1141,2.85,2.85,0,1.425,1.55219,1.66533,1.49096
4,1964.98,1,3.16104,6.46814,29.0722,68.8148,2.77784,2.77784,0,1.38892,1.51289,1.62317,1.45321
5,1965.77,1,3.40501,6.7964,41.3463,75.8105,2.7075,2.7075,0,1.35375,1.47458,1.58207,1.41641
6,1961.2,1,3.3176,5.49908,45.915,84.9293,2.63894,2.63894,0,1.31947,1.51075,1.7083,1.38055
7,1943.15,1,2.89257,5.89885,62.5501,118.041,2.57212,2.57212,0,1.28606,1.47249,1.66504,1.34559
8,1925.73,1,2.6843,6.23439,58.1783,112.495,2.507,2.507,0,1.2535,1.43521,1.62288,1.3323
9,1935.53,1,2.39299,5.14635,68.0394,115.301,2.44352,2.44352,0,1.22176,1.6438,1.58645,1.38809
10,1921.27,1,1.92409,6.6056,50.2956,162.184,2.38165,2.38165,0,1.19082,1.74554,1.54628,1.35295
11,1914.55,1,2.08122,5.09459,73.743,172.965,2.32134,2.32134,0,1.21269,1.74332,1.50713,1.36094
12,1895.8,1,1.97589,4.98912,68.7542,165.743,2.26257,2.26257,0,1.18198,1.69918,1.46897,1.32648
13,1888.46,1,2.37965,9.28123,51.2323,237.323,2.20528,2.20528,0,1.15205,1.77618,1.43177,1.39931
14,1875.61,1,2.215,6.81619,67.8603,249.091,2.14944,2.14944,0,1.12288,1.89144,1.39552,1.36388
15,1860.32,1,1.88071,7.78464,54.7512,259.256,2.09501,2.09501,0,1.09445,1.84354,1.36019,1.32935
16,1859.59,1,1.76516,11.8251,50.1376,184.601,2.04197,2.04197,0,1.06674,1.81494,1.32574,1.29569
17,1837.65,1,1.81587,7.76405,45.9436,214.01,1.99026,1.99026,0,1.03973,1.76898,1.29218,1.26288
18,1836.33,1,1.85489,8.6845,39.7874,201.678,1.93987,1.93987,0,1.0134,1.72419,1.34773,1.29471
19,1810.25,1,2.33525,8.03088,42.4169,228.633,1.89075,1.89075,0,0.987741,1.68053,1.3136,1.26193
20,1799.21,1,2.24453,6.79718,36.8469,218.034,1.84287,1.84287,0,0.962731,1.63798,1.28034,1.22998
21,1803.39,1,2.39586,10.4373,43.8451,209.376,1.79621,1.79621,0,0.938354,1.65178,1.24792,1.19884
22,1775.61,1,2.55496,11.1085,37.0672,208.492,1.75073,1.75073,0,0.914594,1.60996,1.21632,1.16848
23,1779.43,1,2.38984,9.55058,32.7159,259.106,1.7064,1.7064,0,0.891436,1.79216,1.19774,1.13889
