simulations, -2LL
1000,539.41
2000,538.863
3000,538.516
4000,538.143
5000,538.262
6000,538.321
7000,538.217
8000,538.177
9000,537.865
10000,537.918
11000,537.976
12000,538.019
13000,538.017
14000,537.94
15000,537.937
16000,537.928
17000,537.947
18000,537.938
19000,537.948
20000,537.959
21000,537.913
22000,537.903
23000,537.925
24000,537.94
25000,537.937
26000,537.976
27000,537.972
28000,537.991
29000,537.987
30000,537.983
