parameter,value,se_sa,rse_sa
Cl_pop,4.99703433146059,5.19593312143764,103.980336671389
V1_pop,21.9496453768833,18.8214532039923,85.7483247716361
Q_pop,5.03963446964385,7.29326450457429,144.718124866102
V2_pop,33.8906714964204,381.26796722616,1124.99384164291
omega_Cl,0.26129865199592,0.16386481051233,62.7116937881825
omega_V1,0.247100982502733,0.259499737220333,105.017687340625
omega_Q,0.535564325198053,2.97798831206048,556.046803707325
omega_V2,0.693452268161418,13.5417504262738,1952.80209583533
b1,0.141415631485036,0.0106919506848428,7.56065688959864
b2,0.02374551836423,0.0107628508911139,45.325819912725
