Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,bias_abscissa,bias_cdf,split
2.78511,0.0685714,12.491,0.0685714,2.02787,0.07,12.0976,0.0685714,0.268,0.0685714,All
2.78847,0.07,12.5172,0.07,2.04557,0.0714286,12.1381,0.07,0.268,0.07,All
2.82332,0.0714286,12.5352,0.0714286,2.0712,0.0728571,12.1422,0.0714286,0.268,0.0714286,All
3.08256,0.0728571,12.5756,0.0728571,2.11275,0.0742857,12.1598,0.0728571,0.268,0.0728571,All
3.32479,0.0742857,12.6621,0.0742857,2.1307,0.0757143,12.1962,0.0742857,0.268,0.0742857,All
3.3258,0.0757143,12.6873,0.0757143,2.13448,0.0771429,12.2039,0.0757143,0.268,0.0757143,All
3.36225,0.0771429,12.7139,0.0771429,2.16013,0.0785714,12.2097,0.0771429,0.268,0.0771429,All
3.37081,0.0785714,12.7142,0.0785714,2.17537,0.08,12.2394,0.0785714,0.268,0.0785714,All
3.39392,0.08,12.7349,0.08,2.1787,0.0814286,12.2441,0.08,0.268,0.08,All
3.39675,0.0814286,12.7381,0.0814286,2.21455,0.0828571,12.2495,0.0814286,0.268,0.0814286,All
3.40069,0.0828571,12.7502,0.0828571,2.24157,0.0842857,12.2725,0.0828571,0.268,0.0828571,All
3.40657,0.0842857,12.8167,0.0842857,2.2437,0.0857143,12.4254,0.0842857,0.268,0.0842857,All
3.40709,0.0857143,12.817,0.0857143,2.25159,0.0871429,12.4408,0.0857143,0.268,0.0857143,All
3.41044,0.0871429,12.8554,0.0871429,2.25595,0.0885714,12.4655,0.0871429,0.268,0.0871429,All
3.42046,0.0885714,13.0062,0.0885714,2.26312,0.09,12.4684,0.0885714,0.268,0.0885714,All
3.42108,0.09,13.057,0.09,2.31242,0.0914286,12.5828,0.09,0.268,0.09,All
3.42623,0.0914286,13.1606,0.0914286,2.31827,0.0928571,12.5834,0.0914286,0.268,0.0914286,All
3.42687,0.0928571,13.1633,0.0928571,2.31891,0.0942857,12.5899,0.0928571,0.268,0.0928571,All
3.43514,0.0942857,13.1773,0.0942857,2.3194,0.0957143,12.6086,0.0942857,0.268,0.0942857,All
3.43595,0.0957143,13.1972,0.0957143,2.33869,0.0971429,12.6566,0.0957143,0.268,0.0957143,All
3.44984,0.0971429,13.2302,0.0971429,2.38594,0.0985714,12.6631,0.0971429,0.268,0.0971429,All
3.45365,0.0985714,13.247,0.0985714,2.3884,0.1,12.6833,0.0985714,0.268,0.0985714,All
3.45793,0.1,13.3096,0.1,2.4175,0.101429,12.6841,0.1,0.268,0.1,All
3.46014,0.101429,13.3405,0.101429,2.46622,0.102857,12.7194,0.101429,0.268,0.101429,All
3.46655,0.102857,13.3535,0.102857,2.47712,0.104286,12.7523,0.102857,0.268,0.102857,All
3.46699,0.104286,13.3604,0.104286,2.47962,0.105714,12.7832,0.104286,0.268,0.104286,All
3.46892,0.105714,13.366,0.105714,2.51635,0.107143,12.8201,0.105714,0.268,0.105714,All
3.47328,0.107143,13.4041,0.107143,2.55033,0.108571,12.8341,0.107143,0.268,0.107143,All
3.48112,0.108571,13.4384,0.108571,2.56925,0.11,12.8413,0.108571,0.268,0.108571,All
3.48156,0.11,13.5329,0.11,2.62043,0.111429,12.8417,0.11,0.268,0.11,All
3.48532,0.111429,13.5379,0.111429,2.63454,0.112857,12.8807,0.111429,0.268,0.111429,All
3.48594,0.112857,13.5643,0.112857,2.65287,0.114286,12.9072,0.112857,0.268,0.112857,All
3.49026,0.114286,13.6037,0.114286,2.65802,0.115714,12.9754,0.114286,0.268,0.114286,All
3.49461,0.115714,13.648,0.115714,2.65932,0.117143,12.9961,0.115714,0.268,0.115714,All
3.49661,0.117143,13.6626,0.117143,2.67562,0.118571,12.999,0.117143,0.268,0.117143,All
3.49886,0.118571,13.6859,0.118571,2.69105,0.12,13.0607,0.118571,0.268,0.118571,All
3.49976,0.12,13.6983,0.12,2.69638,0.121429,13.0744,0.12,0.268,0.12,All
3.51117,0.121429,13.7389,0.121429,2.703,0.122857,13.0744,0.121429,0.268,0.121429,All
3.51384,0.122857,13.8699,0.122857,2.70484,0.124286,13.0842,0.122857,0.268,0.122857,All
3.51431,0.124286,13.9113,0.124286,2.70572,0.125714,13.2036,0.124286,0.268,0.124286,All
3.53338,0.125714,13.9788,0.125714,2.74529,0.127143,13.441,0.125714,0.268,0.125714,All
3.53344,0.127143,14.0018,0.127143,2.75585,0.128571,13.4635,0.127143,0.268,0.127143,All
3.53849,0.128571,14.0049,0.128571,2.76144,0.13,13.4935,0.128571,0.268,0.128571,All
3.54525,0.13,14.0129,0.13,2.78956,0.131429,13.506,0.13,0.268,0.13,All
3.55664,0.131429,14.0253,0.131429,2.80597,0.132857,13.5113,0.131429,0.268,0.131429,All
3.55679,0.132857,14.0684,0.132857,2.81612,0.134286,13.5463,0.132857,0.268,0.132857,All
3.58129,0.134286,14.0711,0.134286,2.83112,0.135714,13.559,0.134286,0.268,0.134286,All
3.59429,0.135714,14.0734,0.135714,2.84117,0.137143,13.5668,0.135714,0.268,0.135714,All
3.61124,0.137143,14.1932,0.137143,2.8489,0.138571,13.5669,0.137143,0.268,0.137143,All
3.61508,0.138571,14.2069,0.138571,2.90569,0.14,13.5695,0.138571,0.268,0.138571,All
3.61799,0.14,14.2102,0.14,2.93218,0.141429,13.6069,0.14,0.268,0.14,All
3.64559,0.141429,14.2196,0.141429,2.94784,0.142857,13.6088,0.141429,0.268,0.141429,All
3.65889,0.142857,14.315,0.142857,2.94817,0.144286,13.7033,0.142857,0.268,0.142857,All
4.40218,0.144286,14.3332,0.144286,2.95589,0.145714,13.7742,0.144286,0.268,0.144286,All
4.4367,0.145714,14.4257,0.145714,2.97642,0.147143,13.7957,0.145714,0.268,0.145714,All
4.45322,0.147143,14.4407,0.147143,3.04788,0.148571,13.7962,0.147143,0.268,0.147143,All
4.45444,0.148571,14.4567,0.148571,3.09891,0.15,13.826,0.148571,0.268,0.148571,All
4.46191,0.15,14.464,0.15,3.10829,0.151429,13.8755,0.15,0.268,0.15,All
4.47708,0.151429,14.472,0.151429,3.11635,0.152857,13.9757,0.151429,0.268,0.151429,All
4.49192,0.152857,14.4903,0.152857,3.14153,0.154286,14.0407,0.152857,0.268,0.152857,All
4.4926,0.154286,14.5167,0.154286,3.16043,0.155714,14.1338,0.154286,0.268,0.154286,All
4.49385,0.155714,14.549,0.155714,3.16983,0.157143,14.138,0.155714,0.268,0.155714,All
4.49498,0.157143,14.5782,0.157143,3.17425,0.158571,14.1951,0.157143,0.268,0.157143,All
4.50879,0.158571,14.6191,0.158571,3.17449,0.16,14.2161,0.158571,0.268,0.158571,All
4.51,0.16,14.7208,0.16,3.18458,0.161429,14.2372,0.16,0.268,0.16,All
4.52483,0.161429,14.8088,0.161429,3.18581,0.162857,14.2747,0.161429,0.268,0.161429,All
4.54971,0.162857,14.8145,0.162857,3.19208,0.164286,14.3973,0.162857,0.268,0.162857,All
4.5549,0.164286,14.8312,0.164286,3.20279,0.165714,14.5178,0.164286,0.268,0.164286,All
4.56596,0.165714,14.8562,0.165714,3.20333,0.167143,14.6016,0.165714,0.268,0.165714,All
4.57005,0.167143,14.9608,0.167143,3.21034,0.168571,14.6118,0.167143,0.268,0.167143,All
4.5711,0.168571,14.9856,0.168571,3.26062,0.17,14.6811,0.168571,0.268,0.168571,All
4.57713,0.17,14.9899,0.17,3.27664,0.171429,14.7066,0.17,0.268,0.17,All
4.58053,0.171429,15.0041,0.171429,3.27843,0.172857,14.7558,0.171429,0.268,0.171429,All
4.58859,0.172857,15.0231,0.172857,3.2949,0.174286,14.7791,0.172857,0.268,0.172857,All
4.58944,0.174286,15.0377,0.174286,3.29822,0.175714,14.8769,0.174286,0.268,0.174286,All
4.59067,0.175714,15.0615,0.175714,3.32037,0.177143,15.0264,0.175714,0.268,0.175714,All
4.62558,0.177143,15.0694,0.177143,3.32328,0.178571,15.1349,0.177143,0.268,0.177143,All
4.62697,0.178571,15.1028,0.178571,3.326,0.18,15.1435,0.178571,0.268,0.178571,All
4.63634,0.18,15.1734,0.18,3.33107,0.181429,15.3142,0.18,0.268,0.18,All
4.63695,0.181429,15.1749,0.181429,3.34585,0.182857,15.3295,0.181429,0.268,0.181429,All
4.63888,0.182857,15.1997,0.182857,3.35162,0.184286,15.4901,0.182857,0.268,0.182857,All
4.6392,0.184286,15.2209,0.184286,3.38208,0.185714,15.5293,0.184286,0.268,0.184286,All
4.65449,0.185714,15.3956,0.185714,3.38553,0.187143,15.5529,0.185714,0.268,0.185714,All
4.65949,0.187143,15.4164,0.187143,3.40911,0.188571,15.5637,0.187143,0.268,0.187143,All
4.66329,0.188571,15.4508,0.188571,3.4096,0.19,15.6477,0.188571,0.268,0.188571,All
4.66708,0.19,15.4882,0.19,3.44188,0.191429,15.6612,0.19,0.268,0.19,All
4.67352,0.191429,15.5921,0.191429,3.47214,0.192857,15.6934,0.191429,0.268,0.191429,All
4.67494,0.192857,15.608,0.192857,3.47882,0.194286,15.8241,0.192857,0.268,0.192857,All
4.67653,0.194286,15.7166,0.194286,3.49471,0.195714,15.846,0.194286,0.268,0.194286,All
4.68574,0.195714,15.7292,0.195714,3.49482,0.197143,15.8925,0.195714,0.268,0.195714,All
4.69245,0.197143,15.7868,0.197143,3.54949,0.198571,15.9135,0.197143,0.268,0.197143,All
4.70189,0.198571,15.8557,0.198571,3.58795,0.2,16.1755,0.198571,0.268,0.198571,All
4.7048,0.2,15.8566,0.2,3.63121,0.201429,16.2536,0.2,0.268,0.2,All
4.70545,0.201429,15.877,0.201429,3.64577,0.202857,16.5915,0.201429,0.268,0.201429,All
4.71433,0.202857,15.9068,0.202857,3.67278,0.204286,16.6325,0.202857,0.268,0.202857,All
4.71631,0.204286,15.9954,0.204286,3.69801,0.205714,16.663,0.204286,0.268,0.204286,All
4.73204,0.205714,16.0264,0.205714,3.70323,0.207143,16.6733,0.205714,0.268,0.205714,All
4.73393,0.207143,16.0275,0.207143,3.71585,0.208571,16.7679,0.207143,0.268,0.207143,All
4.73743,0.208571,16.0319,0.208571,3.72312,0.21,16.777,0.208571,0.268,0.208571,All
4.74768,0.21,16.0968,0.21,3.73842,0.211429,16.8109,0.21,0.268,0.21,All
4.75063,0.211429,16.1477,0.211429,3.80049,0.212857,16.822,0.211429,0.268,0.211429,All
4.75756,0.212857,16.1832,0.212857,3.81129,0.214286,16.9591,0.212857,0.268,0.212857,All
4.76923,0.214286,16.1973,0.214286,3.82031,0.215714,16.9614,0.214286,0.268,0.214286,All
4.77294,0.215714,16.2202,0.215714,3.86794,0.217143,16.9822,0.215714,0.268,0.215714,All
4.77778,0.217143,16.2326,0.217143,3.88387,0.218571,16.9934,0.217143,0.268,0.217143,All
4.79075,0.218571,16.2487,0.218571,3.8937,0.22,17.0284,0.218571,0.268,0.218571,All
4.80452,0.22,16.2617,0.22,3.90325,0.221429,17.0344,0.22,0.268,0.22,All
4.83532,0.221429,16.3261,0.221429,3.92434,0.222857,17.0585,0.221429,0.268,0.221429,All
4.83935,0.222857,16.3267,0.222857,3.93381,0.224286,17.1769,0.222857,0.268,0.222857,All
4.84184,0.224286,16.3295,0.224286,3.93935,0.225714,17.3611,0.224286,0.268,0.224286,All
4.87024,0.225714,16.5256,0.225714,3.95389,0.227143,17.4681,0.225714,0.268,0.225714,All
4.87253,0.227143,16.5764,0.227143,3.95909,0.228571,17.4698,0.227143,0.268,0.227143,All
4.87517,0.228571,16.6186,0.228571,3.962,0.23,17.5545,0.228571,0.268,0.228571,All
4.88527,0.23,16.6695,0.23,3.97262,0.231429,17.5581,0.23,0.268,0.23,All
4.88567,0.231429,16.683,0.231429,3.97695,0.232857,17.5583,0.231429,0.268,0.231429,All
4.8863,0.232857,16.7289,0.232857,3.97849,0.234286,17.5957,0.232857,0.268,0.232857,All
4.88872,0.234286,16.7435,0.234286,3.9883,0.235714,17.6595,0.234286,0.268,0.234286,All
4.89629,0.235714,16.8025,0.235714,4.05383,0.237143,17.6766,0.235714,0.268,0.235714,All
4.8975,0.237143,16.8832,0.237143,4.12185,0.238571,17.6954,0.237143,0.268,0.237143,All
4.89887,0.238571,16.8894,0.238571,4.17164,0.24,17.7166,0.238571,0.268,0.238571,All
4.90653,0.24,16.9012,0.24,4.19662,0.241429,17.861,0.24,0.268,0.24,All
4.92065,0.241429,16.9098,0.241429,4.22139,0.242857,17.9289,0.241429,0.268,0.241429,All
4.92076,0.242857,17.054,0.242857,4.23204,0.244286,17.9593,0.242857,0.268,0.242857,All
4.92535,0.244286,17.0622,0.244286,4.23947,0.245714,18.0826,0.244286,0.268,0.244286,All
4.92744,0.245714,17.0795,0.245714,4.25058,0.247143,18.1459,0.245714,0.268,0.245714,All
4.93037,0.247143,17.2187,0.247143,4.25499,0.248571,18.163,0.247143,0.268,0.247143,All
4.94148,0.248571,17.3761,0.248571,4.28456,0.25,18.1732,0.248571,0.268,0.248571,All
4.95126,0.25,17.5305,0.25,4.306,0.251429,18.1839,0.25,0.268,0.25,All
4.95239,0.251429,17.6289,0.251429,4.39038,0.252857,18.215,0.251429,0.268,0.251429,All
4.96062,0.252857,17.6595,0.252857,4.39433,0.254286,18.2165,0.252857,0.268,0.252857,All
4.96096,0.254286,17.732,0.254286,4.39826,0.255714,18.237,0.254286,0.268,0.254286,All
4.96122,0.255714,17.7464,0.255714,4.4095,0.257143,18.2485,0.255714,0.268,0.255714,All
4.9617,0.257143,17.7906,0.257143,4.43584,0.258571,18.2489,0.257143,0.268,0.257143,All
4.96401,0.258571,17.8225,0.258571,4.45534,0.26,18.2682,0.258571,0.268,0.258571,All
4.96706,0.26,17.8286,0.26,4.45578,0.261429,18.3741,0.26,0.268,0.26,All
4.96985,0.261429,18.0007,0.261429,4.46315,0.262857,18.4142,0.261429,0.268,0.261429,All
4.97199,0.262857,18.0601,0.262857,4.46477,0.264286,18.4372,0.262857,0.268,0.262857,All
4.97349,0.264286,18.0806,0.264286,4.48083,0.265714,18.4379,0.264286,0.268,0.264286,All
4.97436,0.265714,18.1035,0.265714,4.48458,0.267143,18.5303,0.265714,0.268,0.265714,All
4.97633,0.267143,18.1167,0.267143,4.49376,0.268571,18.5337,0.267143,0.268,0.267143,All
4.98488,0.268571,18.1425,0.268571,4.52022,0.27,18.5352,0.268571,0.268,0.268571,All
4.98621,0.27,18.1678,0.27,4.52331,0.271429,18.6174,0.27,0.268,0.27,All
4.98632,0.271429,18.191,0.271429,4.56155,0.272857,18.62,0.271429,0.268,0.271429,All
4.98888,0.272857,18.195,0.272857,4.58775,0.274286,18.6351,0.272857,0.268,0.272857,All
4.99045,0.274286,18.2397,0.274286,4.59336,0.275714,18.6471,0.274286,0.268,0.274286,All
4.99471,0.275714,18.2498,0.275714,4.60172,0.277143,18.6554,0.275714,0.268,0.275714,All
4.995,0.277143,18.299,0.277143,4.60694,0.278571,18.7551,0.277143,0.268,0.277143,All
5.00192,0.278571,18.3089,0.278571,4.629,0.28,18.8016,0.278571,0.268,0.278571,All
5.00398,0.28,18.3978,0.28,4.63338,0.281429,18.806,0.28,0.268,0.28,All
5.00504,0.281429,18.399,0.281429,4.63516,0.282857,18.8188,0.281429,0.268,0.281429,All
5.00583,0.282857,18.4098,0.282857,4.65202,0.284286,18.8388,0.282857,0.268,0.282857,All
5.01081,0.284286,18.4147,0.284286,4.6925,0.285714,18.844,0.284286,0.268,0.284286,All
5.01153,0.285714,18.4377,0.285714,4.706,0.287143,18.8472,0.285714,0.268,0.285714,All
5.01183,0.287143,18.4562,0.287143,4.70641,0.288571,18.8647,0.287143,0.268,0.287143,All
5.01333,0.288571,18.4768,0.288571,4.73541,0.29,19.0174,0.288571,0.268,0.288571,All
5.01688,0.29,18.5377,0.29,4.78058,0.291429,19.0762,0.29,0.268,0.29,All
5.01841,0.291429,18.5886,0.291429,4.7857,0.292857,19.0803,0.291429,0.268,0.291429,All
5.02721,0.292857,18.5989,0.292857,4.79735,0.294286,19.0951,0.292857,0.268,0.292857,All
5.03177,0.294286,18.6143,0.294286,4.80121,0.295714,19.1264,0.294286,0.268,0.294286,All
5.03728,0.295714,18.6412,0.295714,4.80124,0.297143,19.1521,0.295714,0.268,0.295714,All
5.04213,0.297143,18.7188,0.297143,4.81091,0.298571,19.1561,0.297143,0.268,0.297143,All
5.04213,0.298571,18.7216,0.298571,4.81456,0.3,19.1626,0.298571,0.268,0.298571,All
5.04568,0.3,18.7239,0.3,4.8227,0.301429,19.1852,0.3,0.268,0.3,All
5.04845,0.301429,18.7244,0.301429,4.86838,0.302857,19.1882,0.301429,0.268,0.301429,All
5.04961,0.302857,18.7248,0.302857,4.89012,0.304286,19.212,0.302857,0.268,0.302857,All
5.05204,0.304286,18.7346,0.304286,4.89245,0.305714,19.2412,0.304286,0.268,0.304286,All
5.05355,0.305714,18.7472,0.305714,4.90633,0.307143,19.2417,0.305714,0.268,0.305714,All
5.05504,0.307143,18.7516,0.307143,4.92968,0.308571,19.2435,0.307143,0.268,0.307143,All
5.0551,0.308571,18.7737,0.308571,4.98534,0.31,19.2475,0.308571,0.268,0.308571,All
5.05716,0.31,18.7949,0.31,4.99935,0.311429,19.2895,0.31,0.268,0.31,All
5.0583,0.311429,18.8834,0.311429,5.00441,0.312857,19.3281,0.311429,0.268,0.311429,All
5.06126,0.312857,18.9156,0.312857,5.03048,0.314286,19.5568,0.312857,0.268,0.312857,All
5.06507,0.314286,18.9264,0.314286,5.0402,0.315714,19.583,0.314286,0.268,0.314286,All
5.06748,0.315714,18.9503,0.315714,5.04711,0.317143,19.5982,0.315714,0.268,0.315714,All
5.07105,0.317143,18.9706,0.317143,5.06068,0.318571,19.6007,0.317143,0.268,0.317143,All
5.0712,0.318571,18.9829,0.318571,5.0686,0.32,19.6012,0.318571,0.268,0.318571,All
5.07498,0.32,19.0156,0.32,5.07821,0.321429,19.6325,0.32,0.268,0.32,All
5.07643,0.321429,19.0734,0.321429,5.08407,0.322857,19.6543,0.321429,0.268,0.321429,All
5.0793,0.322857,19.0886,0.322857,5.1011,0.324286,19.6647,0.322857,0.268,0.322857,All
5.07964,0.324286,19.0977,0.324286,5.10284,0.325714,19.7279,0.324286,0.268,0.324286,All
5.08005,0.325714,19.1296,0.325714,5.11139,0.327143,19.7454,0.325714,0.268,0.325714,All
5.08079,0.327143,19.1319,0.327143,5.12093,0.328571,19.7547,0.327143,0.268,0.327143,All
5.0815,0.328571,19.1598,0.328571,5.12783,0.33,19.7596,0.328571,0.268,0.328571,All
5.08187,0.33,19.1628,0.33,5.13212,0.331429,19.8043,0.33,0.268,0.33,All
5.08826,0.331429,19.1734,0.331429,5.13354,0.332857,19.8936,0.331429,0.268,0.331429,All
5.09038,0.332857,19.203,0.332857,5.13986,0.334286,19.9389,0.332857,0.268,0.332857,All
5.0968,0.334286,19.2387,0.334286,5.14848,0.335714,19.9405,0.334286,0.268,0.334286,All
5.09894,0.335714,19.2826,0.335714,5.17034,0.337143,19.9464,0.335714,0.268,0.335714,All
5.10105,0.337143,19.2878,0.337143,5.17506,0.338571,19.9728,0.337143,0.268,0.337143,All
5.10174,0.338571,19.2893,0.338571,5.20509,0.34,20.0201,0.338571,0.268,0.338571,All
5.10194,0.34,19.3091,0.34,5.20981,0.341429,20.0338,0.34,0.268,0.34,All
5.10211,0.341429,19.3104,0.341429,5.21896,0.342857,20.0388,0.341429,0.268,0.341429,All
5.10854,0.342857,19.3428,0.342857,5.27176,0.344286,20.0601,0.342857,0.268,0.342857,All
5.10872,0.344286,19.3592,0.344286,5.28774,0.345714,20.064,0.344286,0.268,0.344286,All
5.11435,0.345714,19.4084,0.345714,5.28876,0.347143,20.0936,0.345714,0.268,0.345714,All
5.11527,0.347143,19.4167,0.347143,5.2942,0.348571,20.1318,0.347143,0.268,0.347143,All
5.1187,0.348571,19.4315,0.348571,5.32131,0.35,20.1598,0.348571,0.268,0.348571,All
5.12007,0.35,19.4346,0.35,5.34983,0.351429,20.212,0.35,0.268,0.35,All
5.12679,0.351429,19.4399,0.351429,5.35422,0.352857,20.2342,0.351429,0.268,0.351429,All
5.13128,0.352857,19.4422,0.352857,5.35575,0.354286,20.2532,0.352857,0.268,0.352857,All
5.13258,0.354286,19.4603,0.354286,5.37581,0.355714,20.3051,0.354286,0.268,0.354286,All
5.13774,0.355714,19.4911,0.355714,5.3763,0.357143,20.4915,0.355714,0.268,0.355714,All
5.14012,0.357143,19.4986,0.357143,5.3864,0.358571,20.4948,0.357143,0.268,0.357143,All
5.14121,0.358571,19.5081,0.358571,5.39394,0.36,20.504,0.358571,0.268,0.358571,All
5.144,0.36,19.5531,0.36,5.41,0.361429,20.5303,0.36,0.268,0.36,All
5.14901,0.361429,19.5654,0.361429,5.41363,0.362857,20.5586,0.361429,0.268,0.361429,All
5.15009,0.362857,19.583,0.362857,5.42242,0.364286,20.5907,0.362857,0.268,0.362857,All
5.15042,0.364286,19.6081,0.364286,5.42307,0.365714,20.6099,0.364286,0.268,0.364286,All
5.15115,0.365714,19.6125,0.365714,5.4532,0.367143,20.652,0.365714,0.268,0.365714,All
5.15215,0.367143,19.6157,0.367143,5.46138,0.368571,20.6798,0.367143,0.268,0.367143,All
5.15695,0.368571,19.6456,0.368571,5.47496,0.37,20.6821,0.368571,0.268,0.368571,All
5.15837,0.37,19.6739,0.37,5.48328,0.371429,20.7761,0.37,0.268,0.37,All
5.15966,0.371429,19.6793,0.371429,5.4833,0.372857,20.8125,0.371429,0.268,0.371429,All
5.16233,0.372857,19.68,0.372857,5.5177,0.374286,20.8337,0.372857,0.268,0.372857,All
5.16279,0.374286,19.6902,0.374286,5.52553,0.375714,20.8416,0.374286,0.268,0.374286,All
5.16695,0.375714,19.7297,0.375714,5.53382,0.377143,20.8461,0.375714,0.268,0.375714,All
5.16732,0.377143,19.7349,0.377143,5.55342,0.378571,20.8496,0.377143,0.268,0.377143,All
5.17006,0.378571,19.7363,0.378571,5.60386,0.38,20.9378,0.378571,0.268,0.378571,All
5.17747,0.38,19.7378,0.38,5.61697,0.381429,21.0317,0.38,0.268,0.38,All
5.18023,0.381429,19.7527,0.381429,5.63887,0.382857,21.0402,0.381429,0.268,0.381429,All
5.19302,0.382857,19.7804,0.382857,5.64818,0.384286,21.0438,0.382857,0.268,0.382857,All
5.19543,0.384286,19.796,0.384286,5.64854,0.385714,21.0464,0.384286,0.268,0.384286,All
