iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1515.88,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1493.07,1,5.52842,1.39328,0.622782,44.4324,18.4574,52.5442,0.974679,0.974679,1.1257,0.974679,0.998743,0.974679,0.974679
3,1492.7,1,5.10752,1.88956,0.711672,42.961,19.3448,51.1441,0.95,0.95,1.12556,0.95,0.998743,0.95,0.95
4,1485.96,1,4.12002,2.04282,0.918815,43.076,22.329,51.1282,0.925945,0.925945,1.09706,0.925945,0.998743,0.925945,0.925945
5,1469.83,1,8.08387,1.22078,0.135215,45.7849,19.8429,54.0528,0.9025,0.9025,1.06928,0.9025,0.998743,0.9025,0.9025
6,1456.03,1,4.81906,1.1377,0.695976,46.0789,21.2401,54.4147,0.879648,0.879648,1.0422,0.879648,0.998743,0.879648,0.879648
7,1438.19,1,5.12997,1.30647,0.691691,46.8585,21.237,55.3251,0.857375,0.857375,1.01581,0.857375,0.998743,0.857375,0.857375
8,1420.12,1,5.57018,1.30455,0.646094,46.1181,22.577,54.1819,0.835666,0.835666,0.990094,0.835666,0.998743,0.835666,0.835666
9,1420.34,1,7.44028,1.17543,0.345844,47.7242,20.1284,56.1009,0.814506,0.814506,0.975214,0.814506,0.998743,0.814506,0.814506
10,1407.56,1,5.80476,1.41181,0.625744,48.3044,20.5464,56.949,0.793882,0.793882,0.950521,0.793882,0.998743,0.793882,0.793882
11,1396.28,1,3.99502,2.13233,1.04203,51.9346,19.8124,61.0541,0.773781,0.773781,0.926454,0.773781,0.998743,0.773781,0.773781
12,1384.72,1,5.97652,1.87634,0.588952,49.7689,18.8332,58.4447,0.754188,0.754188,0.902995,0.754188,0.998743,0.754188,0.754188
13,1382.28,1,6.07906,1.67685,0.569096,49.8308,22.1266,58.2228,0.735092,0.735092,0.962907,0.735092,0.998743,0.735092,0.735092
14,1363.02,1,6.48073,0.92266,0.448188,46.8421,18.1934,54.5637,0.716479,0.716479,1.08287,0.716479,0.998743,0.716479,0.716479
15,1349.24,1,6.256,1.41662,0.567476,45.5161,18.893,53.033,0.698337,0.698337,1.05545,0.698337,0.998743,0.698337,0.698337
16,1345.09,1,5.28923,1.61523,0.673734,44.3623,24.2914,51.6367,0.680655,0.680655,1.10243,0.680655,0.998743,0.680655,0.680655
17,1323.17,1,5.76743,1.30341,0.619005,44.5945,22.4521,51.9408,0.66342,0.66342,1.07699,0.66342,0.998743,0.66342,0.66342
18,1306.42,1,5.3865,1.43147,0.74918,45.3974,23.8115,52.8276,0.646622,0.646622,1.04972,0.646622,0.998743,0.646622,0.646622
19,1303.86,1,8.04146,1.38399,0.349738,47.3608,27.1744,55.1179,0.630249,0.630249,1.02315,0.630249,0.998743,0.630249,0.630249
20,1296.77,1,5.72641,1.79042,0.71638,45.9896,23.8118,53.3625,0.614291,0.614291,0.997239,0.614291,0.998743,0.614291,0.614291
21,1286.14,1,5.52339,2.01561,0.736023,44.7419,24.7141,52.0109,0.598737,0.598737,0.971988,0.598737,0.998743,0.598737,0.598737
22,1268.14,1,5.91941,1.61658,0.641111,47.7739,21.1972,56.0018,0.583577,0.583577,0.947377,0.583577,0.998743,0.583577,0.583577
23,1250.21,1,8.02502,1.23534,0.288292,45.9196,18.6688,53.8129,0.5688,0.5688,0.923388,0.5688,0.998743,0.5688,0.5688
24,1247.23,1,5.76094,1.26202,0.625519,45.4651,17.15,52.9322,0.554398,0.554398,0.900008,0.554398,0.998743,0.554398,0.554398
25,1239.54,1,7.04711,1.07226,0.417675,44.7367,16.9088,51.9961,0.54036,0.54036,0.924513,0.54036,0.998743,0.54036,0.54036
26,1219.55,1,6.2083,1.16044,0.535761,42.3652,18.6562,49.1726,0.526678,0.526678,0.901104,0.526678,0.998743,0.526678,0.526678
27,1213.23,1,6.07626,1.19327,0.566893,42.2943,22.8049,48.9784,0.513342,0.513342,0.907418,0.513342,0.998743,0.513342,0.513342
28,1193.42,1,6.08153,1.40837,0.599924,44.2324,22.5379,50.9124,0.500344,0.500344,0.884442,0.500344,0.998743,0.500344,0.500344
29,1184.83,1,6.97488,1.18099,0.46091,43.8442,25.4878,50.3609,0.487675,0.487675,0.922421,0.487675,0.998743,0.487675,0.487675
30,1168.73,1,6.67142,1.05617,0.502922,44.6323,21.4179,51.3133,0.475327,0.475327,0.899065,0.475327,0.998743,0.475327,0.475327
31,1163.94,1,6.77164,1.17375,0.485972,45.6331,19.2798,52.3511,0.463291,0.463291,0.8763,0.463291,0.998743,0.463291,0.463291
32,1145.66,1,6.52,1.48433,0.535791,45.2263,17.7785,51.7734,0.45156,0.45156,0.854111,0.45156,0.998743,0.45156,0.45156
33,1140.73,1,7.05454,1.51586,0.449566,46.7088,14.6657,53.2416,0.440127,0.440127,0.832485,0.440127,0.998743,0.440127,0.440127
34,1132.59,1,6.17167,1.47829,0.554007,47.6857,12.4493,54.4892,0.428982,0.428982,0.811406,0.428982,0.998743,0.428982,0.428982
35,1123.01,1,6.07027,1.60951,0.600686,45.7371,13.7593,52.1003,0.41812,0.41812,0.790861,0.41812,0.998743,0.41812,0.41812
36,1113.44,1,6.92853,1.45591,0.437953,46.0771,16.3134,52.5226,0.407533,0.407533,0.796474,0.407533,0.998743,0.407533,0.407533
37,1096.41,1,6.55719,1.34225,0.503671,46.0265,15.694,52.3987,0.397214,0.397214,0.776306,0.397214,0.998743,0.397214,0.397214
38,1077.32,1,6.41365,1.19783,0.531967,44.8237,13.8147,51.0279,0.387157,0.387157,0.75665,0.387157,0.998743,0.387157,0.387157
39,1067.8,1,6.5276,1.40871,0.533736,46.3816,15.619,52.9511,0.377354,0.377354,0.737491,0.377354,0.998743,0.377354,0.377354
40,1063.49,1,6.67845,1.30794,0.518419,47.0186,14.9438,53.5913,0.367799,0.367799,0.718817,0.367799,0.998743,0.367799,0.367799
41,1056.14,1,7.64253,1.29898,0.359864,46.1342,16.5069,52.5707,0.358486,0.358486,0.727445,0.358486,0.998743,0.358486,0.358486
42,1044.65,1,6.87651,1.40858,0.475629,46.6007,14.6292,53.2518,0.349409,0.349409,0.709026,0.349409,0.998743,0.349409,0.349409
