simulations,OFV
500,943.397
1000,944.584
1500,944.774
2000,944.569
2500,945.651
3000,946.143
3500,946.017
4000,946.089
4500,946.332
5000,945.867
5500,946.057
6000,946.234
6500,945.881
7000,945.904
7500,946.255
8000,946.452
8500,946.767
9000,946.589
9500,946.595
10000,946.264
10500,946.102
11000,946.344
11500,946.437
12000,945.936
12500,945.533
13000,945.584
13500,945.652
14000,945.692
14500,945.729
15000,945.724
15500,945.785
16000,945.94
16500,945.937
17000,945.958
17500,946.03
18000,946.007
18500,946.112
19000,946.117
19500,946.123
20000,946.1
20500,946.035
21000,945.891
21500,945.949
22000,945.978
22500,945.894
23000,945.867
23500,945.786
24000,945.822
24500,945.798
25000,945.914
25500,945.92
26000,945.604
26500,945.576
27000,945.548
27500,945.55
28000,945.641
28500,945.616
29000,945.704
29500,945.762
30000,945.843
