iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1426.92,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1410.09,1,5.20417,30.2445,7.09139,37.228,0.974679,0.974679,1.09122,0.974679,0.998761,0.974679,0.974679
3,1390.47,1,5.49906,30.6032,7.67733,38.1498,0.95,0.95,1.06359,0.95,0.998761,0.95,0.95
4,1383.35,1,5.17179,32.0243,7.88347,39.4814,0.925945,0.925945,1.05858,0.925945,0.998761,0.925945,0.925945
5,1387.21,1,4.89348,31.5296,6.40139,38.612,0.9025,0.9025,1.11193,0.9025,0.998761,0.9025,0.9025
6,1369.76,1,4.89186,30.453,6.6669,37.5209,0.879648,0.879648,1.12184,0.879648,0.998761,0.879648,0.879648
7,1354.19,1,4.88722,29.7468,7.06681,36.6725,0.857375,0.857375,1.09344,0.857375,0.998761,0.857375,0.857375
8,1340,1,5.03763,28.9893,7.22839,35.4574,0.835666,0.835666,1.06575,0.835666,0.998761,0.835666,0.835666
9,1336.11,1,5.27793,33.79,6.84075,41.5355,0.814506,0.814506,1.0471,0.814506,0.998761,0.814506,0.814506
10,1323.76,1,5.3081,29.1439,5.98966,35.7373,0.793882,0.793882,1.02059,0.793882,0.998761,0.793882,0.793882
11,1298.8,1,5.70451,30.6173,5.39594,37.4409,0.773781,0.773781,0.994746,0.773781,0.998761,0.773781,0.773781
12,1291.2,1,5.49216,28.9496,5.4036,35.3594,0.754188,0.754188,0.969559,0.754188,0.998761,0.754188,0.754188
13,1291.89,1,5.4812,30.1724,5.86555,36.9886,0.735092,0.735092,0.993403,0.735092,0.998761,0.735092,0.735092
14,1277,1,5.32524,29.8718,5.61859,36.6288,0.716479,0.716479,1.04174,0.716479,0.998761,0.716479,0.716479
15,1258.8,1,5.65216,30.8778,5.72514,38.0634,0.698337,0.698337,1.01536,0.698337,0.998761,0.698337,0.698337
16,1257.27,1,5.26893,28.5915,6.62047,35.6726,0.680655,0.680655,0.996094,0.680655,0.998761,0.680655,0.680655
17,1242.95,1,5.29531,28.1438,5.9502,35.2373,0.66342,0.66342,1.05797,0.66342,0.998761,0.66342,0.66342
18,1231.94,1,5.41152,27.6687,5.54514,34.4954,0.646622,0.646622,1.03118,0.646622,0.998761,0.646622,0.646622
19,1220.73,1,5.46113,26.4505,6.02,32.9871,0.630249,0.630249,1.08502,0.630249,0.998761,0.630249,0.630249
20,1203.36,1,5.59826,26.0475,6.11584,32.4121,0.614291,0.614291,1.05754,0.614291,0.998761,0.614291,0.614291
21,1199.93,1,5.58597,25.0803,7.37236,31.4558,0.598737,0.598737,1.03077,0.598737,0.998761,0.598737,0.598737
22,1181.96,1,5.83827,27.2623,6.67125,34.3179,0.583577,0.583577,1.00467,0.583577,0.998761,0.583577,0.583577
23,1174.94,1,5.63001,28.1164,5.41311,35.5434,0.5688,0.5688,0.979227,0.5688,0.998761,0.5688,0.5688
24,1153.27,1,5.68395,27.3077,5.96149,34.687,0.554398,0.554398,0.954433,0.554398,0.998761,0.554398,0.554398
25,1147.72,1,5.60737,27.1247,5.23533,34.3027,0.54036,0.54036,0.930266,0.54036,0.998761,0.54036,0.54036
26,1141.03,1,5.73044,28.5728,5.99549,36.1867,0.526678,0.526678,0.906711,0.526678,0.998761,0.526678,0.526678
27,1126.12,1,5.72168,28.5867,6.26621,36.0856,0.513342,0.513342,0.883753,0.513342,0.998761,0.513342,0.513342
28,1114.83,1,5.62375,29.6281,6.37995,37.2122,0.500344,0.500344,0.861375,0.500344,0.998761,0.500344,0.500344
29,1104.7,1,5.78255,27.7237,7.16111,34.6205,0.487675,0.487675,0.839565,0.487675,0.998761,0.487675,0.487675
30,1091.58,1,5.76864,27.6457,6.50765,34.4608,0.475327,0.475327,0.818307,0.475327,0.998761,0.475327,0.475327
31,1093.99,1,5.74623,28.3035,6.60368,35.0773,0.463291,0.463291,0.914476,0.463291,0.998761,0.463291,0.463291
32,1075.59,1,5.68785,27.8966,6.82283,34.6307,0.45156,0.45156,0.891321,0.45156,0.998761,0.45156,0.45156
33,1067.6,1,5.73831,28.9321,6.56209,35.8143,0.440127,0.440127,0.868752,0.440127,0.998761,0.440127,0.440127
34,1051.81,1,5.62611,25.9209,6.97331,31.9394,0.428982,0.428982,0.900681,0.428982,0.998761,0.428982,0.428982
35,1044.32,1,5.67407,25.1871,7.30656,30.9831,0.41812,0.41812,0.882213,0.41812,0.998761,0.41812,0.41812
36,1039.87,1,5.63659,24.522,9.07463,30.1008,0.407533,0.407533,0.859875,0.407533,0.998761,0.407533,0.407533
37,1038.07,1,5.67943,23.873,7.92224,29.1744,0.397214,0.397214,0.892794,0.397214,0.998761,0.397214,0.397214
38,1016.51,1,5.76922,24.4621,7.91564,29.9554,0.387157,0.387157,0.870188,0.387157,0.998761,0.387157,0.387157
39,1009.33,1,5.59567,23.708,9.22925,29.124,0.377354,0.377354,0.848154,0.377354,0.998761,0.377354,0.377354
40,999.117,1,5.64247,22.6727,8.93744,27.8246,0.367799,0.367799,0.826678,0.367799,0.998761,0.367799,0.367799
41,991.262,1,5.63949,22.6675,9.26568,27.819,0.358486,0.358486,0.805746,0.358486,0.998761,0.358486,0.358486
42,979.079,1,5.66288,22.6737,8.23826,27.8385,0.349409,0.349409,0.785344,0.349409,0.998761,0.349409,0.349409
43,975.7,1,5.6725,23.5415,8.74442,29.0053,0.340562,0.340562,0.847628,0.340562,0.998761,0.340562,0.340562
44,964.686,1,5.6961,22.5531,9.17433,27.9823,0.331938,0.331938,0.826165,0.331938,0.998761,0.331938,0.331938
45,959.757,1,5.64029,22.8009,9.11252,28.2988,0.323534,0.323534,0.805246,0.323534,0.998761,0.323534,0.323534
46,951.598,1,5.64788,23.0242,8.23286,28.674,0.315341,0.315341,0.83322,0.315341,0.998761,0.315341,0.315341
47,941.326,1,5.57497,23.0685,9.01962,28.7818,0.307357,0.307357,0.812123,0.307357,0.998761,0.307357,0.307357
48,937.167,1,5.67674,22.6549,8.41167,28.1582,0.299574,0.299574,0.791559,0.299574,0.998761,0.299574,0.299574
49,919.627,1,5.60452,22.4836,8.10439,27.8709,0.291989,0.291989,0.771516,0.291989,0.998761,0.291989,0.291989
50,916.609,1,5.61775,21.1972,8.92873,26.2659,0.284596,0.284596,0.751981,0.284596,0.998761,0.284596,0.284596
51,909.277,1,5.59284,21.4461,7.91055,26.5345,0.27739,0.27739,0.732941,0.27739,0.998761,0.27739,0.27739
