Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.6379,0.145538,0.0121329,-0.637296,-0.533566,-0.336618,-0.0626448,0.106319,0.0472765,-0.719905,0.14171,0.0297602,-0.637296,0.130191,-0.462294,-0.0626448,0.0973008,0.0871458,-0.719905,-0.228903,-0.281266,-1.6379,0.0139167,-0.118814,-0.0626448,0.031672,0.0832129,-0.719905,-0.00282995,0.00493578,-1.6379,0.00118262,0.00283098,-0.637296,0.00490021,0.0101474
-1.60566,0.117908,0.0118467,-0.624825,-0.464238,-0.330132,-0.0614173,0.0979428,0.0462839,-0.709747,0.170548,0.0291304,-0.624825,0.0236293,-0.453612,-0.0614173,0.102621,0.0851051,-0.709747,-0.240897,-0.277207,-1.60566,0.028262,-0.116344,-0.0614173,0.0351558,0.0816571,-0.709747,-0.00114692,0.00484661,-1.60566,-0.00119427,0.00274768,-0.624825,0.00711784,0.00992407
-1.57343,0.0902786,0.0115605,-0.612354,-0.39491,-0.323646,-0.0601898,0.0895665,0.0452913,-0.699589,0.199385,0.0285006,-0.612354,-0.082932,-0.444929,-0.0601898,0.107942,0.0830644,-0.699589,-0.252892,-0.273147,-1.57343,0.0426074,-0.113874,-0.0601898,0.0386396,0.0801012,-0.699589,0.000536112,0.00475744,-1.57343,-0.00357116,0.00266437,-0.612354,0.00933546,0.00970075
-1.54119,0.0626488,0.0112743,-0.599884,-0.325582,-0.31716,-0.0589623,0.0811901,0.0442987,-0.689431,0.228223,0.0278708,-0.599884,-0.189493,-0.436247,-0.0589623,0.113262,0.0810238,-0.689431,-0.264886,-0.269088,-1.54119,0.0569527,-0.111405,-0.0589623,0.0421233,0.0785453,-0.689431,0.00221914,0.00466827,-1.54119,-0.00594805,0.00258106,-0.599884,0.0115531,0.00947743
-1.50896,0.035019,0.0109881,-0.587413,-0.256253,-0.310674,-0.0577349,0.0728138,0.0433061,-0.679274,0.247277,0.027241,-0.587413,-0.296054,-0.427564,-0.0577349,0.118583,0.0789831,-0.679274,-0.274676,-0.265028,-1.50896,0.0712981,-0.108935,-0.0577349,0.0456071,0.0769894,-0.679274,0.00363728,0.0045791,-1.50896,-0.00832493,0.00249775,-0.587413,0.0137707,0.00925412
-1.47672,0.00738926,0.0107019,-0.574942,-0.186925,-0.304188,-0.0565074,0.0644374,0.0423135,-0.669116,0.252758,0.0266112,-0.574942,-0.402616,-0.418882,-0.0565074,0.123903,0.0769424,-0.669116,-0.281372,-0.260968,-1.47672,0.0856434,-0.106466,-0.0565074,0.0490908,0.0754335,-0.669116,0.00468526,0.00448993,-1.47672,-0.0107018,0.00241444,-0.574942,0.0159883,0.0090308
-1.44449,-0.0122135,0.0104157,-0.562471,-0.117597,-0.297701,-0.0552799,0.0560611,0.0413209,-0.658958,0.249542,0.0259814,-0.562471,-0.509177,-0.410199,-0.0552799,0.129224,0.0749017,-0.658958,-0.286008,-0.256909,-1.44449,0.0896927,-0.103996,-0.0552799,0.0525746,0.0738776,-0.658958,0.00549046,0.00440076,-1.44449,-0.0119944,0.00233113,-0.562471,0.018206,0.00880749
-1.41225,-0.0207401,0.0101295,-0.55,-0.0900786,-0.291215,-0.0540524,0.0476847,0.0403283,-0.6488,0.242149,0.0253516,-0.55,-0.547467,-0.401516,-0.0540524,0.134544,0.072861,-0.6488,-0.289633,-0.252849,-1.41225,0.0795347,-0.101527,-0.0540524,0.0560583,0.0723217,-0.6488,0.00617747,0.00431159,-1.41225,-0.0117908,0.00224783,-0.55,0.0185623,0.00858417
-1.38002,-0.0292668,0.00984335,-0.537529,-0.0756245,-0.284729,-0.0528249,0.0450377,0.0393357,-0.638642,0.219906,0.0247218,-0.537529,-0.564423,-0.392834,-0.0528249,0.13731,0.0708203,-0.638642,-0.289465,-0.248789,-1.38002,0.0693768,-0.0990572,-0.0528249,0.0615617,0.0707659,-0.638642,0.0064298,0.00422242,-1.38002,-0.0115872,0.00216452,-0.537529,0.0183369,0.00836085
-1.34778,-0.0377934,0.00955715,-0.525059,-0.0611705,-0.278243,-0.0515974,0.0459954,0.0383431,-0.628484,0.195896,0.024092,-0.525059,-0.58138,-0.384151,-0.0515974,0.138418,0.0687796,-0.628484,-0.288838,-0.24473,-1.34778,0.0592188,-0.0965876,-0.0515974,0.0683054,0.06921,-0.628484,0.00662991,0.00413325,-1.34778,-0.0113836,0.00208121,-0.525059,0.0181116,0.00813754
