simulations, -2LL
1000,559.818
2000,559.83
3000,559.728
4000,559.839
5000,559.724
6000,559.576
7000,559.515
8000,559.579
9000,559.593
10000,559.501
11000,559.459
12000,559.501
13000,559.465
14000,559.5
15000,559.49
16000,559.554
17000,559.556
18000,559.474
19000,559.477
20000,559.436
21000,559.426
22000,559.425
23000,559.374
24000,559.37
25000,559.378
26000,559.408
27000,559.422
28000,559.389
29000,559.394
30000,559.388
