time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.238072,1,-0.384806,1,-0.155093,7.50897,-0.004479,3.16351,-0.223299,7.50897,0.0140582,All
1.05006,-0.22913,1.05006,-0.37127,1.05006,-0.14475,7.73925,0.00843722,3.34096,-0.153466,7.73925,0.0158462,All
1.10263,-0.21974,1.10263,-0.357056,1.10263,-0.133888,7.97659,0.0155995,3.52837,-0.0797157,7.97659,0.0253258,All
1.15782,-0.209881,1.15782,-0.34213,1.15782,-0.122483,8.03883,0.01702,3.72628,-0.00182835,8.03883,0.0282751,All
1.21,-0.20056,1.21,-0.328021,1.21,-0.111702,8.22121,0.0205894,3.9353,0.067737,8.22121,0.0371683,All
1.21578,-0.199527,1.21578,-0.326457,1.21578,-0.110507,8.47333,0.0215963,4.0692,0.106209,8.47333,0.0502608,All
1.27664,-0.188655,1.27664,-0.31,1.27664,-0.0979317,8.56869,0.0213586,4.15604,0.128292,8.56869,0.0543726,All
1.34055,-0.177239,1.34055,-0.292719,1.34055,-0.0847267,8.73318,0.020207,4.38917,0.176493,8.73318,0.0591356,All
1.40766,-0.165252,1.40766,-0.274572,1.40766,-0.0708606,9.00101,0.0170378,4.63537,0.223727,9.00101,0.0621995,All
1.42,-0.163048,1.42,-0.271235,1.42,-0.0683108,9.09855,0.0153201,4.89538,0.255291,9.09855,0.0612727,All
1.47813,-0.152664,1.47813,-0.255518,1.47813,-0.0563004,9.27704,0.0121769,4.97489,0.263205,9.27704,0.0595768,All
1.55212,-0.139447,1.55212,-0.235509,1.55212,-0.0410113,9.56154,0.00716684,5.16998,0.282622,9.56154,0.0568736,All
1.62982,-0.140012,1.62982,-0.227519,1.62982,-0.0417318,9.62841,0.00598938,5.45998,0.307047,9.62841,0.0562382,All
1.63,-0.140036,1.63,-0.227521,1.63,-0.0417596,9.85477,0.00200316,5.76624,0.30776,9.85477,0.0540875,All
1.71141,-0.150791,1.71141,-0.228308,1.71141,-0.0543155,10.157,-0.0035492,5.88058,0.308026,10.157,0.0500556,All
1.79708,-0.162108,1.79708,-0.229137,1.79708,-0.067529,10.1583,-0.00357538,6.08969,0.308513,10.1583,0.050025,All
1.84,-0.167778,1.84,-0.229552,1.84,-0.0741487,10.4685,-0.0096848,6.43128,0.303699,10.4685,0.0429803,All
1.88704,-0.173993,1.88704,-0.230007,1.88704,-0.0814041,10.6881,-0.0137836,6.78627,0.285311,10.6881,0.0383475,All
1.98151,-0.186472,1.98151,-0.230921,1.98151,-0.0959737,10.7895,-0.0156755,6.79202,0.284998,10.7895,0.0362091,All
2.05,-0.188349,2.05,-0.226909,2.05,-0.0984198,11.1204,-0.0199584,7.17301,0.260312,11.1204,0.0324873,All
2.0807,-0.188002,2.0807,-0.224335,2.0807,-0.0981704,11.218,-0.0212066,7.57536,0.232047,11.218,0.0314153,All
2.18486,-0.186823,2.18486,-0.215604,2.18486,-0.097324,11.4614,-0.0243204,7.69196,0.223938,11.4614,0.0287411,All
2.26,-0.185973,2.26,-0.209305,2.26,-0.0967135,11.7478,-0.0279839,8.00029,0.20389,11.7478,0.0255948,All
2.29423,-0.185586,2.29423,-0.206435,2.29423,-0.0964354,11.8129,-0.0288162,8.44905,0.180932,11.8129,0.02488,All
2.40908,-0.184287,2.40908,-0.196807,2.40908,-0.0955022,12.1752,-0.0334499,8.59765,0.177227,12.1752,0.0209005,All
2.47,-0.183597,2.47,-0.1917,2.47,-0.0950072,12.2777,-0.0347611,8.92298,0.170797,12.2777,0.0197743,All
2.52968,-0.182922,2.52968,-0.186698,2.52968,-0.0945223,12.5486,-0.0382257,9.42349,0.168461,12.5486,0.0167989,All
2.65631,-0.181489,2.65631,-0.176082,2.65631,-0.0934934,12.8076,-0.0415384,9.50334,0.169052,12.8076,0.0139539,All
2.68,-0.181221,2.68,-0.174096,2.68,-0.0933009,12.9334,-0.0431479,9.95208,0.174694,12.9334,0.0125716,All
2.78929,-0.179985,2.78929,-0.164935,2.78929,-0.0924129,13.33,-0.0472755,10.409,0.186972,13.33,0.00988119,All
2.89,-0.178846,2.89,-0.156492,2.89,-0.0915946,13.3374,-0.0473394,10.5103,0.190203,13.3374,0.00985398,All
2.92892,-0.178405,2.92892,-0.153229,2.92892,-0.0912784,13.7388,-0.0508101,11.0999,0.209975,13.7388,0.00837643,All
3.07554,-0.176746,3.07554,-0.140938,3.07554,-0.0900871,13.8673,-0.0519208,11.3147,0.217171,13.8673,0.00790358,All
3.1,-0.17647,3.1,-0.138888,3.1,-0.0898883,14.1602,-0.0550315,11.7225,0.229815,14.1602,0.00605578,All
3.2295,-0.175005,3.2295,-0.128032,3.2295,-0.0888361,14.3971,-0.057674,12.2204,0.240987,14.3971,0.00439367,All
3.31,-0.174094,3.31,-0.121283,3.31,-0.088182,14.5944,-0.0598737,12.3801,0.243252,14.5944,0.00301012,All
3.39116,-0.173175,3.39116,-0.114479,3.39116,-0.0875225,14.927,-0.0635822,13.0745,0.243807,14.927,0.000677465,All
3.52,-0.171718,3.52,-0.103679,3.52,-0.0864757,15.042,-0.0648643,13.1261,0.243346,15.042,-0.000128942,All
3.56093,-0.171255,3.56093,-0.100248,3.56093,-0.0861432,15.4569,-0.0694904,13.8079,0.227042,15.4569,-0.00303874,All
3.73,-0.158645,3.73,-0.0811386,3.73,-0.0731714,15.5033,-0.070008,14.0318,0.221664,15.5033,-0.00336427,All
