iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,10.5686,0.0303961,41.5127,0.1454,16.1811,0.48487,50.2468,4.43383e-08
2,10.5824,0.0295218,41.3672,0.129955,16.235,0.417477,50.2468,3.4711e-08
3,10.5749,0.0284308,41.2392,0.123747,16.1886,0.391373,50.2468,2.08573e-08
4,10.561,0.0283093,41.4862,0.123833,15.8267,0.382898,50.2468,3.25033e-08
5,10.5595,0.0281609,41.4777,0.125535,15.8618,0.376566,50.2468,3.51444e-08
6,10.5605,0.0275711,41.5259,0.124594,15.8642,0.37337,50.2468,3.79046e-08
7,10.5587,0.0278048,41.4504,0.122564,16.0675,0.372065,50.2468,4.95269e-08
8,10.5594,0.0274656,41.4277,0.123571,16.0848,0.366238,50.2468,4.96054e-08
9,10.5615,0.0270931,41.4512,0.124933,16.183,0.36387,50.2468,4.6125e-08
10,10.5592,0.0273774,41.4134,0.123781,16.1851,0.359782,50.2468,4.72815e-08
11,10.5593,0.027208,41.4202,0.121578,16.2172,0.358027,50.2468,4.77025e-08
12,10.5602,0.0273133,41.4171,0.120081,16.2463,0.356703,50.2468,4.39448e-08
13,10.5645,0.0276057,41.3819,0.118999,16.2806,0.355338,50.2468,5.29521e-08
14,10.5616,0.0277273,41.4022,0.117949,16.2651,0.358218,50.2468,4.9935e-08
15,10.5598,0.0278638,41.3853,0.117729,16.2737,0.359876,50.2468,5.23997e-08
16,10.5568,0.027998,41.3766,0.12008,16.3347,0.365495,50.2468,4.91941e-08
17,10.5565,0.0282829,41.3542,0.123154,16.3817,0.36986,50.2468,5.22067e-08
18,10.5577,0.0282928,41.3603,0.122975,16.3728,0.370523,50.2468,4.48027e-08
19,10.5561,0.0282216,41.3669,0.123476,16.4391,0.369929,50.2468,5.82312e-08
20,10.5587,0.0282657,41.3261,0.124118,16.7202,0.372606,50.2468,5.92042e-08
21,10.56,0.0283892,41.2683,0.124956,16.8453,0.374559,50.2468,5.0268e-08
22,10.5606,0.0284599,41.2582,0.124616,17.1115,0.378325,50.2468,5.28544e-08
23,10.561,0.0283431,41.252,0.123647,17.4947,0.383721,50.2468,5.72964e-08
24,10.5616,0.0283597,41.2598,0.123014,17.5266,0.382079,50.2468,5.70261e-08
25,10.5623,0.0283035,41.263,0.122321,17.4861,0.381625,50.2468,6.33515e-08
26,10.5623,0.0287223,41.2517,0.122656,17.4724,0.380983,50.2468,6.29007e-08
27,10.5615,0.028821,41.2502,0.12254,17.4471,0.379606,50.2468,6.05156e-08
28,10.5623,0.0289256,41.24,0.122383,17.4415,0.379262,50.2468,6.62399e-08
29,10.5614,0.0288958,41.2322,0.121944,17.4354,0.380755,50.2468,6.3959e-08
30,10.5613,0.0290991,41.2048,0.122224,17.4271,0.381603,50.2468,6.57913e-08
