standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-1.31868,0.132143,-1.05806,0.132143,-1.09999,0.132143,All
-1.3175,0.132286,-1.05501,0.132286,-1.09863,0.132286,All
-1.31597,0.132429,-1.05409,0.132429,-1.09784,0.132429,All
-1.31597,0.132571,-1.05409,0.132571,-1.09535,0.132571,All
-1.31597,0.132714,-1.05378,0.132714,-1.09476,0.132714,All
-1.31554,0.132857,-1.05377,0.132857,-1.09476,0.132857,All
-1.3148,0.133,-1.05289,0.133,-1.09267,0.133,All
-1.31316,0.133143,-1.05253,0.133143,-1.09194,0.133143,All
-1.31162,0.133286,-1.05153,0.133286,-1.09165,0.133286,All
-1.31162,0.133429,-1.0501,0.133429,-1.09094,0.133429,All
-1.31053,0.133571,-1.04999,0.133571,-1.09083,0.133571,All
-1.31034,0.133714,-1.04984,0.133714,-1.09038,0.133714,All
-1.30978,0.133857,-1.04984,0.133857,-1.08683,0.133857,All
-1.30854,0.134,-1.04984,0.134,-1.08451,0.134,All
-1.30676,0.134143,-1.04913,0.134143,-1.08433,0.134143,All
-1.30676,0.134286,-1.04832,0.134286,-1.08204,0.134286,All
-1.30671,0.134429,-1.04765,0.134429,-1.08195,0.134429,All
-1.30457,0.134571,-1.04629,0.134571,-1.08136,0.134571,All
-1.30457,0.134714,-1.0462,0.134714,-1.08029,0.134714,All
-1.3036,0.134857,-1.0462,0.134857,-1.08015,0.134857,All
-1.3036,0.135,-1.0462,0.135,-1.08015,0.135,All
-1.30335,0.135143,-1.04608,0.135143,-1.07907,0.135143,All
-1.30299,0.135286,-1.04586,0.135286,-1.07726,0.135286,All
-1.30299,0.135429,-1.04536,0.135429,-1.07726,0.135429,All
-1.30299,0.135571,-1.04528,0.135571,-1.07642,0.135571,All
-1.30112,0.135714,-1.04528,0.135714,-1.0763,0.135714,All
-1.29974,0.135857,-1.04489,0.135857,-1.0763,0.135857,All
-1.29829,0.136,-1.04284,0.136,-1.07597,0.136,All
-1.29413,0.136143,-1.0422,0.136143,-1.07314,0.136143,All
-1.29358,0.136286,-1.04213,0.136286,-1.07268,0.136286,All
-1.28997,0.136429,-1.03953,0.136429,-1.06802,0.136429,All
-1.28812,0.136571,-1.0382,0.136571,-1.06802,0.136571,All
-1.28784,0.136714,-1.03802,0.136714,-1.06778,0.136714,All
-1.28383,0.136857,-1.03755,0.136857,-1.06768,0.136857,All
-1.28127,0.137,-1.03698,0.137,-1.06747,0.137,All
-1.28066,0.137143,-1.03679,0.137143,-1.06534,0.137143,All
-1.2791,0.137286,-1.03656,0.137286,-1.06379,0.137286,All
-1.27596,0.137429,-1.03635,0.137429,-1.06346,0.137429,All
-1.27596,0.137571,-1.03562,0.137571,-1.06209,0.137571,All
-1.27545,0.137714,-1.03552,0.137714,-1.06209,0.137714,All
-1.27466,0.137857,-1.0348,0.137857,-1.06156,0.137857,All
-1.27282,0.138,-1.03464,0.138,-1.06145,0.138,All
-1.27236,0.138143,-1.03429,0.138143,-1.06086,0.138143,All
-1.26938,0.138286,-1.03399,0.138286,-1.06056,0.138286,All
-1.26929,0.138429,-1.03274,0.138429,-1.05941,0.138429,All
-1.26429,0.138571,-1.03231,0.138571,-1.05941,0.138571,All
-1.26333,0.138714,-1.03158,0.138714,-1.05927,0.138714,All
-1.26126,0.138857,-1.03119,0.138857,-1.05876,0.138857,All
-1.25461,0.139,-1.03119,0.139,-1.05856,0.139,All
-1.25353,0.139143,-1.03108,0.139143,-1.05749,0.139143,All
-1.25151,0.139286,-1.03048,0.139286,-1.05749,0.139286,All
-1.25024,0.139429,-1.02967,0.139429,-1.05644,0.139429,All
-1.24203,0.139571,-1.0284,0.139571,-1.05467,0.139571,All
-1.24042,0.139714,-1.02794,0.139714,-1.05455,0.139714,All
-1.2325,0.139857,-1.02761,0.139857,-1.04983,0.139857,All
-1.22911,0.14,-1.02626,0.14,-1.04983,0.14,All
-1.22878,0.140143,-1.02572,0.140143,-1.04963,0.140143,All
-1.22845,0.140286,-1.02497,0.140286,-1.04929,0.140286,All
-1.22562,0.140429,-1.02494,0.140429,-1.04861,0.140429,All
-1.22241,0.140571,-1.02392,0.140571,-1.0482,0.140571,All
-1.21791,0.140714,-1.02382,0.140714,-1.04811,0.140714,All
-1.2108,0.140857,-1.02382,0.140857,-1.04635,0.140857,All
-1.20297,0.141,-1.02222,0.141,-1.0459,0.141,All
-1.20297,0.141143,-1.02198,0.141143,-1.0459,0.141143,All
-1.18439,0.141286,-1.02191,0.141286,-1.0459,0.141286,All
-1.17015,0.141429,-1.02095,0.141429,-1.04502,0.141429,All
-1.16067,0.141571,-1.02048,0.141571,-1.0441,0.141571,All
-1.1551,0.141714,-1.01919,0.141714,-1.0441,0.141714,All
-1.15146,0.141857,-1.0176,0.141857,-1.04313,0.141857,All
-1.15089,0.142,-1.01604,0.142,-1.04313,0.142,All
-1.14122,0.142143,-1.01519,0.142143,-1.04313,0.142143,All
-1.13382,0.142286,-1.01492,0.142286,-1.04307,0.142286,All
-1.13013,0.142429,-1.01346,0.142429,-1.04187,0.142429,All
-1.12145,0.142571,-1.01309,0.142571,-1.04158,0.142571,All
-1.09013,0.142714,-1.01308,0.142714,-1.04132,0.142714,All
-1.08006,0.142857,-1.01308,0.142857,-1.04045,0.142857,All
-0.907161,0.143,-1.01299,0.143,-1.04041,0.143,All
-0.8355,0.143143,-1.01168,0.143143,-1.04016,0.143143,All
-0.797173,0.143286,-1.01055,0.143286,-1.04016,0.143286,All
-0.786072,0.143429,-1.01008,0.143429,-1.03919,0.143429,All
-0.77578,0.143571,-1.00932,0.143571,-1.03732,0.143571,All
-0.767735,0.143714,-1.00906,0.143714,-1.03692,0.143714,All
-0.751221,0.143857,-1.00884,0.143857,-1.03562,0.143857,All
-0.748086,0.144,-1.00861,0.144,-1.035,0.144,All
-0.740309,0.144143,-1.00821,0.144143,-1.0345,0.144143,All
-0.734479,0.144286,-1.00671,0.144286,-1.03344,0.144286,All
-0.728527,0.144429,-1.00597,0.144429,-1.03116,0.144429,All
-0.728527,0.144571,-1.00582,0.144571,-1.03116,0.144571,All
-0.727702,0.144714,-1.00575,0.144714,-1.03116,0.144714,All
-0.725953,0.144857,-1.00531,0.144857,-1.03116,0.144857,All
-0.725953,0.145,-1.00463,0.145,-1.03116,0.145,All
-0.715589,0.145143,-1.00386,0.145143,-1.03103,0.145143,All
-0.714196,0.145286,-1.00348,0.145286,-1.03028,0.145286,All
-0.708393,0.145429,-1.00313,0.145429,-1.02867,0.145429,All
-0.705961,0.145571,-1.00263,0.145571,-1.02735,0.145571,All
-0.700024,0.145714,-1.00058,0.145714,-1.02435,0.145714,All
-0.697532,0.145857,-1.00045,0.145857,-1.02005,0.145857,All
-0.691706,0.146,-1.00007,0.146,-1.01919,0.146,All
-0.690229,0.146143,-0.999822,0.146143,-1.01909,0.146143,All
-0.688663,0.146286,-0.999766,0.146286,-1.01862,0.146286,All
-0.68632,0.146429,-0.999766,0.146429,-1.01862,0.146429,All
-0.68431,0.146571,-0.999695,0.146571,-1.01767,0.146571,All
-0.678903,0.146714,-0.999644,0.146714,-1.01708,0.146714,All
-0.668981,0.146857,-0.999644,0.146857,-1.01708,0.146857,All
-0.665622,0.147,-0.997421,0.147,-1.01656,0.147,All
-0.661566,0.147143,-0.995811,0.147143,-1.01577,0.147143,All
-0.659195,0.147286,-0.995811,0.147286,-1.01577,0.147286,All
-0.658892,0.147429,-0.9955,0.147429,-1.01565,0.147429,All
-0.653833,0.147571,-0.995324,0.147571,-1.01565,0.147571,All
-0.651521,0.147714,-0.995324,0.147714,-1.01518,0.147714,All
-0.647152,0.147857,-0.994987,0.147857,-1.01468,0.147857,All
-0.647019,0.148,-0.994987,0.148,-1.01443,0.148,All
-0.643247,0.148143,-0.99397,0.148143,-1.01363,0.148143,All
-0.641345,0.148286,-0.993464,0.148286,-1.01206,0.148286,All
-0.641345,0.148429,-0.993112,0.148429,-1.01144,0.148429,All
-0.638437,0.148571,-0.993027,0.148571,-1.00798,0.148571,All
-0.638437,0.148714,-0.993027,0.148714,-1.00796,0.148714,All
-0.637767,0.148857,-0.991202,0.148857,-1.00769,0.148857,All
-0.636685,0.149,-0.99107,0.149,-1.0071,0.149,All
-0.633491,0.149143,-0.989506,0.149143,-1.00571,0.149143,All
-0.633477,0.149286,-0.989506,0.149286,-1.00555,0.149286,All
-0.628015,0.149429,-0.989129,0.149429,-1.00457,0.149429,All
-0.628015,0.149571,-0.988028,0.149571,-1.00457,0.149571,All
-0.622709,0.149714,-0.987814,0.149714,-1.00449,0.149714,All
-0.622171,0.149857,-0.987516,0.149857,-1.0044,0.149857,All
-0.620867,0.15,-0.986318,0.15,-1.0044,0.15,All
-0.620867,0.150143,-0.985711,0.150143,-1.0029,0.150143,All
-0.620867,0.150286,-0.985632,0.150286,-1.0029,0.150286,All
-0.620867,0.150429,-0.984068,0.150429,-1.00287,0.150429,All
-0.618523,0.150571,-0.984029,0.150571,-1.00287,0.150571,All
-0.613159,0.150714,-0.98318,0.150714,-1.00287,0.150714,All
-0.612665,0.150857,-0.98318,0.150857,-1.00287,0.150857,All
-0.61089,0.151,-0.980368,0.151,-1.0022,0.151,All
-0.610714,0.151143,-0.980129,0.151143,-1.0022,0.151143,All
-0.609665,0.151286,-0.979845,0.151286,-1.00162,0.151286,All
-0.607676,0.151429,-0.979031,0.151429,-0.999462,0.151429,All
-0.606971,0.151571,-0.978896,0.151571,-0.999462,0.151571,All
-0.602205,0.151714,-0.978896,0.151714,-0.997035,0.151714,All
-0.599808,0.151857,-0.978825,0.151857,-0.996801,0.151857,All
-0.599808,0.152,-0.978825,0.152,-0.99631,0.152,All
-0.599605,0.152143,-0.978783,0.152143,-0.99631,0.152143,All
-0.599605,0.152286,-0.97866,0.152286,-0.995187,0.152286,All
-0.599127,0.152429,-0.97866,0.152429,-0.994907,0.152429,All
-0.598648,0.152571,-0.978361,0.152571,-0.993621,0.152571,All
-0.597106,0.152714,-0.977397,0.152714,-0.993451,0.152714,All
-0.595171,0.152857,-0.977326,0.152857,-0.993451,0.152857,All
-0.595072,0.153,-0.976978,0.153,-0.992523,0.153,All
-0.592422,0.153143,-0.976694,0.153143,-0.988607,0.153143,All
-0.592337,0.153286,-0.975756,0.153286,-0.987508,0.153286,All
-0.592174,0.153429,-0.974611,0.153429,-0.986672,0.153429,All
-0.592174,0.153571,-0.974611,0.153571,-0.986593,0.153571,All
-0.587276,0.153714,-0.973678,0.153714,-0.986593,0.153714,All
-0.587276,0.153857,-0.973521,0.153857,-0.986124,0.153857,All
-0.5832,0.154,-0.972525,0.154,-0.985864,0.154,All
-0.579828,0.154143,-0.972525,0.154143,-0.985611,0.154143,All
-0.57941,0.154286,-0.971374,0.154286,-0.98437,0.154286,All
-0.576948,0.154429,-0.970328,0.154429,-0.981998,0.154429,All
-0.576669,0.154571,-0.97014,0.154571,-0.981906,0.154571,All
-0.572166,0.154714,-0.969981,0.154714,-0.980002,0.154714,All
-0.572166,0.154857,-0.969774,0.154857,-0.979601,0.154857,All
-0.572153,0.155,-0.969774,0.155,-0.979557,0.155,All
-0.570732,0.155143,-0.969437,0.155143,-0.978195,0.155143,All
-0.568516,0.155286,-0.969437,0.155286,-0.976448,0.155286,All
-0.56834,0.155429,-0.969359,0.155429,-0.976448,0.155429,All
-0.567383,0.155571,-0.968633,0.155571,-0.976448,0.155571,All
-0.563769,0.155714,-0.968564,0.155714,-0.976448,0.155714,All
-0.563267,0.155857,-0.968564,0.155857,-0.976448,0.155857,All
-0.562629,0.156,-0.967237,0.156,-0.976448,0.156,All
-0.558566,0.156143,-0.965435,0.156143,-0.973173,0.156143,All
-0.557698,0.156286,-0.965213,0.156286,-0.972604,0.156286,All
-0.557698,0.156429,-0.965213,0.156429,-0.970714,0.156429,All
-0.554152,0.156571,-0.964967,0.156571,-0.970127,0.156571,All
-0.553652,0.156714,-0.964853,0.156714,-0.970127,0.156714,All
-0.552288,0.156857,-0.963211,0.156857,-0.969742,0.156857,All
-0.551691,0.157,-0.962205,0.157,-0.968302,0.157,All
-0.551115,0.157143,-0.962164,0.157143,-0.968302,0.157143,All
-0.550257,0.157286,-0.961547,0.157286,-0.967052,0.157286,All
-0.550257,0.157429,-0.961301,0.157429,-0.964955,0.157429,All
-0.550231,0.157571,-0.960941,0.157571,-0.962694,0.157571,All
-0.549932,0.157714,-0.960941,0.157714,-0.962233,0.157714,All
-0.548296,0.157857,-0.960941,0.157857,-0.962233,0.157857,All
-0.545166,0.158,-0.960941,0.158,-0.962233,0.158,All
-0.544639,0.158143,-0.960827,0.158143,-0.962233,0.158143,All
-0.544639,0.158286,-0.960593,0.158286,-0.961696,0.158286,All
-0.543146,0.158429,-0.960593,0.158429,-0.96086,0.158429,All
-0.541359,0.158571,-0.96039,0.158571,-0.960374,0.158571,All
-0.540427,0.158714,-0.959272,0.158714,-0.960137,0.158714,All
-0.540427,0.158857,-0.959113,0.158857,-0.959537,0.158857,All
-0.539386,0.159,-0.958964,0.159,-0.958702,0.159,All
-0.539201,0.159143,-0.957926,0.159143,-0.957892,0.159143,All
-0.539201,0.159286,-0.957883,0.159286,-0.957677,0.159286,All
-0.538173,0.159429,-0.956391,0.159429,-0.957134,0.159429,All
-0.538111,0.159571,-0.955812,0.159571,-0.956002,0.159571,All
-0.538111,0.159714,-0.955812,0.159714,-0.9555,0.159714,All
-0.536871,0.159857,-0.955543,0.159857,-0.955282,0.159857,All
-0.536853,0.16,-0.954755,0.16,-0.95514,0.16,All
-0.534693,0.160143,-0.954049,0.160143,-0.95514,0.160143,All
-0.534376,0.160286,-0.954,0.160286,-0.954998,0.160286,All
-0.534068,0.160429,-0.953275,0.160429,-0.954742,0.160429,All
-0.532615,0.160571,-0.952448,0.160571,-0.951721,0.160571,All
-0.530562,0.160714,-0.951524,0.160714,-0.948724,0.160714,All
-0.529407,0.160857,-0.951375,0.160857,-0.948231,0.160857,All
-0.528351,0.161,-0.951313,0.161,-0.945509,0.161,All
-0.528351,0.161143,-0.951285,0.161143,-0.945399,0.161143,All
-0.528101,0.161286,-0.951285,0.161286,-0.945288,0.161286,All
-0.525608,0.161429,-0.949797,0.161429,-0.944278,0.161429,All
-0.524539,0.161571,-0.949773,0.161571,-0.944126,0.161571,All
-0.523701,0.161714,-0.946984,0.161714,-0.943932,0.161714,All
-0.522234,0.161857,-0.946866,0.161857,-0.943628,0.161857,All
-0.520384,0.162,-0.94672,0.162,-0.942545,0.162,All
-0.520384,0.162143,-0.945698,0.162143,-0.942545,0.162143,All
-0.520213,0.162286,-0.945576,0.162286,-0.942094,0.162286,All
-0.519175,0.162429,-0.94484,0.162429,-0.942002,0.162429,All
-0.519175,0.162571,-0.943835,0.162571,-0.94169,0.162571,All
-0.519175,0.162714,-0.943494,0.162714,-0.941647,0.162714,All
-0.517948,0.162857,-0.942846,0.162857,-0.941647,0.162857,All
-0.517209,0.163,-0.942846,0.163,-0.941206,0.163,All
-0.516539,0.163143,-0.942414,0.163143,-0.938819,0.163143,All
-0.516539,0.163286,-0.942171,0.163286,-0.938678,0.163286,All
-0.51517,0.163429,-0.940842,0.163429,-0.938304,0.163429,All
-0.514877,0.163571,-0.939665,0.163571,-0.936177,0.163571,All
-0.513988,0.163714,-0.939665,0.163714,-0.936177,0.163714,All
-0.513363,0.163857,-0.939135,0.163857,-0.935474,0.163857,All
-0.51171,0.164,-0.939135,0.164,-0.935474,0.164,All
-0.509136,0.164143,-0.93778,0.164143,-0.935335,0.164143,All
-0.508549,0.164286,-0.937383,0.164286,-0.934542,0.164286,All
-0.507411,0.164429,-0.935525,0.164429,-0.934542,0.164429,All
-0.506886,0.164571,-0.93533,0.164571,-0.934317,0.164571,All
-0.505384,0.164714,-0.935199,0.164714,-0.933933,0.164714,All
-0.505363,0.164857,-0.935036,0.164857,-0.933602,0.164857,All
-0.503985,0.165,-0.935036,0.165,-0.932478,0.165,All
-0.503409,0.165143,-0.935031,0.165143,-0.931696,0.165143,All
-0.501931,0.165286,-0.934606,0.165286,-0.9313,0.165286,All
-0.501769,0.165429,-0.933968,0.165429,-0.930922,0.165429,All
-0.500316,0.165571,-0.933217,0.165571,-0.93028,0.165571,All
-0.500316,0.165714,-0.931828,0.165714,-0.929811,0.165714,All
-0.50018,0.165857,-0.930943,0.165857,-0.929811,0.165857,All
-0.498864,0.166,-0.930429,0.166,-0.929811,0.166,All
-0.497245,0.166143,-0.930365,0.166143,-0.92977,0.166143,All
-0.497007,0.166286,-0.930138,0.166286,-0.92977,0.166286,All
-0.496865,0.166429,-0.930138,0.166429,-0.929598,0.166429,All
-0.495536,0.166571,-0.929208,0.166571,-0.926602,0.166571,All
-0.494762,0.166714,-0.929208,0.166714,-0.926602,0.166714,All
-0.49447,0.166857,-0.929208,0.166857,-0.926539,0.166857,All
-0.494243,0.167,-0.929165,0.167,-0.92492,0.167,All
-0.494079,0.167143,-0.929165,0.167143,-0.923498,0.167143,All
-0.494079,0.167286,-0.929078,0.167286,-0.923465,0.167286,All
-0.49073,0.167429,-0.928744,0.167429,-0.923465,0.167429,All
-0.490432,0.167571,-0.927854,0.167571,-0.917992,0.167571,All
-0.490432,0.167714,-0.927432,0.167714,-0.915696,0.167714,All
-0.488265,0.167857,-0.927404,0.167857,-0.915696,0.167857,All
-0.487262,0.168,-0.927349,0.168,-0.914369,0.168,All
-0.486801,0.168143,-0.926709,0.168143,-0.913101,0.168143,All
-0.485588,0.168286,-0.925593,0.168286,-0.91237,0.168286,All
-0.484771,0.168429,-0.925267,0.168429,-0.910699,0.168429,All
-0.484646,0.168571,-0.925202,0.168571,-0.910699,0.168571,All
-0.484172,0.168714,-0.924639,0.168714,-0.910699,0.168714,All
-0.483826,0.168857,-0.923988,0.168857,-0.908729,0.168857,All
-0.482989,0.169,-0.923674,0.169,-0.908729,0.169,All
-0.4803,0.169143,-0.923361,0.169143,-0.908515,0.169143,All
-0.479966,0.169286,-0.920571,0.169286,-0.908089,0.169286,All
-0.479727,0.169429,-0.919914,0.169429,-0.907939,0.169429,All
-0.476157,0.169571,-0.917944,0.169571,-0.906953,0.169571,All
-0.475826,0.169714,-0.916952,0.169714,-0.905616,0.169714,All
-0.475826,0.169857,-0.916691,0.169857,-0.903904,0.169857,All
-0.475759,0.17,-0.914708,0.17,-0.903525,0.17,All
-0.475759,0.170143,-0.914708,0.170143,-0.902877,0.170143,All
-0.475623,0.170286,-0.914639,0.170286,-0.902495,0.170286,All
-0.47562,0.170429,-0.914629,0.170429,-0.90217,0.170429,All
-0.475535,0.170571,-0.91389,0.170571,-0.90217,0.170571,All
-0.474798,0.170714,-0.913884,0.170714,-0.901907,0.170714,All
-0.474798,0.170857,-0.91376,0.170857,-0.901907,0.170857,All
-0.474388,0.171,-0.91376,0.171,-0.90022,0.171,All
-0.472239,0.171143,-0.91376,0.171143,-0.900038,0.171143,All
-0.470536,0.171286,-0.912928,0.171286,-0.900038,0.171286,All
-0.46931,0.171429,-0.912856,0.171429,-0.900038,0.171429,All
-0.46719,0.171571,-0.911457,0.171571,-0.899785,0.171571,All
-0.466908,0.171714,-0.910744,0.171714,-0.899785,0.171714,All
-0.465476,0.171857,-0.909139,0.171857,-0.899684,0.171857,All
-0.463743,0.172,-0.908676,0.172,-0.89649,0.172,All
-0.463633,0.172143,-0.908676,0.172143,-0.89649,0.172143,All
-0.462943,0.172286,-0.90858,0.172286,-0.896366,0.172286,All
-0.462293,0.172429,-0.908243,0.172429,-0.895291,0.172429,All
-0.462293,0.172571,-0.907324,0.172571,-0.895291,0.172571,All
-0.462265,0.172714,-0.906202,0.172714,-0.894595,0.172714,All
-0.461636,0.172857,-0.906066,0.172857,-0.894595,0.172857,All
-0.46145,0.173,-0.906066,0.173,-0.893745,0.173,All
-0.46145,0.173143,-0.90562,0.173143,-0.891321,0.173143,All
-0.460559,0.173286,-0.905027,0.173286,-0.891305,0.173286,All
-0.460102,0.173429,-0.904737,0.173429,-0.890366,0.173429,All
-0.459961,0.173571,-0.904647,0.173571,-0.889966,0.173571,All
-0.459867,0.173714,-0.903431,0.173714,-0.887855,0.173714,All
-0.459588,0.173857,-0.903407,0.173857,-0.887298,0.173857,All
-0.459015,0.174,-0.902285,0.174,-0.887244,0.174,All
-0.458694,0.174143,-0.90209,0.174143,-0.886236,0.174143,All
-0.457374,0.174286,-0.901666,0.174286,-0.886236,0.174286,All
-0.45599,0.174429,-0.901459,0.174429,-0.886236,0.174429,All
-0.455609,0.174571,-0.899707,0.174571,-0.886236,0.174571,All
-0.452863,0.174714,-0.89909,0.174714,-0.886055,0.174714,All
-0.452863,0.174857,-0.898163,0.174857,-0.885813,0.174857,All
-0.451228,0.175,-0.89776,0.175,-0.884873,0.175,All
-0.450012,0.175143,-0.89654,0.175143,-0.884759,0.175143,All
-0.450012,0.175286,-0.896484,0.175286,-0.884081,0.175286,All
-0.448507,0.175429,-0.896064,0.175429,-0.88375,0.175429,All
-0.448507,0.175571,-0.895532,0.175571,-0.882963,0.175571,All
-0.446034,0.175714,-0.893534,0.175714,-0.882891,0.175714,All
-0.444444,0.175857,-0.893078,0.175857,-0.882891,0.175857,All
-0.444166,0.176,-0.892866,0.176,-0.882263,0.176,All
-0.443129,0.176143,-0.892866,0.176143,-0.881252,0.176143,All
-0.442656,0.176286,-0.892866,0.176286,-0.881252,0.176286,All
-0.442422,0.176429,-0.892794,0.176429,-0.880619,0.176429,All
-0.44224,0.176571,-0.891371,0.176571,-0.880492,0.176571,All
-0.44224,0.176714,-0.891142,0.176714,-0.879584,0.176714,All
-0.442136,0.176857,-0.89022,0.176857,-0.879174,0.176857,All
-0.441862,0.177,-0.89022,0.177,-0.878715,0.177,All
-0.439353,0.177143,-0.8897,0.177143,-0.878288,0.177143,All
-0.439353,0.177286,-0.88944,0.177286,-0.877762,0.177286,All
-0.439353,0.177429,-0.888969,0.177429,-0.877295,0.177429,All
-0.439353,0.177571,-0.888969,0.177571,-0.87331,0.177571,All
-0.438004,0.177714,-0.888816,0.177714,-0.871743,0.177714,All
-0.437649,0.177857,-0.888368,0.177857,-0.870878,0.177857,All
-0.436752,0.178,-0.888148,0.178,-0.87033,0.178,All
-0.436664,0.178143,-0.887695,0.178143,-0.87033,0.178143,All
-0.435873,0.178286,-0.887573,0.178286,-0.869897,0.178286,All
-0.435873,0.178429,-0.887347,0.178429,-0.86968,0.178429,All
-0.435835,0.178571,-0.886894,0.178571,-0.86968,0.178571,All
-0.434641,0.178714,-0.886875,0.178714,-0.869636,0.178714,All
-0.431499,0.178857,-0.886778,0.178857,-0.869617,0.178857,All
-0.430573,0.179,-0.88657,0.179,-0.869296,0.179,All
-0.430573,0.179143,-0.88657,0.179143,-0.869296,0.179143,All
-0.430573,0.179286,-0.885599,0.179286,-0.869296,0.179286,All
-0.430546,0.179429,-0.885599,0.179429,-0.868324,0.179429,All
-0.430109,0.179571,-0.88525,0.179571,-0.865697,0.179571,All
-0.42776,0.179714,-0.884485,0.179714,-0.865539,0.179714,All
-0.427621,0.179857,-0.884121,0.179857,-0.865192,0.179857,All
-0.426949,0.18,-0.882452,0.18,-0.865192,0.18,All
-0.42598,0.180143,-0.882395,0.180143,-0.865192,0.180143,All
-0.425831,0.180286,-0.882378,0.180286,-0.863111,0.180286,All
-0.425385,0.180429,-0.881745,0.180429,-0.862716,0.180429,All
-0.425385,0.180571,-0.881534,0.180571,-0.862445,0.180571,All
-0.425118,0.180714,-0.881194,0.180714,-0.860747,0.180714,All
-0.425063,0.180857,-0.880127,0.180857,-0.860514,0.180857,All
-0.424666,0.181,-0.879926,0.181,-0.860287,0.181,All
-0.424605,0.181143,-0.879926,0.181143,-0.859805,0.181143,All
-0.42349,0.181286,-0.879926,0.181286,-0.85962,0.181286,All
-0.422951,0.181429,-0.879926,0.181429,-0.859553,0.181429,All
-0.422951,0.181571,-0.879908,0.181571,-0.859108,0.181571,All
-0.422646,0.181714,-0.879038,0.181714,-0.858858,0.181714,All
-0.422294,0.181857,-0.877496,0.181857,-0.85865,0.181857,All
-0.421145,0.182,-0.876957,0.182,-0.855882,0.182,All
-0.419674,0.182143,-0.875136,0.182143,-0.855866,0.182143,All
-0.418369,0.182286,-0.873769,0.182286,-0.855866,0.182286,All
-0.417365,0.182429,-0.87372,0.182429,-0.855196,0.182429,All
-0.416813,0.182571,-0.87241,0.182571,-0.853491,0.182571,All
-0.416105,0.182714,-0.871894,0.182714,-0.852505,0.182714,All
-0.415504,0.182857,-0.871239,0.182857,-0.850847,0.182857,All
-0.414823,0.183,-0.870725,0.183,-0.850515,0.183,All
-0.414707,0.183143,-0.870644,0.183143,-0.850515,0.183143,All
-0.413975,0.183286,-0.869065,0.183286,-0.84886,0.183286,All
-0.412951,0.183429,-0.868987,0.183429,-0.84886,0.183429,All
-0.412951,0.183571,-0.86844,0.183571,-0.845801,0.183571,All
-0.412786,0.183714,-0.867007,0.183714,-0.844137,0.183714,All
-0.412744,0.183857,-0.864997,0.183857,-0.840566,0.183857,All
-0.410786,0.184,-0.864997,0.184,-0.839765,0.184,All
-0.410786,0.184143,-0.864534,0.184143,-0.839638,0.184143,All
-0.410786,0.184286,-0.864039,0.184286,-0.83957,0.184286,All
-0.410494,0.184429,-0.864039,0.184429,-0.838078,0.184429,All
-0.410494,0.184571,-0.863886,0.184571,-0.838078,0.184571,All
-0.409559,0.184714,-0.863206,0.184714,-0.837459,0.184714,All
-0.408227,0.184857,-0.862776,0.184857,-0.837339,0.184857,All
-0.40782,0.185,-0.862776,0.185,-0.83591,0.185,All
-0.40782,0.185143,-0.860101,0.185143,-0.833182,0.185143,All
-0.407387,0.185286,-0.859948,0.185286,-0.833182,0.185286,All
-0.405192,0.185429,-0.859798,0.185429,-0.831682,0.185429,All
-0.40506,0.185571,-0.859798,0.185571,-0.831682,0.185571,All
-0.404647,0.185714,-0.859798,0.185714,-0.827048,0.185714,All
-0.403553,0.185857,-0.85964,0.185857,-0.826958,0.185857,All
-0.403137,0.186,-0.859296,0.186,-0.826958,0.186,All
-0.402458,0.186143,-0.859296,0.186143,-0.826958,0.186143,All
-0.402458,0.186286,-0.858736,0.186286,-0.826945,0.186286,All
-0.402355,0.186429,-0.858698,0.186429,-0.826561,0.186429,All
-0.402347,0.186571,-0.858698,0.186571,-0.826455,0.186571,All
-0.402347,0.186714,-0.858372,0.186714,-0.826229,0.186714,All
-0.401904,0.186857,-0.858357,0.186857,-0.825467,0.186857,All
-0.401305,0.187,-0.857848,0.187,-0.822843,0.187,All
-0.398745,0.187143,-0.856899,0.187143,-0.822776,0.187143,All
-0.398205,0.187286,-0.8568,0.187286,-0.822776,0.187286,All
-0.397492,0.187429,-0.856426,0.187429,-0.822352,0.187429,All
-0.397002,0.187571,-0.856099,0.187571,-0.822352,0.187571,All
-0.395731,0.187714,-0.856075,0.187714,-0.82182,0.187714,All
-0.393401,0.187857,-0.856005,0.187857,-0.821814,0.187857,All
-0.392319,0.188,-0.854813,0.188,-0.821698,0.188,All
-0.392319,0.188143,-0.853307,0.188143,-0.821405,0.188143,All
-0.392157,0.188286,-0.852995,0.188286,-0.821405,0.188286,All
-0.392157,0.188429,-0.852983,0.188429,-0.820815,0.188429,All
-0.389419,0.188571,-0.852663,0.188571,-0.820815,0.188571,All
-0.388825,0.188714,-0.852635,0.188714,-0.820491,0.188714,All
-0.388352,0.188857,-0.85227,0.188857,-0.820157,0.188857,All
-0.388108,0.189,-0.85227,0.189,-0.817593,0.189,All
-0.384713,0.189143,-0.851361,0.189143,-0.815525,0.189143,All
-0.384544,0.189286,-0.851361,0.189286,-0.815262,0.189286,All
-0.384439,0.189429,-0.851309,0.189429,-0.815262,0.189429,All
