iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2018.24,1,5.18207,8.64932,31.5191,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,1995.68,1,3.97886,10.99,31.9977,43.0657,2.92404,2.92404,0,1.46202,1.60511,1.46202,1.46202
3,1984.87,1,3.65193,13.0364,33.8255,65.4159,2.85,2.85,0,1.425,1.56447,1.425,1.4823
4,1970.86,1,2.85887,14.7729,49.1424,90.4918,2.77784,2.77784,0,1.38892,1.52486,1.4854,1.44477
5,1967.53,1,2.68667,16.1005,66.046,94.0976,2.7075,2.7075,0,1.35375,1.48625,1.4512,1.40819
6,1957.69,1,2.55676,12.4836,61.6033,98.3231,2.63894,2.63894,0,1.31947,1.55052,1.41445,1.37253
7,1945.12,1,2.35161,11.5262,84.4778,121.316,2.57212,2.57212,0,1.28606,1.66213,1.37864,1.33778
8,1926.66,1,2.45021,12.4165,91.8125,100.807,2.507,2.507,0,1.2535,1.62004,1.34373,1.37454
9,1927.51,1,2.18731,9.97253,92.2275,96.4595,2.44352,2.44352,0,1.22176,1.7948,1.3097,1.33974
10,1921.88,1,1.69895,11.8317,84.4009,129.879,2.38165,2.38165,0,1.23181,1.8175,1.27654,1.30582
11,1908.5,1,2.07624,8.49733,101.061,141.551,2.32134,2.32134,0,1.20062,1.78392,1.24422,1.36123
12,1894.26,1,2.20237,8.0798,94.2226,139.12,2.26257,2.26257,0,1.17022,1.73875,1.21272,1.32677
13,1884.73,1,2.43566,11.9359,70.4333,220.425,2.20528,2.20528,0,1.14059,1.79487,1.18201,1.34785
14,1876.49,1,2.1561,9.11407,77.1773,212.776,2.14944,2.14944,0,1.11171,1.99607,1.15208,1.31372
15,1858.01,1,1.95262,9.99398,67.0959,228.908,2.09501,2.09501,0,1.08356,1.94553,1.12291,1.28046
16,1854.03,1,2.09183,17.2923,61.7363,179.471,2.04197,2.04197,0,1.05613,1.89627,1.13425,1.24804
17,1829.52,1,2.05106,9.94658,50.1754,200.834,1.99026,1.99026,0,1.02938,1.84825,1.10553,1.21644
18,1833.2,1,2.25912,10.4106,47.9568,222.943,1.93987,1.93987,0,1.00332,1.80145,1.10882,1.23547
19,1804.18,1,2.69977,8.57535,45.6535,217.201,1.89075,1.89075,0,0.977915,1.75584,1.08075,1.20418
20,1791.52,1,2.81283,6.82883,42.5986,196.708,1.84287,1.84287,0,0.953154,1.71138,1.05338,1.17369
21,1792.19,1,3.04387,10.452,46.4638,172.748,1.79621,1.79621,0,0.92902,1.66805,1.02671,1.14398
22,1765.65,1,2.90159,10.8756,39.9989,189.188,1.75073,1.75073,0,0.905496,1.62581,1.00071,1.11501
23,1772.96,1,2.63437,10.2155,36.3128,227.077,1.7064,1.7064,0,0.882569,1.69142,1.11403,1.08678
24,1758.52,1,2.67114,9.93313,39.003,277.69,1.66319,1.66319,0,0.860222,1.8094,1.08583,1.05926
