f_pop,1,0.021762,0.026443,0.0046116,nan,-0.0042534,0.0014808,0.0063649,nan,-0.0091521,-2.2051e-5,-0.00091396,-0.010986,-0.01173
Cl_pop,0.021762,1,-0.11805,0.17591,nan,0.0010145,-0.10047,0.011878,nan,-0.011903,0.00022435,0.0064874,-0.019712,-0.0502
V1_pop,0.026443,-0.11805,1,-0.39537,nan,-0.029789,-0.011417,-0.029155,nan,-0.17969,-0.00051318,0.18626,0.091184,-0.073566
Q_pop,0.0046116,0.17591,-0.39537,1,nan,0.0042692,0.065414,-0.092849,nan,0.48267,0.0010431,0.067234,-0.12355,-0.15132
V2_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_f,-0.0042534,0.0010145,-0.029789,0.0042692,nan,1,0.015618,0.039655,nan,0.02026,-2.9818e-5,-0.072084,-0.085635,0.044213
omega_Cl,0.0014808,-0.10047,-0.011417,0.065414,nan,0.015618,1,-0.047062,nan,0.055284,5.1189e-5,-0.032285,-0.0066508,0.011172
omega_V1,0.0063649,0.011878,-0.029155,-0.092849,nan,0.039655,-0.047062,1,nan,-0.025719,0.00015977,-0.1912,-0.062552,-0.0072229
omega_Q,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_V2,-0.0091521,-0.011903,-0.17969,0.48267,nan,0.02026,0.055284,-0.025719,nan,1,0.0010608,0.051444,-0.13232,-0.10339
a1,-2.2051e-5,0.00022435,-0.00051318,0.0010431,nan,-2.9818e-5,5.1189e-5,0.00015977,nan,0.0010608,1,-0.00032476,-0.00058635,-0.00033279
b1,-0.00091396,0.0064874,0.18626,0.067234,nan,-0.072084,-0.032285,-0.1912,nan,0.051444,-0.00032476,1,0.0089308,-0.21311
a2,-0.010986,-0.019712,0.091184,-0.12355,nan,-0.085635,-0.0066508,-0.062552,nan,-0.13232,-0.00058635,0.0089308,1,-0.31749
b2,-0.01173,-0.0502,-0.073566,-0.15132,nan,0.044213,0.011172,-0.0072229,nan,-0.10339,-0.00033279,-0.21311,-0.31749,1
