pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.24165,0.0221184,-4.07022,0.00189296,-2.23401,0.0218834,All
-1.72361,0.0663551,-3.95859,0,-1.7104,0.0656503,All
-1.20556,0.26542,-3.84696,0,-1.18679,0.284484,All
-0.687515,0.376012,-3.73533,0.00189296,-0.663185,0.415785,All
-0.169469,0.641433,-3.6237,0.00189296,-0.139577,0.634619,All
0.348577,0.199065,-3.51207,0.00378592,0.384031,0.153184,All
0.866623,0.287539,-3.40044,0.00567888,0.907639,0.284484,All
1.38467,0.0884735,-3.28881,0.00189296,1.43125,0.0437668,All
1.90272,0.154829,-3.17718,0.00757184,1.95486,0.153184,All
2.42076,0.0221184,-3.06555,0.0132507,2.47846,0.0437668,All
,,-2.95392,0.0132507,,,All
,,-2.8423,0.00946479,,,All
,,-2.73067,0.0265014,,,All
,,-2.61904,0.0227155,,,All
,,-2.50741,0.0397521,,,All
,,-2.39578,0.0246085,,,All
,,-2.28415,0.0340733,,,All
,,-2.17252,0.0340733,,,All
,,-2.06089,0.0416451,,,All
,,-1.94926,0.0302873,,,All
,,-1.83763,0.0738254,,,All
,,-1.726,0.0624676,,,All
,,-1.61437,0.117363,,,All
,,-1.50274,0.140079,,,All
,,-1.39112,0.174152,,,All
,,-1.27949,0.200654,,,All
,,-1.16786,0.21769,,,All
,,-1.05623,0.261228,,,All
,,-0.944598,0.276372,,,All
,,-0.832969,0.31991,,,All
,,-0.72134,0.329375,,,All
,,-0.609711,0.318017,,,All
,,-0.498081,0.437273,,,All
,,-0.386452,0.433488,,,All
,,-0.274823,0.38995,,,All
,,-0.163194,0.412665,,,All
,,-0.0515645,0.378592,,,All
,,0.0600647,0.439166,,,All
,,0.171694,0.401307,,,All
,,0.283323,0.391842,,,All
,,0.394952,0.391842,,,All
,,0.506582,0.333161,,,All
,,0.618211,0.346411,,,All
,,0.72984,0.278265,,,All
,,0.841469,0.257442,,,All
,,0.953099,0.200654,,,All
,,1.06473,0.227155,,,All
,,1.17636,0.187403,,,All
,,1.28799,0.145758,,,All
,,1.39962,0.126828,,,All
,,1.51124,0.0851831,,,All
,,1.62287,0.0700395,,,All
,,1.7345,0.0567888,,,All
,,1.84613,0.0700395,,,All
,,1.95776,0.0321803,,,All
,,2.06939,0.0416451,,,All
,,2.18102,0.0227155,,,All
,,2.29265,0.0265014,,,All
,,2.40428,0.0208225,,,All
,,2.51591,0.0151437,,,All
,,2.62754,0.0132507,,,All
,,2.73917,0.0113578,,,All
,,2.8508,0.00946479,,,All
,,2.96242,0.00378592,,,All
,,3.07405,0.00946479,,,All
,,3.18568,0.00378592,,,All
,,3.29731,0.00378592,,,All
,,3.40894,0.00189296,,,All
,,3.52057,0,,,All
,,3.6322,0.00378592,,,All
