pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.09554,0.0249932,-2.73842,0.0207543,-1.87454,0.0235149,All
-1.63708,0,-2.65697,0.0233486,-1.38726,0,All
-1.17862,0,-2.57552,0.0311315,-0.899978,0.14109,All
-0.720166,0.199946,-2.49406,0.0285372,-0.412699,0.282179,All
-0.261709,0.549851,-2.41261,0.01816,0.0745801,0.823022,All
0.196749,0.599837,-2.33116,0.00259429,0.561859,0.352724,All
0.655206,0.449878,-2.24971,0.00518858,1.04914,0.282179,All
1.11366,0.324912,-2.16826,0.00259429,1.53642,0.211634,All
1.57212,0.149959,-2.08681,0.0129715,2.0237,0.117575,All
2.03058,0.0999729,-2.00535,0.0129715,2.51098,0.0235149,All
,,-1.9239,0.0441029,,,All
,,-1.84245,0.0778287,,,All
,,-1.761,0.0933945,,,All
,,-1.67955,0.0830173,,,All
,,-1.59809,0.0415086,,,All
,,-1.51664,0.0155657,,,All
,,-1.43519,0.00518858,,,All
,,-1.35374,0.00518858,,,All
,,-1.27229,0.0103772,,,All
,,-1.19084,0.0466972,,,All
,,-1.10938,0.0856116,,,All
,,-1.02793,0.0882059,,,All
,,-0.94648,0.0908002,,,All
,,-0.865029,0.0415086,,,All
,,-0.783577,0.0207543,,,All
,,-0.702125,0,,,All
,,-0.620673,0.00259429,,,All
,,-0.539222,0.00259429,,,All
,,-0.45777,0.0259429,,,All
,,-0.376318,0.10896,,,All
,,-0.294866,0.166035,,,All
,,-0.213415,0.290561,,,All
,,-0.131963,0.358012,,,All
,,-0.050511,0.454001,,,All
,,0.0309407,0.425464,,,All
,,0.112392,0.492915,,,All
,,0.193844,0.526641,,,All
,,0.275296,0.666733,,,All
,,0.356748,0.760127,,,All
,,0.4382,0.747156,,,All
,,0.519651,0.716024,,,All
,,0.601103,0.64079,,,All
,,0.682555,0.555178,,,All
,,0.764007,0.422869,,,All
,,0.845458,0.430652,,,All
,,0.92691,0.516264,,,All
,,1.00836,0.415086,,,All
,,1.08981,0.415086,,,All
,,1.17127,0.319098,,,All
,,1.25272,0.345041,,,All
,,1.33417,0.300938,,,All
,,1.41562,0.184195,,,All
,,1.49707,0.10896,,,All
,,1.57852,0.0933945,,,All
,,1.65998,0.0830173,,,All
,,1.74143,0.0570744,,,All
,,1.82288,0.119337,,,All
,,1.90433,0.150469,,,All
,,1.98578,0.16344,,,All
,,2.06723,0.119337,,,All
,,2.14869,0.098583,,,All
,,2.23014,0.0674515,,,All
,,2.31159,0.0441029,,,All
,,2.39304,0.0155657,,,All
,,2.47449,0.0103772,,,All
,,2.55595,0.0103772,,,All
,,2.6374,0.0389144,,,All
,,2.71885,0.0363201,,,All
,,2.8003,0.0285372,,,All
,,2.88175,0.0103772,,,All
