Cl_pop,1,0.058167,0.018087,0.05903,0.013985,0.0027548,-0.031127,-0.03203,0.0075906,-0.031876,-0.022504,0.029815
beta_Cl_logtCLCRMLMIN,0.058167,1,-0.0088744,-0.012018,-0.0073595,0.032923,0.057607,0.06567,0.026975,0.057974,0.05245,-0.077628
V1_pop,0.018087,-0.0088744,1,-0.14919,0.97491,-0.0078876,-0.302,-0.25124,-0.049137,-0.30335,-0.095005,0.092961
Q_pop,0.05903,-0.012018,-0.14919,1,-0.1575,0.0030295,-0.15516,-0.17688,0.10244,-0.15783,-0.094738,0.12698
V2_pop,0.013985,-0.0073595,0.97491,-0.1575,1,-0.0060043,-0.33584,-0.27192,-0.059251,-0.33722,-0.079932,0.070191
omega_Cl,0.0027548,0.032923,-0.0078876,0.0030295,-0.0060043,1,0.034794,0.038954,-0.015432,0.034294,0.070906,-0.079863
omega_V1,-0.031127,0.057607,-0.302,-0.15516,-0.33584,0.034794,1,0.95281,-0.044314,0.99891,0.26726,-0.39203
corr_V2_V1,-0.03203,0.06567,-0.25124,-0.17688,-0.27192,0.038954,0.95281,1,-0.025527,0.95325,0.28829,-0.422
omega_Q,0.0075906,0.026975,-0.049137,0.10244,-0.059251,-0.015432,-0.044314,-0.025527,1,-0.044718,0.010584,-0.071694
omega_V2,-0.031876,0.057974,-0.30335,-0.15783,-0.33722,0.034294,0.99891,0.95325,-0.044718,1,0.26678,-0.39176
a1,-0.022504,0.05245,-0.095005,-0.094738,-0.079932,0.070906,0.26726,0.28829,0.010584,0.26678,1,-0.30136
a2,0.029815,-0.077628,0.092961,0.12698,0.070191,-0.079863,-0.39203,-0.422,-0.071694,-0.39176,-0.30136,1
